,학정번호,강의명/교수명,별점,final_성적,final_교수,final_로드,final_강의력,족보여부,강의자료질
3196,대교/선교,"건강과운동/백일영,서상훈",1.0,0.15,0.5,0.5,0.0,0.5,0.5
3197,대교/선교,"건강과운동/백일영,서상훈",1.0,0.85,0.5,0.5,0.0,0.5,0.5
3198,대교/선교,"건강과운동/백일영,서상훈",5.0,0.85,0.5,0.5,0.0,0.5,0.5
3199,대교/선교,"건강과운동/백일영,서상훈",1.0,0.15,0.15,0.5,0.0,0.5,0.5
3200,대교/선교,"건강과운동/백일영,서상훈",2.0,0.15,0.5,0.5,0.0,0.5,0.5
3201,대교/선교,"건강과운동/백일영,서상훈",1.0,0.15,0.15,0.5,0.0,0.5,0.5
3202,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.85,0.5,0.7,0.5,0.5
3203,대교/선교,"건강과운동/백일영,서상훈",1.0,0.85,0.5,0.5,0.0,0.5,0.5
3204,대교/선교,"건강과운동/백일영,서상훈",4.0,0.85,0.85,0.5,0.7,0.5,0.5
3205,대교/선교,"건강과운동/백일영,서상훈",2.0,0.15,0.15,0.15,0.0,0.5,0.5
3206,대교/선교,"건강과운동/백일영,서상훈",2.0,0.85,0.85,0.5,0.7,0.5,0.5
3207,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.85,0.5,0.7,0.5,0.5
3208,대교/선교,"건강과운동/백일영,서상훈",4.0,0.15,0.15,0.15,0.0,0.5,0.5
3209,대교/선교,"건강과운동/백일영,서상훈",3.0,0.5,0.5,0.5,0.0,0.5,0.5
3210,대교/선교,"건강과운동/백일영,서상훈",3.0,0.5,0.5,0.5,0.0,0.5,0.5
3211,대교/선교,"건강과운동/백일영,서상훈",4.0,0.15,0.5,0.5,0.0,0.5,0.5
3212,대교/선교,"건강과운동/백일영,서상훈",3.0,0.15,0.15,0.5,0.0,0.5,0.5
3213,대교/선교,"건강과운동/백일영,서상훈",3.0,0.15,0.15,0.5,0.0,0.5,0.5
3214,대교/선교,"건강과운동/백일영,서상훈",2.0,0.15,0.15,0.5,0.0,0.5,0.5
3215,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.5,0.85,0.0,0.5,0.5
3216,대교/선교,"건강과운동/백일영,서상훈",3.0,0.15,0.15,0.5,0.0,0.5,0.5
3217,대교/선교,"건강과운동/백일영,서상훈",1.0,0.85,0.85,0.85,0.7,0.5,0.5
3218,대교/선교,"건강과운동/백일영,서상훈",1.0,0.15,0.15,0.5,0.0,0.5,0.5
3219,대교/선교,"건강과운동/백일영,서상훈",1.0,0.85,0.5,0.5,0.0,0.5,0.5
3220,대교/선교,"건강과운동/백일영,서상훈",5.0,0.85,0.5,0.5,0.0,0.5,0.5
3221,대교/선교,"건강과운동/백일영,서상훈",5.0,0.85,0.5,0.85,0.0,0.5,0.5
3222,대교/선교,"건강과운동/백일영,서상훈",5.0,0.15,0.5,0.5,0.0,0.5,0.5
3223,대교/선교,"건강과운동/백일영,서상훈",5.0,0.5,0.5,0.15,0.0,0.5,0.5
3224,대교/선교,"건강과운동/백일영,서상훈",1.0,0.5,0.15,0.5,0.0,0.5,0.5
3225,대교/선교,"건강과운동/백일영,서상훈",3.0,0.5,0.15,0.5,0.0,0.5,0.5
3226,대교/선교,"건강과운동/백일영,서상훈",5.0,0.85,0.5,0.5,0.0,0.5,0.5
3227,대교/선교,"건강과운동/백일영,서상훈",5.0,0.5,0.5,0.5,0.0,0.5,0.5
3228,대교/선교,"건강과운동/백일영,서상훈",3.0,0.15,0.5,0.15,0.0,0.5,0.5
3229,대교/선교,"건강과운동/백일영,서상훈",3.0,0.15,0.15,0.15,0.0,0.5,0.5
3230,대교/선교,"건강과운동/백일영,서상훈",3.0,0.5,0.5,0.5,0.0,0.5,0.5
3231,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.85,0.85,0.7,0.5,0.5
3232,대교/선교,"건강과운동/백일영,서상훈",5.0,0.85,0.85,0.5,0.7,0.5,0.5
3233,대교/선교,"건강과운동/백일영,서상훈",5.0,0.5,0.15,0.5,0.0,0.5,0.5
3234,대교/선교,"건강과운동/백일영,서상훈",1.0,0.15,0.15,0.15,0.0,0.5,0.5
3235,대교/선교,"건강과운동/백일영,서상훈",5.0,0.85,0.5,0.5,0.0,0.5,0.5
3236,대교/선교,"건강과운동/백일영,서상훈",4.0,0.85,0.85,0.5,0.7,0.5,0.5
3237,대교/선교,"건강과운동/백일영,서상훈",2.0,0.5,0.5,0.5,0.0,0.5,0.5
3238,대교/선교,"건강과운동/백일영,서상훈",4.0,0.15,0.15,0.5,0.0,0.5,0.5
3239,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.85,0.85,0.7,0.5,0.5
3240,대교/선교,"건강과운동/백일영,서상훈",4.0,0.85,0.85,0.85,0.7,0.5,0.5
3241,대교/선교,"건강과운동/백일영,서상훈",4.0,0.15,0.15,0.5,0.0,0.5,0.5
3242,대교/선교,"건강과운동/백일영,서상훈",3.0,0.5,0.5,0.5,0.0,0.5,0.5
3243,대교/선교,"건강과운동/백일영,서상훈",3.0,0.5,0.5,0.5,0.0,0.5,0.5
3244,대교/선교,"건강과운동/백일영,서상훈",5.0,0.85,0.85,0.85,0.7,0.5,0.5
3245,대교/선교,"건강과운동/백일영,서상훈",4.0,0.5,0.85,0.5,0.7,0.5,0.5
3246,대교/선교,"건강과운동/백일영,서상훈",4.0,0.15,0.5,0.5,0.0,0.5,0.5
3247,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.85,0.5,0.7,0.5,0.5
3248,대교/선교,"건강과운동/백일영,서상훈",3.0,0.5,0.85,0.5,0.7,0.5,0.5
3249,대교/선교,"건강과운동/백일영,서상훈",3.0,0.15,0.5,0.5,0.0,0.5,0.5
3250,대교/선교,"건강과운동/백일영,서상훈",3.0,0.15,0.5,0.5,0.0,0.5,0.5
3251,대교/선교,"건강과운동/백일영,서상훈",4.0,0.15,0.5,0.5,0.0,0.5,0.5
3252,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.85,0.5,0.7,0.5,0.5
3253,대교/선교,"건강과운동/백일영,서상훈",4.0,0.15,0.15,0.5,0.0,0.5,0.5
3254,대교/선교,"건강과운동/백일영,서상훈",4.0,0.85,0.85,0.5,0.7,0.5,0.5
3255,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.85,0.5,0.7,0.5,0.5
3256,대교/선교,"건강과운동/백일영,서상훈",5.0,0.85,0.85,0.5,0.7,0.5,0.5
3257,대교/선교,"건강과운동/백일영,서상훈",4.0,0.85,0.85,0.5,0.7,0.5,0.5
3258,대교/선교,"건강과운동/백일영,서상훈",1.0,0.15,0.5,0.5,0.0,0.5,0.5
3259,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.5,0.85,0.0,0.5,0.5
3260,대교/선교,"건강과운동/백일영,서상훈",3.0,0.5,0.15,0.5,0.0,0.5,0.5
3261,대교/선교,"건강과운동/백일영,서상훈",3.0,0.85,0.85,0.5,0.7,0.5,0.5
3262,대교/선교,"건강과운동/백일영,서상훈",1.0,0.5,0.5,0.5,0.0,0.5,0.5
3263,대교/선교,"건강과운동/백일영,서상훈",5.0,0.5,0.15,0.5,0.0,0.5,0.5
3264,대교/선교,"건강과운동/백일영,서상훈",1.0,0.15,0.15,0.15,0.0,0.5,0.5
3265,대교/선교,"건강과운동/백일영,서상훈",1.0,0.85,0.5,0.5,0.0,0.5,0.5
3266,대교/선교,"건강과운동/백일영,서상훈",2.0,0.85,0.85,0.5,0.7,0.5,0.5
3267,대교/선교,"건강과운동/백일영,서상훈",3.0,0.15,0.5,0.15,0.0,0.5,0.5
3268,대교/선교,"건강과운동/백일영,서상훈",2.0,0.5,0.15,0.5,0.0,0.5,0.5
3269,YCL1601-01-00,생명과학과삶/장수철,5.0,0.0,0.0,0.15,0.0,1.0,0.5
3270,YCL1601-01-00,생명과학과삶/장수철,5.0,0.7,0.7,0.85,0.7,1.0,0.5
3271,YCL1601-01-00,생명과학과삶/장수철,4.0,0.0,1.0,0.15,0.0,1.0,0.5
3272,YCL1601-01-00,생명과학과삶/장수철,5.0,0.7,1.0,0.5,0.0,1.0,0.5
3273,YCL1601-01-00,생명과학과삶/장수철,2.0,0.0,1.0,0.85,0.0,1.0,0.5
3274,YCL1601-01-00,생명과학과삶/장수철,5.0,0.0,1.0,0.5,0.0,1.0,0.5
3275,YCL1601-01-00,생명과학과삶/장수철,4.0,0.0,1.0,0.5,0.0,1.0,0.5
3276,YCL1601-01-00,생명과학과삶/장수철,5.0,0.7,1.0,0.5,0.0,1.0,0.5
3277,YCL1601-01-00,생명과학과삶/장수철,4.0,0.7,0.7,0.85,0.7,1.0,0.5
3278,YCL1601-01-00,생명과학과삶/장수철,5.0,0.7,0.7,0.85,0.7,1.0,0.5
3279,YCL1601-01-00,생명과학과삶/장수철,2.0,0.7,0.7,0.85,0.7,1.0,0.5
3280,YCL1601-01-00,생명과학과삶/장수철,2.0,0.0,0.0,0.5,0.0,1.0,0.5
3281,YCL1601-01-00,생명과학과삶/장수철,1.0,0.7,0.7,0.85,0.7,1.0,0.5
3282,YCL1601-01-00,생명과학과삶/장수철,2.0,0.0,0.0,0.5,0.0,1.0,0.5
3283,YCL1601-01-00,생명과학과삶/장수철,1.0,0.7,1.0,0.5,0.0,1.0,0.5
3284,YCL1601-01-00,생명과학과삶/장수철,4.0,0.0,0.0,0.15,0.0,1.0,0.5
3285,YCL1601-01-00,생명과학과삶/장수철,4.0,0.0,1.0,0.5,0.0,1.0,0.5
3286,YCL1601-01-00,생명과학과삶/장수철,3.0,0.0,0.0,0.15,0.0,1.0,0.5
3287,YCL1601-01-00,생명과학과삶/장수철,5.0,0.7,1.0,0.5,0.0,1.0,0.5
3288,YCL1601-01-00,생명과학과삶/장수철,1.0,0.0,1.0,0.5,0.0,1.0,0.5
3289,YCL1601-01-00,생명과학과삶/장수철,5.0,0.7,1.0,0.5,0.0,1.0,0.5
3290,YCL1601-01-00,생명과학과삶/장수철,4.0,0.7,0.7,0.5,0.7,1.0,0.5
3291,YCL1601-01-00,생명과학과삶/장수철,1.0,0.0,1.0,0.5,0.0,1.0,0.5
3292,YCL1601-01-00,생명과학과삶/장수철,3.0,0.0,0.0,0.5,0.0,1.0,0.5
3293,YCL1601-01-00,생명과학과삶/장수철,3.0,0.7,1.0,0.5,0.0,1.0,0.5
3294,YCL1601-01-00,생명과학과삶/장수철,2.0,0.7,0.7,0.5,0.7,1.0,0.5
3295,YCL1601-01-00,생명과학과삶/장수철,3.0,0.0,1.0,0.5,0.0,1.0,0.5
3296,YCL1601-01-00,생명과학과삶/장수철,2.0,0.0,1.0,0.5,0.0,1.0,0.5
3297,YCL1601-01-00,생명과학과삶/장수철,2.0,0.7,0.7,0.5,0.7,1.0,0.5
3298,YCL1601-01-00,생명과학과삶/장수철,3.0,0.0,1.0,0.5,0.0,1.0,0.5
3299,YCL1601-01-00,생명과학과삶/장수철,3.0,0.0,1.0,0.5,0.0,1.0,0.5
3300,YCL1601-01-00,생명과학과삶/장수철,3.0,0.7,0.7,0.85,0.7,1.0,0.5
3301,YCL1601-01-00,생명과학과삶/장수철,1.0,0.7,0.7,0.5,0.7,1.0,0.5
3302,YCL1601-01-00,생명과학과삶/장수철,4.0,0.0,1.0,0.5,0.0,1.0,0.5
3303,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.5,0.5,0.5,0.5
3304,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,4.0,1.0,1.0,0.85,0.85,0.5,0.5
3305,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,0.3,0.3,0.5,0.15,0.5,0.5
3306,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.85,0.85,0.5,0.5
3307,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,3.0,1.0,1.0,0.5,0.85,0.5,0.5
3308,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,3.0,1.0,1.0,0.5,0.5,0.5,0.5
3309,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.5,0.5,0.5,0.5
3310,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,1.0,1.0,1.0,0.5,0.5,0.5,0.5
3311,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,3.0,1.0,1.0,0.85,0.85,0.5,0.5
3312,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,4.0,1.0,1.0,0.5,0.5,0.5,0.5
3313,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.85,0.5,0.5,0.5
3314,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.85,0.5,0.5,0.5
3315,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,2.0,1.0,1.0,0.15,0.5,0.5,0.5
3316,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,1.0,1.0,1.0,0.85,0.85,0.5,0.5
3317,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,3.0,1.0,1.0,0.5,0.5,0.5,0.5
3318,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,2.0,1.0,0.3,0.15,0.15,0.5,0.5
3319,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,1.0,1.0,1.0,0.5,0.5,0.5,0.5
3320,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,4.0,1.0,1.0,0.5,0.5,0.5,0.5
3321,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.85,0.5,0.5,0.5
3322,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,2.0,1.0,1.0,0.5,0.5,0.5,0.5
3323,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.5,0.5,0.5,0.5
3324,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,3.0,1.0,1.0,0.5,0.85,0.5,0.5
3325,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,2.0,1.0,1.0,0.5,0.5,0.5,0.5
3326,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,1.0,0.3,1.0,0.5,0.5,0.5,0.5
3327,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.85,0.5,0.5,0.5
3328,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.5,0.5,0.5,0.5
3329,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,4.0,1.0,1.0,0.85,0.5,0.5,0.5
3330,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,5.0,1.0,1.0,0.85,0.5,0.5,0.5
3331,UCK1150-01-00,WORLD ISSUES: ENGLISH THROUGH THE MEDIA(ADV)/버나드조나단,3.0,1.0,1.0,0.85,0.85,0.5,0.5
3332,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.7,0.5,0.5,0.5
3333,YCF1201-01-00,한문(1)/김유경,3.0,1.0,1.0,0.0,0.5,0.5,0.5
3334,YCF1201-01-00,한문(1)/김유경,4.0,0.3,0.3,0.0,0.15,0.5,0.5
3335,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3336,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.85,0.5,0.5
3337,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.85,0.5,0.5
3338,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3339,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3340,YCF1201-01-00,한문(1)/김유경,3.0,1.0,1.0,0.7,0.5,0.5,0.5
3341,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3342,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3343,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3344,YCF1201-01-00,한문(1)/김유경,5.0,0.3,1.0,0.0,0.5,0.5,0.5
3345,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.85,0.5,0.5
3346,YCF1201-01-00,한문(1)/김유경,5.0,0.3,1.0,0.0,0.5,0.5,0.5
3347,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3348,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.7,0.85,0.5,0.5
3349,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.85,0.5,0.5
3350,YCF1201-01-00,한문(1)/김유경,5.0,0.3,1.0,0.0,0.5,0.5,0.5
3351,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3352,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.85,0.5,0.5
3353,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.85,0.5,0.5
3354,YCF1201-01-00,한문(1)/김유경,5.0,0.3,1.0,0.0,0.5,0.5,0.5
3355,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3356,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3357,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.0,0.5,0.5,0.5
3358,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.85,0.5,0.5
3359,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3360,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3361,YCF1201-01-00,한문(1)/김유경,5.0,0.3,1.0,0.0,0.5,0.5,0.5
3362,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3363,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.0,0.5,0.5,0.5
3364,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3365,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3366,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.0,0.5,0.5,0.5
3367,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3368,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3369,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3370,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3371,YCF1201-01-00,한문(1)/김유경,3.0,1.0,1.0,0.0,0.5,0.5,0.5
3372,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.7,0.5,0.5,0.5
3373,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3374,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.0,0.5,0.5,0.5
3375,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.85,0.5,0.5
3376,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3377,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.0,0.5,0.5,0.5
3378,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.85,0.5,0.5
3379,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3380,YCF1201-01-00,한문(1)/김유경,3.0,0.3,1.0,0.0,0.5,0.5,0.5
3381,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.85,0.5,0.5
3382,YCF1201-01-00,한문(1)/김유경,3.0,0.3,1.0,0.0,0.5,0.5,0.5
3383,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.85,0.5,0.5
3384,YCF1201-01-00,한문(1)/김유경,3.0,0.3,1.0,0.0,0.5,0.5,0.5
3385,YCF1201-01-00,한문(1)/김유경,4.0,0.3,1.0,0.0,0.5,0.5,0.5
3386,YCF1201-01-00,한문(1)/김유경,3.0,1.0,1.0,0.0,0.5,0.5,0.5
3387,YCF1201-01-00,한문(1)/김유경,2.0,1.0,1.0,0.0,0.5,0.5,0.5
3388,YCF1201-01-00,한문(1)/김유경,2.0,0.3,0.3,0.0,0.15,0.5,0.5
3389,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.7,0.85,0.5,0.5
3390,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.85,0.5,0.5
3391,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3392,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.7,0.5,0.5,0.5
3393,YCF1201-01-00,한문(1)/김유경,1.0,1.0,1.0,0.7,0.5,0.5,0.5
3394,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.0,0.5,0.5,0.5
3395,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.5,0.5,0.5
3396,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.5,0.5,0.5
3397,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.7,0.85,0.5,0.5
3398,YCF1201-01-00,한문(1)/김유경,5.0,1.0,1.0,0.0,0.85,0.5,0.5
3399,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.0,0.5,0.5,0.5
3400,YCF1201-01-00,한문(1)/김유경,3.0,0.3,1.0,0.0,0.5,0.5,0.5
3401,YCF1201-01-00,한문(1)/김유경,3.0,1.0,1.0,0.0,0.5,0.5,0.5
3402,YCF1201-01-00,한문(1)/김유경,3.0,1.0,1.0,0.0,0.85,0.5,0.5
3403,YCF1201-01-00,한문(1)/김유경,3.0,1.0,1.0,0.0,0.85,0.5,0.5
3404,YCF1201-01-00,한문(1)/김유경,3.0,1.0,1.0,0.0,0.5,0.5,0.5
3405,YCF1201-01-00,한문(1)/김유경,4.0,1.0,1.0,0.0,0.5,0.5,0.5
3406,YCF1201-01-00,한문(1)/김유경,4.0,0.3,1.0,0.0,0.5,0.5,0.5
3407,YCF1201-01-00,한문(1)/김유경,1.0,1.0,1.0,0.0,0.5,0.5,0.5
3408,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3409,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.85,1.0,0.5,0.5
3410,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3411,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.85,1.0,0.5,0.5
3412,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,0.3,0.5,0.3,0.5,0.5
3413,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3414,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3415,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3416,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3417,YCF1201-03-00,한문(1)/강혜종,3.0,1.0,1.0,0.85,1.0,0.5,0.5
3418,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.85,1.0,0.5,0.5
3419,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3420,YCF1201-03-00,한문(1)/강혜종,5.0,0.3,1.0,0.15,1.0,0.5,0.5
3421,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3422,YCF1201-03-00,한문(1)/강혜종,4.0,1.0,1.0,0.85,1.0,0.5,0.5
3423,YCF1201-03-00,한문(1)/강혜종,5.0,0.3,1.0,0.15,1.0,0.5,0.5
3424,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3425,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3426,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3427,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.15,1.0,0.5,0.5
3428,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.85,1.0,0.5,0.5
3429,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.85,1.0,0.5,0.5
3430,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3431,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3432,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3433,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.85,1.0,0.5,0.5
3434,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3435,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3436,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3437,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3438,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3439,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3440,YCF1201-03-00,한문(1)/강혜종,5.0,0.3,1.0,0.5,1.0,0.5,0.5
3441,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3442,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.85,1.0,0.5,0.5
3443,YCF1201-03-00,한문(1)/강혜종,5.0,0.3,1.0,0.15,1.0,0.5,0.5
3444,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
3445,YCF1201-03-00,한문(1)/강혜종,5.0,1.0,1.0,0.5,1.0,0.5,0.5
