,강의명/교수명,input,target
121,WORLD LITERATURE: MODERN EUROPEAN LITERATURE/락아스트리드,"[-0.33052135517805803, -0.3774426370184186, -0.09585201147691626, -0.5996707382693515, 0.03317360916843078, -0.22404913683189542, 0.19894280602412978, -0.5188537091319185, -0.2537925631810638, -1.0147426889466795, 1.1657294924503898, -1.6971850248230864, -0.19657223389294148, -1.4284276964464087, -0.973419103933902, -0.5816383957164377, 0.08192964682788362, 0.31906986314246494, 0.6407262278868213, -0.4976792605393798, -0.02320492798432241, 0.6837180631425721, -0.4565729031487186, -0.3526216841736093, -0.12876555475384305, 0.013946419249233637, 0.0038987594864007013, -1.3089510172293333, 0.23084074095745954, 0.07795189243245525, -0.005099410770350504, 0.0903934302203664, -0.587591551612475, 0.47856165542230145, -0.7589800753556456, -0.14102613653561702, 1.257674337588585, -0.43293479371378013, 0.547132389735435, -0.797782647742938, 0.21537726401943308, 0.025269369311134122, -0.1756400725196226, 0.7483392947989829, 1.052416562223502, 1.359370621332063, -0.6058364669436509, 0.16324802721921575, 0.11742742780053785, 0.6862395280155181, 0.6133566158963336, -1.4760641187815509, -0.5006408462314303, 0.949298226489743, 0.6638624864979541, 0.4720949681083818, 0.26835293472715727, 0.5338312315727751, -0.3766662703805054, 0.838559216300745, -0.6088994948329991, 0.4021015784562161, 0.2257063198860093, -0.7899637111612804, -1.2146944729649156, -0.7945136302653109, 0.39404805613162147, -0.06838306091792165, -0.19090087366594086, -0.846872573984824, 1.647560938851666, -0.04012016992709448, 0.07220156319789507, 0.5781048524728645, -0.38911105731047907, -0.25926719451354624, 0.3048560816650945, -0.1753684185403483, 0.1363001050154242, -0.2776511596072582, 0.3644365580998805, -0.633064084056062, 0.23548266035906185, 0.744359679650889, -0.7052032802274742, 0.9568012041261927, -0.8645507112769202, 0.8485896635779872, -0.0945755861640167, -0.5797779306545682, -0.24831700629224615, -0.9595762267901915, 1.2652072047666896, 0.31425523722885834, 0.2290853875736375, -0.8167743811493982, 0.3626555615063299, -0.08646737963673781, 0.15809488298877544, -0.7805637837511938]","[0.0, 0.5, 1.0, 1.0, 0.0, 0.5]"
122,글쓰기/장철환,"[-0.28391072103577925, -0.3215167045526956, -0.057990616446208156, -0.525368449318094, -0.003219227241312661, -0.1750843519642151, 0.33223758780819224, -0.45636984339043385, -0.2588970975068718, -0.9247431840464577, 1.0645574928634238, -1.6354718296626205, -0.14502496315614397, -1.3856782942814594, -0.8076408366883032, -0.559882692559809, 0.0028895264787125135, 0.33730975146532866, 0.6450213958949419, -0.3989210128638832, -0.02212517832223545, 0.598003207400412, -0.448603193263363, -0.29011249112834137, -0.18019255169816312, 0.054841943924122706, 0.006196176550719958, -1.2399133871891295, 0.1993568940282663, 0.07730414002604855, -0.03889648898212196, 0.07323618195677084, -0.47878373382216205, 0.43803524818385464, -0.6360178290765878, -0.06718243580851484, 1.1340137536904369, -0.4776506224380431, 0.5334028693967273, -0.6591115873431496, 0.21053603011501798, 0.020959118399205685, -0.1504995721204599, 0.7040020955997757, 0.9470678123334957, 1.2034845543887391, -0.5622613860247317, 0.1529466231300674, 0.12280381439074209, 0.6536124793912523, 0.6000437875495289, -1.3202440490469178, -0.40721868945187895, 0.7871149024453389, 0.5874446697956682, 0.44464408854584403, 0.23813977378254506, 0.47552709657638503, -0.38928357692442617, 0.7352636939516294, -0.5810154084000423, 0.3559540319743758, 0.2533132307530749, -0.8021748996484065, -1.132410507155539, -0.6966885312416214, 0.28721589593679436, -0.048351778483329985, -0.2210881099015296, -0.9409101065159904, 1.54604779512083, -0.03811543749089207, 0.06952648793678073, 0.566095092724225, -0.39395188081403615, -0.2579176166921599, 0.2670284680334381, -0.16887994965663805, 0.13165480740305538, -0.28597512299327343, 0.3524862344990929, -0.6704995809783671, 0.21850021508177522, 0.7043306972421388, -0.6492957834673394, 0.8397908152209483, -0.8256906844889247, 0.8811303645611327, -0.13939880645944303, -0.5357127424221148, -0.18637388088405757, -0.9223615347893125, 1.196335638042993, 0.394435377416103, 0.15708266032492726, -0.7949004490936838, 0.2877410352699486, -0.07785324287550892, 0.18257505896269383, -0.7655036857446225]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
123,글쓰기/김기란,"[-0.31492837745192076, -0.3182320951298505, -0.0880821142213594, -0.5731049709463237, 0.013044309152005558, -0.19533499748155617, 0.30328112852955774, -0.4395461728799429, -0.28505302007305633, -0.9230983323974616, 1.0763459243088052, -1.6523170177243294, -0.19950205776660554, -1.425483063249917, -0.803487739599759, -0.5718339954204886, 0.03658676085952857, 0.35947928633887416, 0.6407989146058836, -0.39822962051965527, 0.00857758127316327, 0.6443174816955286, -0.47343096812260954, -0.32124790877525344, -0.17967827414324108, 0.04749351361011129, 0.03938248460682686, -1.2708752903288756, 0.20040949750901094, 0.08276223977330077, -0.03289357699542542, 0.07831671042930574, -0.4800201811378517, 0.4036944479958441, -0.6624330850810964, -0.08682135278738003, 1.1644292307514423, -0.4934415186167966, 0.5303809586438304, -0.6358877362781333, 0.22313548137735498, -0.028909135057327395, -0.10878710504618826, 0.7257213839993791, 0.9470978632504018, 1.2077990708389803, -0.5738372613308207, 0.228023720030567, 0.10760431567200152, 0.6058289093414249, 0.6427189065446032, -1.381950238729033, -0.4692107029210952, 0.8256142486596201, 0.590400565295048, 0.4701819457359148, 0.2627599419804301, 0.49130011510850763, -0.44320883285092133, 0.6960733301272534, -0.6114673170926367, 0.375515327799248, 0.19586979462859844, -0.8036874536169314, -1.2121454965779153, -0.7133635623337674, 0.2944518723742596, -0.08506532912711146, -0.12885917547589879, -1.010308176971307, 1.6248877342516899, -0.12333471864954483, 0.05713760287608615, 0.5525777736445886, -0.4227909619694902, -0.2935011997076, 0.34113431570346103, -0.15569879818996293, 0.07847877419079534, -0.2927511399994715, 0.3988402002390552, -0.6604092237641648, 0.2394574283095561, 0.7710516255094927, -0.6285419503792619, 0.7999005666843048, -0.8973421318970062, 0.8925711169923183, -0.1799892388907315, -0.5132501939038919, -0.208676454239814, -0.9829433312234546, 1.2118386024649321, 0.4168837986188698, 0.07865287059222599, -0.7777026829777214, 0.3223984071383498, -0.09081203316370016, 0.17550030011612092, -0.8267151751154348]","[1.0, 1.0, 0.5, 1.0, 0.0, 0.5]"
124,회계원리(1)/기랄안드레스,"[-0.39427938984207433, -0.33225390676646116, -0.03841960670822082, -0.5171938690381621, -0.0189037587485193, -0.2096419572905925, 0.3073082323473402, -0.4079659239053319, -0.2057937434771955, -0.8339529019109791, 1.0662244502840166, -1.4507154828635223, -0.14075906225559537, -1.2276619250401721, -0.7781377910138961, -0.5360315777407489, 0.009398313201950573, 0.2751630092213613, 0.5671302953509394, -0.35042518414643703, -0.002072614078218162, 0.6232681455527949, -0.4415993817696177, -0.29235209815989016, -0.15861569923480093, 0.06336066121126917, -0.013760883726974218, -1.1016978921585356, 0.18544948490170154, 0.01932362557455476, -0.0002474109210590308, 0.0057202412526820064, -0.4453413127201918, 0.4170134451832964, -0.5763615797891778, -0.09288715019527995, 1.004496124802742, -0.3585657313886776, 0.3950665618414521, -0.6303872541033133, 0.2528667153153845, 0.050233093005518356, -0.16947013233933134, 0.6517576271497166, 0.848354829588213, 1.161590399887997, -0.5136182717652333, 0.15427408811149243, 0.1097496350387593, 0.6265205289348743, 0.49408398727269126, -1.2028435129718322, -0.4154397242156071, 0.7193460462880226, 0.4829592489680966, 0.39833518156221137, 0.15480525422958347, 0.4544557653437492, -0.3360345030506487, 0.7654890695476135, -0.6008121301866846, 0.3708777891372772, 0.21836840806141963, -0.6663692340586364, -1.0464749430392317, -0.6647658290088252, 0.27470538431891756, -0.023137215124361423, -0.21118257967078244, -0.7929117438305733, 1.4335822079590574, -0.05746201674486394, 0.08815726219923034, 0.4743108170360947, -0.36493525989243847, -0.2553478307604841, 0.23287702514727604, -0.1704325332568992, 0.09864522725037518, -0.27292842428427927, 0.29578808041387195, -0.5941321720594039, 0.23464399347933884, 0.6118501824717452, -0.6203964296548494, 0.8274181247558161, -0.7836605002256352, 0.7918207713560347, -0.1153183562481726, -0.44421284148839446, -0.2452036711888437, -0.8032932800515086, 1.126657674998207, 0.26400293687392806, 0.12494469366881997, -0.7627441955415192, 0.25507865671395025, -0.07234946312638747, 0.1554742214476911, -0.7082783291482231]","[0.5, 0.5, 0.0, 0.5, 1.0, 0.5]"
125,금융공학의이해(1)/김주철,"[-0.3586485703821387, -0.315032463812128, -0.041740547900525754, -0.534647416520247, -0.02144584452672448, -0.17722041480686235, 0.28741070407760094, -0.44034756381687146, -0.24730198993902353, -0.8760091634299404, 1.0930152014198613, -1.5374581193676533, -0.15191865321932096, -1.3134556755161821, -0.8103023169649202, -0.5253057036821025, -0.0027702543074243184, 0.3085716469662194, 0.6045528143069425, -0.3598437466937144, 0.014907311562646922, 0.6242597203722858, -0.4289095451271163, -0.28067605159018333, -0.1853603021975072, 0.011356360644264218, -0.0070713123476765435, -1.1909571497577718, 0.18601160607354403, 0.05505187619336304, -0.0009069272216578326, 0.0525239105565057, -0.4751666154632651, 0.421189077112211, -0.6353021405584196, -0.11106876414926863, 1.0990106326158842, -0.44285952795595807, 0.49232281749573265, -0.723385692439723, 0.23924604068830302, 0.00036685003457585216, -0.1706123630930635, 0.7245964502061927, 0.9418098219994483, 1.2062239957511158, -0.5711298798409777, 0.1732019783913047, 0.1070760673151836, 0.6580745464251303, 0.5642308111964119, -1.3370172484096592, -0.42665052852688545, 0.828099968175452, 0.61571525874947, 0.49541936302842987, 0.2122791149167254, 0.4458821368710564, -0.35179685531115645, 0.729182836263653, -0.6125783020811746, 0.400636707399975, 0.19437461460244207, -0.769602554501386, -1.1459888903956286, -0.7007569345262543, 0.30763761867796324, -0.04191773361921489, -0.1969931960475463, -0.8545251496782307, 1.485575163053111, -0.09311681878259363, 0.07480619953281603, 0.5280417836618798, -0.3767538729403799, -0.22165265438714435, 0.26910366482741255, -0.13942509628336133, 0.12580535812188526, -0.25163548561777, 0.33633471504285106, -0.6191767591843426, 0.2160372717468574, 0.6557191290267189, -0.6370160223190912, 0.8470847742329458, -0.8312704814032477, 0.8558175471341845, -0.16683468279454697, -0.5015687684043545, -0.21235400679094119, -0.8740421157330505, 1.151720097108828, 0.34420136534091234, 0.15749792690437292, -0.7456230900326248, 0.2312829533109915, -0.060392405500366966, 0.20605141197919294, -0.7515758846626652]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
126,FUNDAMENTAL ECONOMIC ANALYSIS/김석호,"[-0.3567407868391387, -0.27691910086712973, -0.06283013344061168, -0.48503212853338146, 0.05364484877518385, -0.16823930820840494, 0.24971559523683567, -0.38646019969185913, -0.19230051787021712, -0.8372262995102999, 0.992031446104351, -1.446921002727109, -0.23281987463514453, -1.2278133050107924, -0.6957818469211849, -0.45763414088795534, -0.0055638235585791, 0.29515099118400556, 0.605913223728065, -0.2982895549944859, 0.01020044309075442, 0.5535882328888214, -0.4098451834656151, -0.18375535440487714, -0.11359994460371316, 0.05256020924475617, 0.01031646146380662, -1.0496679098307136, 0.11165048884908187, 0.09938821638724908, 0.028462311404262666, 0.058516186560200766, -0.4182924708966956, 0.34295837082584274, -0.5977289210436966, -0.040073741011977804, 1.0013990082722857, -0.4272341150685676, 0.42287263035484185, -0.5791105379960143, 0.24592331273054457, -0.08409393455538527, -0.09282713520583724, 0.6084807302736278, 0.8227227526979182, 1.1693641942516146, -0.4759990615591199, 0.1707336983658894, 0.10388123881751761, 0.6465244943430967, 0.4649849879527517, -1.1904960439520558, -0.311997829461234, 0.6973678378478844, 0.48801080451285794, 0.3460598840856636, 0.20385927205634893, 0.3580143298336498, -0.387809958877431, 0.7024034544170574, -0.5429916567083389, 0.3713787293161588, 0.1419221500464487, -0.6961199011377692, -0.987365068879474, -0.6242765274208654, 0.2692789119143602, -0.03162827834324411, -0.1757304991537264, -0.7831290421920282, 1.304549753004647, -0.043415261517432545, 0.05612833999949885, 0.43488052048105263, -0.3339163097858828, -0.25143259918693367, 0.22652061479800248, -0.17178852200461486, 0.11941368585716677, -0.24124694925286427, 0.28454502820519567, -0.598617645861034, 0.17701857705160448, 0.5811159036817417, -0.5755619412801248, 0.7319517362853859, -0.7257651220058378, 0.7527985722180793, -0.08688554122452749, -0.455060731731425, -0.11939369844542368, -0.7973132902218044, 1.0464166235195689, 0.3118561074917421, 0.10874066192646348, -0.7250961445160917, 0.18085612307971988, -0.046057346740023646, 0.15014896967632477, -0.7670440790874079]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.5]"
127,신학과사상개론/손호현,"[-0.35981696284414366, -0.3093848335698927, -0.026793130237290397, -0.5150871012596772, -0.015187640186994646, -0.17702876452234093, 0.2868037640865372, -0.4214751445548787, -0.2144153749300394, -0.8430575330456022, 1.0886697717403957, -1.592674549269438, -0.16188975278585208, -1.3061748449890382, -0.8051510924144724, -0.5057924542702706, 0.018759349089178125, 0.3141689514337214, 0.644196855846578, -0.32068801824756105, -0.022693731828421704, 0.5938658359381513, -0.4077086151705775, -0.231848628992411, -0.17134505734344746, 0.03403859016082437, 0.00810995598101499, -1.175713876626068, 0.16745364962375442, 0.04899134589068648, -0.03644697869229088, 0.05705457988507423, -0.44309593174261497, 0.41930654018933666, -0.6708988647926077, -0.08574633091225099, 1.0579723012292206, -0.4977088967128814, 0.5372663018781876, -0.6535156639405739, 0.23473422590738016, -0.011091428260843457, -0.10469482406155595, 0.7117911625356578, 0.9314246592993352, 1.2147452265125374, -0.5305251362527963, 0.20776461414219163, 0.0886238536390453, 0.6563254944154355, 0.5403142161313993, -1.2901437230680304, -0.45948620560284137, 0.7527341550786962, 0.6454584938972927, 0.4785290371602242, 0.23809537562693384, 0.45695658566082076, -0.4134435100469348, 0.754289902599481, -0.5433619560343816, 0.4359683088163582, 0.15986825661360682, -0.807260363447792, -1.1324408132060106, -0.6936891655830356, 0.263579362012636, -0.030632647041774024, -0.1679516020815683, -0.865722939999112, 1.441072809432749, -0.06444978607000978, 0.0778514122211805, 0.48284508630757206, -0.3585119444124405, -0.2137990069431082, 0.2849303105492462, -0.16625212168556558, 0.13525475401967407, -0.29468399813383517, 0.38007708968710696, -0.5823679802073233, 0.2351411896007261, 0.670799696627325, -0.5834167489513209, 0.7913090385906572, -0.8388925511612528, 0.7860158769053514, -0.15159923487382398, -0.5162137010990467, -0.1492528944512018, -0.873109144132106, 1.0874830739467185, 0.36537613166428196, 0.08793252679940743, -0.7623072825499758, 0.25078320611471816, -0.08168264988792756, 0.21955205272665884, -0.7844367432667159]","[1.0, 0.0, 1.0, 1.0, 0.5, 0.5]"
128,축구/백승훈,"[-0.30662931458902487, -0.249252787092353, -0.003188739812792906, -0.409841015713261, 0.007068979416305198, -0.1128690472822197, 0.23762415585900187, -0.3621978139187339, -0.1135637448221163, -0.6973581919961018, 0.8343234632734663, -1.1161066279669283, -0.1348843239159975, -1.0622201743484625, -0.5917152764943718, -0.41332507483825237, -0.08214390162114321, 0.22150182167906046, 0.4817939824888792, -0.29421946445574176, -0.01566934975168531, 0.468557322684528, -0.3402929115781214, -0.17577485097388443, -0.0034168013640577285, 0.012480594799350845, 0.014314817322377145, -0.9188131894050485, 0.06830128072365697, 0.11036902825833587, -0.04167339545813344, 0.10111827477993049, -0.4150208164063157, 0.2438209683142386, -0.4181024779219032, 0.032182089863094177, 0.8216219830962497, -0.365830898438011, 0.38079602585695854, -0.4517842114220677, 0.17943120089641898, -0.058959233769560956, -0.10536759458905282, 0.5590280849226528, 0.6364697394463945, 0.8859819657408221, -0.43007318062844296, 0.21061455910194485, 0.11213731124759117, 0.49120076563566034, 0.47512624294225847, -0.9886951713917557, -0.3091754584179922, 0.6928019647744202, 0.44656702049962244, 0.3407506759395862, 0.23949538829558908, 0.33247205004347485, -0.383441750861739, 0.6085415172406071, -0.4322992159828159, 0.24347640769770038, 0.14408304497161112, -0.7054750568420675, -0.8923341078755517, -0.44374786126136045, 0.24450447281282495, -0.03926426440566941, -0.15182070684967436, -0.7544055150426949, 1.0990027869140506, -0.05060926410050262, 0.043813927835124084, 0.4689975777394237, -0.2818728342397528, -0.25290662391999397, 0.1874046517676624, -0.09231580936170261, 0.09395207529051414, -0.1246718973403731, 0.25523966969511036, -0.4749738861753533, 0.13671518475734004, 0.48986308802071493, -0.46863765305553534, 0.5760085749189914, -0.5824363380799887, 0.7323919533366673, -0.1154619083103344, -0.37549195422759385, -0.1827740834181176, -0.6995377012558941, 0.8819114409866559, 0.27630214771045525, 0.047954979470124656, -0.4730621948042989, 0.16626592076985633, -0.037960243604145544, 0.12223259997846979, -0.6565144598553224]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.5]"
129,서양고대철학사/조대호,"[-0.41571954354588103, -0.31483325214969, -0.04590887421072079, -0.6292224005929905, -0.04172098607208211, -0.239850512540653, 0.3270403012957709, -0.4879482084842208, -0.3096303242941152, -0.9984490772450204, 1.2283765054631242, -1.6017651388117673, -0.16027713601905072, -1.4180779341221035, -0.9142151047668806, -0.5651818543781089, -0.0020986419537065786, 0.3065969272569946, 0.614348730508379, -0.37908830511976904, 0.002058761479665272, 0.6853043147488715, -0.48148142533281907, -0.32742439206124574, -0.16303259236911377, 0.07897449952539995, 0.024099473792960128, -1.3341482225909835, 0.1617773905904591, 0.04695528034027243, -0.031275695907778456, 0.005567974697364769, -0.5467327468647853, 0.43802073739300323, -0.7359255141364571, -0.15922337797869507, 1.1694205933114115, -0.4484143471910585, 0.6018425486833819, -0.801706757070334, 0.2853116902450782, -0.01896262259168998, -0.1864705552333214, 0.8032652083600993, 0.9704515380716385, 1.267250089642093, -0.595368505993708, 0.25428655118746124, 0.09508333069911548, 0.7448258968160368, 0.583247569851588, -1.417460704647422, -0.5015212675249415, 0.8888936840978564, 0.6957162727392668, 0.5597881624379293, 0.22760838918066467, 0.4407773994571168, -0.3038941589177079, 0.7643359620546373, -0.715214720005733, 0.44693909369476004, 0.19304543836726956, -0.6598330828692164, -1.2387232248990083, -0.713926846584644, 0.37685576153495687, -0.11201390925596219, -0.23820495329539745, -0.8122390542608808, 1.5892657024588905, -0.06316336240408973, 0.05411275478335059, 0.5801457860757296, -0.47005779880123366, -0.2630210930045889, 0.2228208398964489, -0.16197312677106834, 0.09702094062175487, -0.2329317283895458, 0.2705152417804096, -0.632539261629509, 0.1934089303162486, 0.6551063522585201, -0.6076025645362682, 0.9440788647851097, -0.8996920754057047, 0.9045948512087119, -0.1856016850211663, -0.518727950211733, -0.19270690029431847, -0.927743357146799, 1.2928108955571365, 0.36655623809951243, 0.15992563886087047, -0.8567083814627798, 0.2731550459195213, -0.10240348180140776, 0.2524775647940628, -0.8671337535026137]","[0.5, 0.5, 1.0, 1.0, 0.5, 0.5]"
130,일반화학및실험(1)/부두완,"[-0.3832267878117398, -0.36691538751398134, -0.042757855211599, -0.519580326413238, -0.01973584833705857, -0.23099853456080938, 0.3328730269772455, -0.39575041982284553, -0.22764183895088713, -0.9160592288603416, 1.0863285944962937, -1.4811014966111542, -0.17918257243572183, -1.3256988377744015, -0.7656383699408925, -0.529230173245848, -0.009591882282850414, 0.30963634001545187, 0.6109527667437852, -0.3745435067241282, 0.006136133186471113, 0.6064090560651745, -0.4340984714218554, -0.3050705482445521, -0.15476263828622555, 0.01679354652163334, -0.006608061110187881, -1.1756379266102335, 0.16193803603832857, 0.04383740573198123, -0.04947508198984588, 0.03953319426079403, -0.4813926351498689, 0.48028494834965996, -0.5726595742085304, -0.0667222573512002, 1.0579834004727438, -0.4295143457692814, 0.4842047000793643, -0.6855836580038304, 0.25476744952535757, 0.019421166756040786, -0.1839956104111741, 0.6964015265760437, 0.9002444393807246, 1.1448177336549248, -0.5210523877483467, 0.18455133709625818, 0.10514119390472412, 0.6832707701351944, 0.5351137225498459, -1.2327640149344565, -0.48712959433233544, 0.77187390616239, 0.5976586120502387, 0.45989961996749035, 0.17106400412449263, 0.44314769029951123, -0.3268751917601519, 0.7826157011380048, -0.6382653709268429, 0.3864564515401315, 0.21689357509264587, -0.7129186070710417, -1.0991576386244404, -0.6616410211955479, 0.2994124447365417, -0.014824890574157947, -0.24268187208437245, -0.7737295766434805, 1.5314361279107993, -0.0802365958522647, 0.06532394933515584, 0.48296549077321055, -0.37312273709024313, -0.24212432608333362, 0.24013550422011457, -0.18197998144850835, 0.10199506898862849, -0.28096164867608836, 0.2538358842185442, -0.6210455282783265, 0.2704164953469561, 0.5803222744180554, -0.629953767951367, 0.8558427701697691, -0.83448227251918, 0.867452159792578, -0.20610477308271863, -0.5168897047804979, -0.21130842734691138, -0.8688570000811171, 1.1834788166848262, 0.3757829215490531, 0.13714623894444064, -0.7901990001728088, 0.2168621262592007, -0.043970773173240434, 0.18171005153086234, -0.7915990078366681]","[0.5, 0.5, 0.0, 0.5, 0.0, 0.0]"
131,공학화학및실험(1)/이보경,"[-0.372491568416056, -0.33447578726226684, -0.057195242804805216, -0.5028567877854984, 0.031022388547630213, -0.20238873582832356, 0.29356159551990496, -0.395567836163259, -0.2331836997992074, -0.860481762172749, 1.0537501311478232, -1.4681514509487863, -0.18608421850634588, -1.2759925163225019, -0.7594119409837841, -0.49404017172903886, -0.009574819854450757, 0.31943928966251045, 0.6145411433067289, -0.3776703225663084, 0.02232454558248993, 0.6206663183591, -0.4282308762772413, -0.3065231979058883, -0.1834289406069421, 0.01332688486161136, 0.05669576009718308, -1.1286287689886838, 0.1448826851437494, 0.06687850470495388, -0.01931018920956534, 0.04166263301379811, -0.4752062244087013, 0.44226940689671657, -0.5921226708005447, -0.08076976736429953, 1.0469706785028707, -0.41017298945244485, 0.465249766480362, -0.6668778974174678, 0.19824498877241364, -0.043163955604199104, -0.13482805249000068, 0.6684951401548237, 0.8473205442421784, 1.1565887580685634, -0.49727149737736376, 0.14937431706616922, 0.09422071037331167, 0.6570910045237423, 0.5243981542563404, -1.2312293268116175, -0.4550167784620177, 0.7579738380464784, 0.622042049176067, 0.44858908661699265, 0.20082819840963786, 0.4758431437373578, -0.33663038648110566, 0.7149949821628299, -0.6087715003371931, 0.339504400655795, 0.20703643568333946, -0.7105414009276911, -1.0973450862057166, -0.6455116578152066, 0.30950011771049574, -0.026695403300818304, -0.21421573324957816, -0.7921071939665465, 1.449283152905382, -0.06686022357142554, 0.046785565263007124, 0.5067699796632842, -0.38379833886561004, -0.24296337104692334, 0.2796169690180947, -0.17541560704236475, 0.10287696937557063, -0.28685409034034814, 0.2865644825287471, -0.5567503367887104, 0.25861367377960903, 0.5788761266954937, -0.6281119019850029, 0.8021133083132101, -0.8155577946402627, 0.830200390070724, -0.1880901181430435, -0.4966726567374311, -0.2057588997763386, -0.8065997147101325, 1.1422697948561609, 0.32388448113683327, 0.13971586694076912, -0.7540101354564341, 0.229050755965712, -0.04887622300937109, 0.18339074426282614, -0.7270655091355662]","[0.5, 0.5, 1.0, 0.5, 0.0, 0.5]"
132,한문(1)/김기완,"[-0.29425022997735134, -0.230540644774001, -0.027456327151803503, -0.5206780864069999, 0.028397899654949113, -0.18509513823395965, 0.2814962085490861, -0.39330604808692915, -0.2117795849271166, -0.8330107864899956, 1.0000919568334454, -1.44506162831204, -0.14787851233817223, -1.2329287928549115, -0.7317264961918589, -0.4776560818122514, 0.018983210574896155, 0.2802523706837016, 0.5967032081662723, -0.3153149401710945, -0.03873961564132733, 0.5093093891622292, -0.4000672637467378, -0.22631967086345792, -0.13054187108207493, 0.034454054107538434, 0.029893067192467405, -1.1478835040205098, 0.14553015775406017, 0.054746380687032005, 0.008321323171473967, 0.06509060487549162, -0.423909128207203, 0.3920591887900402, -0.6049908587303346, -0.048236533800225134, 1.0153546262803497, -0.42628404489641036, 0.4643379406444546, -0.5951140214825242, 0.16873900624415739, 0.0018559323261216798, -0.14368532610764145, 0.6193001198815261, 0.8693442563475966, 1.0978817217063386, -0.4757978718764444, 0.211554396072152, 0.10715422229115183, 0.6098088019077028, 0.5296085332761662, -1.2304530199510055, -0.4017162456949825, 0.7624277140599413, 0.6036799460388813, 0.4134091096976123, 0.18329330634301844, 0.3891143982895588, -0.3710015666690577, 0.6876504769316051, -0.5648868601132165, 0.37445658828647754, 0.14857948949740174, -0.7379106911784947, -1.0877485989689, -0.6007583175590571, 0.2555936768929278, -0.016682832892756273, -0.21144070877334803, -0.8486360234101503, 1.3693684644265869, -0.07877341464204198, 0.07042250036960478, 0.442985041284324, -0.328333678247607, -0.22985145157878664, 0.25174421519427775, -0.14536367062776967, 0.11566520685476485, -0.2491698777980278, 0.280116228515007, -0.5709445051113876, 0.18536259979242997, 0.6100505879896937, -0.5937711566186933, 0.761446340148031, -0.7741008837259622, 0.7996267038314188, -0.1328225663864828, -0.4674571141527195, -0.1449034299130261, -0.8157383288210713, 1.052423876673025, 0.3439628033521734, 0.08146573697175585, -0.7034913153014013, 0.22003694203198643, -0.025909295150474913, 0.17326509209627175, -0.7234801165862831]","[1.0, 1.0, 0.5, 1.0, 0.0, 0.5]"
133,프랑스어회화(1)/르사쥬베랑제르,"[-0.4176997900964516, -0.35480942286627504, 0.0029773818989799173, -0.5146270248108205, -0.021732239547762065, -0.1879689538160105, 0.28655553768246034, -0.41002298362043227, -0.2562683984042519, -0.8727095419638525, 1.0672399026525474, -1.4985927650365094, -0.17730071826502988, -1.2994010426189782, -0.8144426155137425, -0.47053722009990084, -0.009657162994652888, 0.2747184619714281, 0.5670619997754491, -0.3981778502503101, 0.054044825088436554, 0.6359026225720632, -0.4270782520253528, -0.33838623272414925, -0.16153801603099593, 0.04428949669106558, 0.055467011041686796, -1.115030071307012, 0.1304589272849408, 0.10456526905216129, -0.031032573746960296, 0.03192810501506657, -0.5305273103953055, 0.3887205600053142, -0.6009361570850509, -0.05132332314470869, 1.0418847487647076, -0.43694210824840246, 0.46016999964454397, -0.6808666622743454, 0.2465960381435935, 0.013267529405062097, -0.10439368331939211, 0.6504702805291361, 0.8576176755732101, 1.1351650429673519, -0.5271017777876872, 0.20443012751416184, 0.14489440574199094, 0.6086991326087287, 0.5404229441672194, -1.2592025387611028, -0.4280022032214155, 0.781640690918061, 0.5415516915363826, 0.42176696727157, 0.2221388576240722, 0.4621735039592731, -0.35741059259945074, 0.7313394357722975, -0.6072883998027713, 0.37006907531020405, 0.18877856955178876, -0.7123283379335623, -1.1210679421607843, -0.6218298818142403, 0.3090582975896774, -0.09369953757703342, -0.17210039512887476, -0.7973351139109347, 1.4386994010414966, -0.0883345989585665, 0.03183654599533336, 0.5297865748768502, -0.4035947040333396, -0.25324614740827345, 0.2798446643837703, -0.15099502515914115, 0.08064818730426843, -0.22934348186734527, 0.2643374025115148, -0.5762512894533334, 0.20355674480439157, 0.6160636715920372, -0.5873303971574964, 0.7806599880038065, -0.8466826520556591, 0.8182070989734714, -0.1923004032198127, -0.5169636410169357, -0.21008708245201102, -0.8757103306399293, 1.1366036561350643, 0.3289718559634571, 0.13788713160136343, -0.7365596598710726, 0.23736368525840223, -0.10852301467198484, 0.1855903572340281, -0.7976855938284312]","[1.0, 0.5, 0.5, 1.0, 0.5, 0.5]"
