,강의명/교수명,input,target
163,EASTERN CIVILIZATION/호프마이클,"[-0.32490998149091116, -0.22178215851467964, -0.04989342386324423, -0.4918648551207876, 0.044555351853533695, -0.2106660052578716, 0.24141879383631062, -0.3406997790712904, -0.19155132357787313, -0.7720031786761217, 0.9781078734496074, -1.4313991812965952, -0.2034433469762271, -1.1754910235102038, -0.7171658741982487, -0.46792122417127496, -0.022944671786727096, 0.27981041801160483, 0.6145976530176621, -0.3550448990278577, -0.046617767457312775, 0.5943523018381999, -0.41345393013207365, -0.23783923501180004, -0.1562492148317071, 0.058578335030101354, 0.04147211558997934, -1.0771887190069227, 0.10689825706730406, 0.09543069529842801, 0.017850242356600366, 0.02680377199152904, -0.375851488362122, 0.3837623329603079, -0.6182987675928926, -0.10142245838781534, 0.9927105448666708, -0.462249960665622, 0.442263275098445, -0.5932079924327317, 0.212656064128437, 0.0024954946523313855, -0.15129522884625454, 0.6283864452593183, 0.8289152073807832, 1.1432695576259666, -0.48996757187038986, 0.1273612268749029, 0.11914374292985674, 0.6596177255936405, 0.5363954732514187, -1.2109533864630362, -0.4297770635712927, 0.6930234071939972, 0.5389377881035251, 0.4389770502441527, 0.18495867337287825, 0.38336331494493675, -0.3265519237693243, 0.6928127462587815, -0.5714122910003682, 0.3989211205388867, 0.1592737655567944, -0.7193636939703035, -1.1010924905457815, -0.6847576200421276, 0.3215680558390958, -0.00913145420304965, -0.15730788570555163, -0.831407452761681, 1.3460232151030134, -0.03784866924696764, -0.006461227594966057, 0.47168638719334277, -0.4004143074959076, -0.23015671422572792, 0.26984601621255405, -0.11903540294068378, 0.11842175884464363, -0.2758451379418982, 0.2863977306450018, -0.5199729782878109, 0.2448134858883589, 0.5517352509959795, -0.5993221405661513, 0.796412889545329, -0.7877939901124389, 0.777721053679053, -0.13637193512739704, -0.47244911811860857, -0.1674979889599578, -0.7482520127293857, 1.0080643079229241, 0.3019762241850866, 0.06916251766095453, -0.6934576788051833, 0.21034045097186183, -0.045750081511489335, 0.1532519921960551, -0.7108841997445584]","[0.5, 0.0, 0.5, 1.0, 1.0, 0.5]"
164,컴퓨터프로그래밍/벅스텔러번트,"[-0.3766329866316194, -0.3390645285822218, -0.016711288753787044, -0.4798490508116704, 0.0394100790564846, -0.1640832503461046, 0.26884843068384634, -0.39170134023248804, -0.17095641292804553, -0.7906502999390594, 0.9898042037674019, -1.3805869060447526, -0.18844283087386443, -1.2064947207114805, -0.6646643426151184, -0.44601294956168275, 0.029895993557481012, 0.29901794426552136, 0.566555321222963, -0.30836943756032387, 0.049610422841863726, 0.5915239320764594, -0.40493739627361136, -0.23909971783903733, -0.08978177505929308, 0.008308588167563077, 0.019762240942808026, -1.0472535354671568, 0.12260513134389496, 0.11488881543412385, -0.03434198477808575, 0.03453885440553946, -0.42275459499137524, 0.3689743512662862, -0.5597375080503815, -0.05006809750830129, 0.944594071485728, -0.3901301123769104, 0.4126882752697157, -0.5824627379697426, 0.286410540084444, -0.02032889944359909, -0.10751780925769218, 0.6178219962124065, 0.7779961990584335, 1.0668566128655763, -0.429108020470397, 0.20085728148722343, 0.08703832320291795, 0.5933136037488166, 0.4464441813089335, -1.0815164655149891, -0.4067434728035858, 0.6774284211333822, 0.5434427840350681, 0.3680975744256736, 0.17751882831575264, 0.4273428696863698, -0.3057612620980698, 0.6495530736269388, -0.5315996349590993, 0.32976996405355025, 0.1473784583876146, -0.6326866307532104, -1.0348594280309293, -0.5592626358126962, 0.31131736931702725, -0.03651754882338679, -0.18289137410032444, -0.7104991047758511, 1.339039370669506, -0.07372796786652028, 0.033344802327548315, 0.4390553870513289, -0.3593582022788767, -0.2583591340889854, 0.2507002313348631, -0.2077508044977739, 0.1085842462243764, -0.20276436028261863, 0.24360834615894478, -0.5065412938893116, 0.24652310692446777, 0.5389907153259031, -0.5013730150990481, 0.6914812677497987, -0.768261235157363, 0.772891441893136, -0.18658496305663258, -0.45722124574405976, -0.0936025926471856, -0.7821349464900357, 1.0726396825286733, 0.34305764048699816, 0.10654479922449354, -0.7130165722389317, 0.22651633935438834, -0.08392010484869049, 0.16252692816919043, -0.7406664285560273]","[1.0, 0.5, 1.0, 1.0, 0.5, 0.5]"
165,세포생명공학/이상규,"[-0.42129603669425353, -0.34067825217206904, -0.040635127410746555, -0.6284526791483135, 0.05687471928806342, -0.18917684399003976, 0.34885075395561177, -0.42234517659119947, -0.23936185599750023, -0.9277621607576328, 1.19401040574896, -1.7691792814738705, -0.25152090715875924, -1.4307292252400454, -0.871215811747942, -0.5582226466966065, 0.04755449692423433, 0.37209614379095357, 0.6946773795755341, -0.35580436780894803, -0.027413836322245807, 0.665047644204741, -0.5136651369203475, -0.263557177874939, -0.17121063696121872, 0.06301368066383771, 0.010294838637616825, -1.2374478197377412, 0.15198702747329915, 0.08341949466156075, -0.039950125292508715, 0.07446597663841788, -0.4965711942446252, 0.4790423196367648, -0.7299472290884118, -0.12257845982172583, 1.2034708020975338, -0.5441913698434896, 0.5323966221180251, -0.7082589596835732, 0.29620559286337883, -0.010575782736631392, -0.20033868532872454, 0.679155646456782, 0.9954649564602781, 1.3379371534567956, -0.5849717145552729, 0.22025836882850403, 0.18574299868213115, 0.7059254175367032, 0.5752640490152111, -1.4576455763474712, -0.49300232536335403, 0.8465624694310706, 0.6755883862679374, 0.4592729794560439, 0.24593989103422242, 0.5201637344911444, -0.43343698642106787, 0.8417350955510453, -0.6037001826921611, 0.4100810140805107, 0.16254868254295282, -0.863712040043453, -1.2630745684320048, -0.7855397873480983, 0.33092182861891145, -0.009222991564287424, -0.16227048769057836, -0.9588780941921428, 1.6513897422856048, -0.04220585935914408, 0.08075877716373354, 0.5197014843942851, -0.3920131027688407, -0.2396284369207168, 0.32314747137893, -0.16144779916345953, 0.17659001915355974, -0.3247774270165056, 0.35918600492194264, -0.6797059282543252, 0.2235885298850202, 0.7362758316164618, -0.6410319350117625, 0.8744106088153879, -0.9578244062504347, 0.8853471447949287, -0.15113591411649885, -0.5315551666392528, -0.13209952549781825, -0.9066425732535217, 1.2285911694732816, 0.3712368239027523, 0.10619811253246238, -0.8347462873574559, 0.34177850390633074, -0.06279123318966869, 0.23144065371043873, -0.8378023961834163]","[1.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
166,성서와기독교/김선정,"[-0.41728158510398555, -0.3330033208183858, -0.0017651388614102622, -0.5293228770373436, -0.01534973242572406, -0.20950212057821002, 0.33663039626004565, -0.4579994743164933, -0.25236509908483906, -0.8519789076713549, 1.0684409195017623, -1.513431068493074, -0.20105215056205417, -1.3089243605910872, -0.7998729873796341, -0.48941979634870075, 0.017775511066026768, 0.3268628745800601, 0.6115321787773282, -0.32350906572566823, -0.003061680137960175, 0.57055640767355, -0.4170965643428474, -0.3097848203404634, -0.15173701305696374, 0.037222969736067466, 0.026142066292919874, -1.1507715334793738, 0.1345397428473613, 0.042684171787338986, -0.03905735684962761, 0.042612890486374816, -0.5129708364505573, 0.40356179028003564, -0.6216971781357288, -0.05792795573738091, 1.018519439450665, -0.4807642027578578, 0.5159833367242793, -0.6472442095677472, 0.23832553945987037, 0.03088446127666718, -0.18070799219725966, 0.6512439488786241, 0.8851490339243918, 1.1557200880519867, -0.5375373755595164, 0.20368866723534818, 0.11032383421417753, 0.6460878409995315, 0.5220615090651354, -1.2456280699776907, -0.4227620576693761, 0.7438222327619747, 0.6424516015918471, 0.43601281572597256, 0.20501265206169272, 0.4300175237666874, -0.37408272711757856, 0.7316028968371203, -0.5671434628590091, 0.4006300487535363, 0.21407948078502148, -0.7349937482528924, -1.0806054313252944, -0.6572421926898021, 0.24941457489112842, -0.060605890486153245, -0.17992683409447055, -0.8458775354083378, 1.431748071022283, -0.043324071486381406, 0.04811829765640093, 0.4857345899839722, -0.371468659395062, -0.24969758701615064, 0.23084035787616378, -0.19262256379068665, 0.14511033967672957, -0.21968453286469078, 0.3128350756187233, -0.5841826113443578, 0.22540263133027447, 0.6490307188557809, -0.5808292311042563, 0.7665331810626133, -0.821863211675359, 0.8154964482466687, -0.16892803488860839, -0.5135513796484217, -0.1506726418074608, -0.8709537583745961, 1.0907279618836534, 0.39132085845598685, 0.12252895322924069, -0.766538472506328, 0.22663527994314833, -0.06643634265419472, 0.17028317475362176, -0.7465334316670128]","[0.5, 0.0, 0.5, 1.0, 1.0, 0.5]"
167,YONSEI RC 101-사학과/신자영,"[-0.28547835707420083, -0.2510288818537238, -0.003540673185195256, -0.3431202109749962, -0.012787891959996531, -0.14406737930387617, 0.2693633799159973, -0.2949723388153759, -0.1530064053766671, -0.6471648702513269, 0.7905294413236994, -1.159363706812913, -0.1819352444245717, -0.9940354350514283, -0.5487028698790553, -0.4376347073444271, 0.04743834574626197, 0.2466485544489958, 0.48854043715221634, -0.26873977745539923, -0.015708006248107163, 0.4441056757526681, -0.34348192889501217, -0.16307517113859543, -0.07592378641709996, 0.025678589891823114, 0.02049776654445436, -0.9344190467485501, 0.10875769933914438, 0.03379164476331006, 0.044734248930194453, 0.04426580955201636, -0.3065332027430422, 0.2881392116444824, -0.43360441576909325, -0.04293233422054485, 0.7986018889503602, -0.3326593820676997, 0.30984178978518917, -0.4839006931642459, 0.11943722666785146, 0.004458633173640036, -0.1194655689573005, 0.44315047897831705, 0.6778197322460563, 0.8590745285650844, -0.38084628577940205, 0.06412739060526494, 0.07686526068926604, 0.5008135100336132, 0.3598592936472318, -0.9061347834613944, -0.34071940453769206, 0.5680145300697426, 0.4243397903355099, 0.3190086488871891, 0.1366625613532062, 0.2868568774847078, -0.31233758159973446, 0.5835767276174828, -0.4515903573430966, 0.2825440389476092, 0.13452821423263084, -0.5892159269658004, -0.8605446522009131, -0.48844773489893334, 0.22640068034740635, -0.026170769730469005, -0.13006023833503702, -0.6338897213993081, 1.1242806618369652, -0.056121778536093944, 0.08889321088952595, 0.35347209624484355, -0.3079803705058165, -0.15760897117452746, 0.20848792547698566, -0.152130641773853, 0.16097331125269643, -0.17626835635345434, 0.2983878186316306, -0.49551838390432107, 0.16660238198542746, 0.47585839706553185, -0.5417906453140577, 0.6260050499635336, -0.5721959715039302, 0.620543455269665, -0.0892593854596071, -0.3445155558854416, -0.11274506223213492, -0.688737486566555, 0.8432068645999719, 0.282619363607875, 0.10512168502270897, -0.5943063645616918, 0.1863562095818463, -0.028390266345551935, 0.09850939285745548, -0.4981576046018192]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
168,야구/박광호,"[-0.3829524865280098, -0.2863108956876932, -0.049319263037889596, -0.41806852436431974, -0.011928007064155612, -0.19922591905196202, 0.29058788774756733, -0.3337511448151939, -0.19199281078391273, -0.6992580493453691, 0.8465874850842419, -1.1823131311951394, -0.1441126174265216, -1.0767720411847246, -0.6368934128503659, -0.380273371327857, -0.016049694024087322, 0.24888119552792407, 0.49794889642749485, -0.30295637616202226, 0.025670659079170256, 0.4646232248432166, -0.3088463417949218, -0.22720342536316412, -0.08097627925354359, 0.018632388115868377, 0.00032320097313870004, -0.8769116051671976, 0.0950864316682493, 0.1058447774535641, -0.046420968278293354, 0.025960332028078504, -0.46348050774538574, 0.3157642263386307, -0.44342007511441894, -0.03861528012070773, 0.8122156538458928, -0.36106882229968734, 0.38738628981919365, -0.5185469169560906, 0.2140562391388176, -0.011961672755155348, -0.11117541426382942, 0.5978533139466189, 0.7400913978654141, 0.8914111442511548, -0.4269975266224205, 0.23205108939774838, 0.05834627033175843, 0.4325180513364029, 0.44262388661714525, -0.9915361190893872, -0.389720480933465, 0.6481842198383385, 0.4787200355487752, 0.34974888024197287, 0.14929854249016222, 0.31305472240687776, -0.27801360805309244, 0.5871744865774933, -0.4367191515086139, 0.32694366100588035, 0.17953209832258996, -0.5828082509892838, -0.8681258685417921, -0.45793777283020526, 0.2591924553109103, -0.06309722163280923, -0.12146346811270965, -0.6381430702572509, 1.1010216853345791, -0.05131660337919743, 0.09279446237956428, 0.3947426848108071, -0.2794691777871218, -0.17935219692021515, 0.17167729796244285, -0.11785107781118534, 0.0798792337792387, -0.12534628560647537, 0.2990726342613435, -0.41477284630888855, 0.1431492434897859, 0.4969250074948765, -0.5033849663113061, 0.599395923332641, -0.6141609299812018, 0.673677299349057, -0.12761118832884777, -0.33535688756188087, -0.16415538088440362, -0.714158880518218, 0.9157625749856028, 0.3047761943233264, 0.08825076999492752, -0.5572732858969347, 0.15776124627705418, -0.07180124775861574, 0.1268500167492785, -0.6271202015029604]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.5]"
169,실내건축디자인이론/이효창,"[-0.3603541612662929, -0.3333998617225962, -0.1582369477372922, -0.5436242097511352, 0.08689577092744176, -0.172442972239682, 0.23901778784711472, -0.3646530882649773, -0.23578624526110542, -0.8542127431566351, 1.0738191936642196, -1.5245808769273932, -0.2241212760104144, -1.2980055914917468, -0.752046586461955, -0.5120146670843333, 0.03364455811822884, 0.32550445656975374, 0.6342290681658977, -0.38596039960127365, 0.01969076015524486, 0.6151251083401033, -0.4567246024879549, -0.2761765878812443, -0.083143973686093, -0.006673361935762243, 0.08495792810912539, -1.186771455960496, 0.11857369078092979, 0.14162036649130147, 0.02986546779172, 0.07862654135040481, -0.524496034945237, 0.39049882476962955, -0.6030730350083935, -0.06237488907550768, 1.1664248388288445, -0.44460190667188576, 0.4386779443093194, -0.6536620650470307, 0.21674051003997424, -0.08388188166963269, -0.1294404885387567, 0.7366047850362025, 0.9044781528907622, 1.1626431908260224, -0.5105111499474593, 0.23869094477538103, 0.11814734394598532, 0.561677343278041, 0.5593270167055179, -1.365342961835158, -0.5293408717679665, 0.8816096581083169, 0.626532701972734, 0.44529473437165396, 0.23162545481611396, 0.4497675867649333, -0.3569041242942132, 0.7384886457583955, -0.6190281477358315, 0.3035623274826173, 0.18934413146961007, -0.7663748196899722, -1.1562898280753804, -0.6303823781941224, 0.32970357235203734, -0.014798763780722212, -0.1724094713524169, -0.8962068060017415, 1.4529723508537462, -0.0908252934368571, 0.06975741793801832, 0.54070459025969, -0.38771474084061053, -0.2779858172516082, 0.2960837625302798, -0.15240625262252014, 0.05507152911696016, -0.24684849087971578, 0.3176417945703316, -0.6895594487755144, 0.16714273989737202, 0.6532913709955473, -0.6134345296843818, 0.8059356926455269, -0.8816849860019215, 0.9141994949640021, -0.1846652596514788, -0.4845167801513036, -0.21344523796753814, -0.8324673239318945, 1.2210767739345296, 0.39920386323056434, 0.13882263869635414, -0.6914843901466566, 0.2507893517530742, -0.06948303088203339, 0.16912444457053, -0.8186365110873972]","[0.0, 0.5, 1.0, 0.5, 0.5, 0.5]"
170,생명과학과삶/장수철,"[-0.3833643509901152, -0.3415439651983732, -0.030972970822396747, -0.4907430631140682, 0.041755247374721305, -0.19568127607817196, 0.28493743293553486, -0.3850052637549204, -0.14029057198490513, -0.9124307436279357, 1.03075882595294, -1.5332974069751293, -0.18253422971463426, -1.3205121271013187, -0.7654466856139243, -0.5555505999024719, 0.06510423238539041, 0.3467449027500938, 0.6462259821214092, -0.2872259297698218, -0.020760323439132252, 0.6132620866144518, -0.48246823427815416, -0.22111476977273734, -0.10018624580667501, 0.03318584653491747, 0.014752595363240261, -1.1975107498055173, 0.13936911945195773, 0.04754848633175494, -0.004435800347466752, 0.06774938689008221, -0.3982138434696475, 0.44935270360449003, -0.6037361661959427, -0.04115301778264772, 1.1500884911448757, -0.44032664226152646, 0.4659867090062887, -0.6231948056483477, 0.255966786347573, -0.001042625254527801, -0.13859973156715094, 0.7028968129371965, 0.9574171558672506, 1.197714278519062, -0.5185899376854104, 0.18587203947871736, 0.11988760107445527, 0.6437425564112064, 0.4828855848075423, -1.2667639996815636, -0.4485163103548539, 0.7979207597316162, 0.6249019394843374, 0.4177471996161957, 0.20847993623854869, 0.4312440966930482, -0.38420453107622615, 0.7711071322346471, -0.5966264450527136, 0.3842710774595447, 0.2166617789304853, -0.8121467076867861, -1.168818450240141, -0.6565855477855432, 0.2852647281021648, -0.009730025598777729, -0.18643737897583812, -0.8726185440774445, 1.4576647388472204, -0.040708443886841195, 0.059510573207696975, 0.47060776197485754, -0.3220679152600703, -0.20362251547676657, 0.21771224729638816, -0.16333527949218662, 0.13187576884468996, -0.21109600308558216, 0.33067121317320236, -0.6584039824392801, 0.24388181442607432, 0.665313654010261, -0.607762699626222, 0.8300294020650593, -0.8102975599890907, 0.8246031974674377, -0.12265921825795913, -0.48194167413080524, -0.1244815807771534, -0.8541911199030306, 1.1596129141741012, 0.3350933882597729, 0.13041820883569055, -0.7527721612308014, 0.2499558693823839, -0.04852272856282715, 0.20149514131176385, -0.7609981684018755]","[0.0, 0.5, 0.0, 1.0, 1.0, 0.5]"
171,정치학개론/진영재,"[-0.37839963065460264, -0.3086675351093434, -0.041079892759524485, -0.5600762600104009, 0.029238660656009705, -0.22897426080903, 0.32811455135484535, -0.4107364024839854, -0.2267779580740517, -0.887644274694485, 1.1105978043929368, -1.632336147832064, -0.19979941333047135, -1.3600287851024624, -0.7979725055628933, -0.5463086417390363, -0.005522725130668277, 0.32637113815997704, 0.6575815138590911, -0.3911373418856902, -0.02422855347533845, 0.616006179302247, -0.44607897817780884, -0.28995952928761043, -0.16670574817286996, 0.06577203036684934, 0.02265174784461979, -1.1956335461347276, 0.17496807764573066, 0.07789040253789341, -0.016263120899185142, 0.05115654413875915, -0.4522593729673583, 0.43013949211045277, -0.6456346626042304, -0.07567413306006698, 1.1132015377331441, -0.4666399036801226, 0.5000476340820996, -0.6821586522750995, 0.2320437588236434, 0.013417704962795035, -0.16214754267580628, 0.6950881754156794, 0.9075899450314391, 1.2454568113400735, -0.5279747187913186, 0.17501744982841116, 0.14914041164206354, 0.6765830886530184, 0.5764176959164137, -1.289763081394453, -0.4647374863179167, 0.7686658931041703, 0.5995611579163765, 0.42904740031584526, 0.21259889775262972, 0.4524845893945434, -0.3641586090710223, 0.7730676310779055, -0.6101905511311166, 0.43163869115809217, 0.20387595386380458, -0.7729891674327972, -1.1796116008379813, -0.7178278544799631, 0.31080150921040944, -0.02951274251391998, -0.2005468151229467, -0.9205347982055445, 1.5111169918459901, -0.0507955514502092, 0.06572352071056088, 0.525388974877511, -0.4123257990714658, -0.26174264249302515, 0.30022931351871057, -0.17129850633317448, 0.12514093548126073, -0.31044388202271517, 0.31735549482892866, -0.6016553688897921, 0.2479450712399908, 0.6583982449465078, -0.6417094100358622, 0.854215167895582, -0.8401334275758574, 0.8903147135129258, -0.16671222416316828, -0.5321304884387534, -0.20406235480897378, -0.8874093874819159, 1.1914789082076604, 0.32185455916885836, 0.12382931820712367, -0.8057614916031925, 0.2529551253112992, -0.06262844180007994, 0.19066738467716726, -0.8132937364277388]","[0.5, 0.5, 1.0, 1.0, 1.0, 1.0]"
172,RC자기주도활동(1)/한봉환,"[-0.28519951713178116, -0.24722910377308915, 0.004334511107101993, -0.3224142563520806, -0.00124213270763064, -0.15129419692737606, 0.21880567310928298, -0.2617940317632607, -0.10919486759584159, -0.5684746603374593, 0.6933845704950221, -1.043087933649013, -0.1581293282517397, -0.8556210113015514, -0.5213549812417115, -0.33265605505340057, -0.020571812636712324, 0.21335425711725015, 0.4411593851000754, -0.28638803461868384, -0.025212664216051697, 0.29458412030890646, -0.23276095295666802, -0.18579407089320202, -0.08086093103405641, 0.018414798778664757, 0.028288147487048863, -0.7527616856436001, 0.04275035288871321, 0.08495998040537275, -0.04895737285897985, 0.06093247850281269, -0.33780351630588695, 0.24069050973088782, -0.39010826505645196, -0.014796484414219928, 0.6313673726184316, -0.33732822587969785, 0.326733138737707, -0.3841018923427616, 0.128140469868886, 0.022541011846385028, -0.08592274346962696, 0.4149829400269562, 0.5843512589727627, 0.7654644889727796, -0.3491988588646705, 0.06383895215761268, 0.07528226662823773, 0.4396117498357352, 0.37389726843335525, -0.8142188399055001, -0.2934118185241025, 0.44632752065623477, 0.3774694714160919, 0.26102173147345775, 0.16295974079891737, 0.2438077813537274, -0.2696140939376504, 0.5023573998838372, -0.3609520683878794, 0.26716190748990726, 0.0944954106403936, -0.5514821717726608, -0.6483320839542073, -0.4314043773263019, 0.20913827553538114, -0.027400243435284705, -0.10799879332605765, -0.5574445379354489, 0.8990180678463131, -0.01726610800367688, 0.025186559070669093, 0.34057298386125523, -0.22110976432540771, -0.12755418869365845, 0.18018662409187156, -0.10779119963646325, 0.12083168484089091, -0.14999942300284938, 0.2702589369518523, -0.34160375261596343, 0.14614962123101555, 0.36978719849562514, -0.43095299411237936, 0.48559883158433603, -0.5247649366579722, 0.5261215549031506, -0.06506041555129057, -0.3580863734027022, -0.09891816527503974, -0.5917004819040709, 0.69784781038014, 0.1931103706004987, 0.06262251561222508, -0.4705338695997092, 0.11288988818656155, -0.011079722960656995, 0.06487621704468283, -0.5026419199633292]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
173,철학과윤리/고정식,"[-0.30764568864008024, -0.2833280045495987, -0.0418941952802988, -0.49321975915864436, 0.041067857977650196, -0.19711355769220876, 0.18875305421221014, -0.39034824915776994, -0.15270533906393544, -0.8182830396540559, 1.0010612777572354, -1.4525521228920077, -0.19897260082721693, -1.2446492211892735, -0.7384595033019918, -0.4492427338255602, 0.04860375868839059, 0.3157924142951684, 0.5753978367087139, -0.36042642177507334, -0.020769462460009595, 0.6136178273525565, -0.39156522981344843, -0.22593165866641915, -0.11328989576176234, 0.028263505144851767, 0.008031869498283165, -1.1062048554393689, 0.12847902680387793, 0.059431887202518616, 0.0008118218212826589, 0.06738394843293097, -0.4073636601913414, 0.3771443985683042, -0.6136852977858175, -0.08028310958794276, 1.0386618991313148, -0.4014411247435724, 0.4765928143564026, -0.5902222030001107, 0.2645061882802477, -0.0005027408968280161, -0.08594945605640941, 0.7116593464409351, 0.8435893340215462, 1.1204972902526569, -0.48823493714350485, 0.22090009515699094, 0.09511972136517509, 0.5858623334815488, 0.5419974141154542, -1.21382962774776, -0.46207671898350905, 0.7786376859623023, 0.5563965557585039, 0.41994909094270527, 0.2185516921885485, 0.386374006003171, -0.3527989459590107, 0.6992317639075588, -0.5555112397051011, 0.42889384617394116, 0.13251259816683794, -0.7162573641516139, -1.0498536956052795, -0.6042248248177893, 0.3275379468911638, -0.010254837054837474, -0.12004446225558409, -0.817494508067981, 1.3394004722936208, -0.0742326903739613, 0.021563869076516286, 0.44660125762720476, -0.3342148729702973, -0.2393085703050975, 0.23677516283946648, -0.14087933490853952, 0.0890683645243334, -0.2504172830267453, 0.292090542465235, -0.5632195049103587, 0.25339373958461975, 0.5998288881521563, -0.5739800268004928, 0.7875468583010173, -0.7808730824601277, 0.8366872932881009, -0.13725883916628018, -0.40247472866616446, -0.19362966952517544, -0.8292906303865921, 1.0582665081437077, 0.28162906551012556, 0.06328472940904972, -0.706300374426574, 0.21003797747024422, -0.08797941964200338, 0.13784543522967593, -0.7798590378106721]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5]"
174,근대서양정치사상/김성호,"[-0.51387615914937, -0.35284226831006443, -0.027282011518637656, -0.6974132079824849, 0.03214071343911543, -0.24277080562747072, 0.4095938030884599, -0.5143609804746153, -0.28256062028968193, -1.0322057208183812, 1.2876349238789426, -1.8672840196200136, -0.15494509848580548, -1.6028790585695345, -0.9210157723495044, -0.6091779261710831, 0.035182790682651455, 0.41539016886816477, 0.7269820392677812, -0.4280022970406655, -0.01079214132558117, 0.7431289797965136, -0.559010362192045, -0.3036037906163762, -0.17424127123032387, 0.028268300021648075, -0.00788161164046429, -1.4007618390285852, 0.2074930233308426, 0.07655477514323267, -0.054716625498174555, 0.046897344837445384, -0.5695020342113188, 0.4952273838732477, -0.7505816565609089, -0.09071261876676763, 1.31697889624005, -0.5224636847194095, 0.6055168525932761, -0.7766782319139407, 0.3206294286462928, 0.016296810807302508, -0.1824233873372268, 0.8466838275263375, 1.072018459135853, 1.401753563250309, -0.6301417222701573, 0.23825364179542613, 0.11476788058165667, 0.7657835921940688, 0.5993441615794728, -1.5029300325276151, -0.5729591836804216, 0.904797716494212, 0.7869374130413237, 0.5296579503874441, 0.21932357900986543, 0.49637580787401525, -0.41138152156268276, 0.8944982441718214, -0.6922314037664835, 0.4922965404282125, 0.22667694712116598, -0.8802793935412095, -1.3678084294509796, -0.7956346555383104, 0.3657793799047056, -0.02900028258870093, -0.25763183299092435, -1.0477140205449422, 1.7698920901399777, -0.06963899312514468, 0.09671454949528578, 0.6130059765510518, -0.46819337906591996, -0.3502224789781262, 0.29142362562706065, -0.22595344346554172, 0.12454925481548779, -0.3042264706609991, 0.429085590375884, -0.6535767130378389, 0.2775899751826721, 0.7749648316540655, -0.7254541507200769, 0.9598685640547702, -1.0329761296414501, 1.0408211684197992, -0.20002848982862864, -0.5629525608484046, -0.18644005001711292, -1.053070958495741, 1.3955506234898323, 0.43215027911896925, 0.12420205057441758, -0.932308257457612, 0.29911369184460446, -0.05930467767160918, 0.22982677078791414, -0.949577056703423]","[0.0, 0.0, 1.0, 1.0, 0.5, 0.5]"
175,교육학개론/조진,"[-0.37959186565535535, -0.3151762898258713, -0.11994330734446355, -0.5168496488095525, 0.05290578721980249, -0.19115460456635197, 0.21885128711238702, -0.3963536794467408, -0.20696012231239397, -0.8392528271728722, 1.0282843951755245, -1.4977634754496827, -0.15086781952579953, -1.2296425845039851, -0.7418229140239443, -0.4975127067929202, -0.031151443703490662, 0.30435024953346684, 0.5700691656306334, -0.38498450485940816, 0.05021546775658071, 0.5541413831241406, -0.4000604865987655, -0.26133660313723367, -0.1291343805479298, 0.04703661497002458, 0.061925244827877104, -1.0916307982721807, 0.15435142072566352, 0.10516776495976443, -0.007394196114730753, 0.034137552945241345, -0.46726891531506326, 0.3983676116768258, -0.6228180522366529, -0.07050596745111949, 1.0814227889172028, -0.39564749995995435, 0.45963043557351774, -0.6797566509475507, 0.24084789229341783, -0.0832718892419965, -0.10702862161624557, 0.7152630954601311, 0.8565427800650659, 1.2020236350357114, -0.5062110634523146, 0.2222329580426386, 0.09874476444155096, 0.5856971686900816, 0.5671159831973751, -1.268365067494297, -0.4305481845313329, 0.7643184890611293, 0.5915162153544343, 0.39739014680553225, 0.21849630043400592, 0.4776724002084362, -0.3777040807855911, 0.6926991931170046, -0.5489261697365556, 0.31594739172359326, 0.1757549064026996, -0.7250114254413722, -1.0606676772518395, -0.5960549094927547, 0.31587195346559915, -0.02261382887844523, -0.17454192773320565, -0.7687419621612422, 1.3669684693440558, -0.09302243227255115, 0.043645873890706545, 0.48642295918320977, -0.37994793857533665, -0.24319382390456748, 0.2673331863777787, -0.10874300531245958, 0.10170415728876457, -0.25017537216804125, 0.31309303249372733, -0.6076990239346008, 0.17098292502371895, 0.584936949597122, -0.5933793446441807, 0.7476833332021597, -0.784066094648662, 0.7975957722445246, -0.11955745563526451, -0.4925887251832602, -0.20500607045857117, -0.7860456407066256, 1.1191506424909037, 0.2896479722475053, 0.12999069661817017, -0.6944342557907511, 0.2522805854785075, -0.031402999625233956, 0.1624129792696591, -0.785658575334993]","[1.0, 1.0, 0.5, 1.0, 0.0, 0.5]"
