,강의명/교수명,input,target
26,영어글쓰기(2)/킬패트릭리린다,"[-1.268907213346442, -1.2924210798634934, 0.313596717731863, -1.7290985353182189, 0.16702762797105544, -0.5559485953375203, 1.0581170564362352, -1.3889851477317188, -0.6014949237067688, -2.7748711503898336, 3.2845434608505957, -5.047148198859022, -0.6561907124530713, -4.099532657389592, -2.1118478281355806, -1.505372248592745, -0.02432836669267842, 0.9732981121592899, 2.0104345466553304, -0.8267604136444371, -0.2779014134984019, 1.695535539343182, -1.4387714807669651, -0.5557020788069986, -0.5287371940054639, 0.1282120211771526, 0.014461931678126276, -3.7351903820593133, 0.3980095088042247, 0.36174062679337915, -0.255149933328448, 0.17472668323475307, -1.3465428108069553, 1.4653580518437133, -1.883157761225234, -0.2516684044468825, 3.1232683068914198, -1.4751975522053782, 1.6264051764202516, -1.8101353329176653, 0.7799395656337442, -0.23913096636229944, -0.502819235201732, 1.8823072572547894, 2.955138333188521, 3.611504204848784, -1.498517018106486, 0.4587687256958135, 0.5385912663287137, 2.2332738545343176, 1.527284939376829, -3.852870958832903, -1.4036549795589344, 2.2005002036066186, 1.7922510136505097, 1.2232886476876526, 0.7542650533555962, 1.0184551349718505, -1.1096367125212627, 2.204301844451831, -1.6609903430061095, 1.2157583599401016, 0.4357753295811665, -2.52265573740882, -3.381687415881722, -2.3160446275836355, 0.8852322454576256, 0.013433031138231598, -0.3633891061385467, -2.6549880536609023, 4.396487577950624, 0.055854784077002693, -0.05274236514235489, 1.3851317418140632, -0.983888332401546, -0.7400981845181156, 0.8250076891329012, -0.5629787541382596, 0.6465270953178327, -0.6751109719987145, 1.0656182615330054, -1.6134793894758712, 0.5951401383053861, 2.185781696676496, -1.7355057128186955, 2.3278352032959932, -2.8845181850939605, 2.3573286507864735, -0.11211351462115746, -1.5742997844510072, -0.04655802294628838, -2.6625043024736406, 3.254234245974408, 1.0084603303702255, 0.15636031352706994, -2.4297467791436262, 0.45726515747034097, 0.04999659791355977, 0.45945462734308334, -2.322156736346675]","[0.0, 1.0, 0.5, 0.5, 0.5, 0.5]"
27,사회복지정책론/박수경,"[-1.1875262133668656, -1.3793338845423098, 0.13005545383631364, -1.491207450880471, 0.07716579520871317, -0.458819557108725, 1.0781897679904806, -1.4564792574845697, -0.6385925154765938, -2.931487449360154, 3.22699660428737, -4.957372929829079, -0.5925779114547081, -4.226293881931636, -2.37192566140848, -1.5999964727485467, -0.024281142232198096, 0.918949915914301, 1.9753476398475913, -0.9448699233006189, -0.04915747328666735, 1.7592848217110897, -1.4117503721404516, -0.8344231612439553, -0.5867906998066652, 0.0413569454059238, 0.09181937680043137, -3.658358522562333, 0.47394201356272053, 0.3730857100281159, -0.15574162250478246, 0.10468710990549718, -1.402863184743957, 1.437450327546976, -1.8063227232493806, -0.3222913934751481, 3.2005494007756115, -1.504845716527643, 1.6626378915072728, -2.0938655299300817, 0.8235443615140904, -0.173587374766803, -0.5539034900672078, 2.089439371211198, 2.967201011067051, 3.5806391556579165, -1.6218687478004419, 0.42985904233517513, 0.3631778363592761, 2.089058901196491, 1.6360045489454065, -3.9561874077183123, -1.3134236666715184, 2.3981835183938403, 1.8329174756678113, 1.3027631214001307, 0.6640918917415719, 1.185738962742251, -1.2158836575914935, 2.1571238509335604, -1.75358156563065, 0.9786137935754478, 0.6221971865024792, -2.362628131259128, -3.225413237545853, -2.1372610082903334, 0.9336711375864175, -0.15110519122380864, -0.4207200278075746, -2.5046780563673683, 4.457960723874207, -0.013750080936403905, -0.08437544524207824, 1.6253745950315261, -1.3499607434107874, -0.5927731181454197, 0.8907492424695174, -0.4937799958992769, 0.7016057819778365, -0.49871562667046754, 0.8717852596568789, -1.7439705901473497, 0.3389700879720442, 2.073248682614176, -1.867106559962511, 2.302088018273381, -2.735869745459896, 2.30403865699277, -0.382194947447439, -1.5583355967475288, -0.24861874958012917, -2.757648105598772, 3.3076509633663993, 0.9924929003504694, 0.33861631606941356, -2.389016181656055, 0.5254445094284862, -0.08402263732222326, 0.42958603573445936, -2.3734244592291525]","[0.5, 0.5, 0.5, 1.0, 1.0, 0.0]"
28,사회학특강(1)/김왕배,"[-1.2336229616144638, -1.2227775268534813, 0.039473232916786005, -1.332115418231048, 0.07268686321136947, -0.3600207236245226, 0.8972150084420696, -1.120402359365008, -0.43934930966943997, -2.2601445318303517, 2.635738187349017, -4.39618726004011, -0.7257481235160606, -3.5084488973354206, -2.0264818656707275, -1.4597355535349863, -0.04221634455625295, 0.7311880721413877, 1.6393162943062325, -0.8413142848726977, -0.1904378730909851, 1.662586983252428, -1.2951945943338556, -0.5992688389823015, -0.4483057671170006, 0.10318657989482942, 0.15847243049982032, -3.200695922552868, 0.510429669797733, 0.42894159382412383, -0.07602453326816595, 0.1509488813253154, -1.2453750488817565, 1.2318013042273308, -1.7652469149660523, -0.3368298043223046, 2.9149555436140466, -1.337526322979544, 1.2529159457177121, -1.8034948845751684, 0.7915978913581071, -0.15581254919991852, -0.5942717742176924, 1.7450257434798009, 2.4522913077130006, 3.3420594861055197, -1.3509635800960158, 0.3964704132704148, 0.38011951925976484, 1.792796390464191, 1.6196759931325606, -3.4824374947609575, -1.1545303734653551, 2.1263646417740003, 1.4221274616865511, 1.1226818427640122, 0.8312592053499848, 1.138611847387304, -1.041889605704678, 1.9934288800195832, -1.4871203760479585, 0.8976063705167823, 0.48742517980109906, -2.180300751748352, -2.9802224925343768, -2.035912385251606, 0.8399157179416862, -0.010189595943717223, -0.19398091655238459, -2.369132190413945, 3.916073110335507, -0.13778911445574177, 0.03802321500866241, 1.3134829923924558, -1.0299514398414322, -0.6740960543669797, 0.81656618930697, -0.4463985417265124, 0.4399760044651401, -0.6039069430231859, 0.8031051837163312, -1.4777011316531274, 0.6138056051809747, 1.9774005877379617, -1.6365934931246422, 2.0078808416421965, -2.4083152676972235, 2.1908628333164946, -0.26677490490343936, -1.4463511635207869, -0.25059225781384614, -2.2564368916290904, 3.004385938246073, 0.7723910602932706, 0.16366355255830076, -1.9779578258920072, 0.5940142544420696, -0.24712451050955705, 0.417598590636542, -2.162100962039914]","[0.5, 1.0, 0.5, 0.5, 0.5, 1.0]"
29,INTRODUCTION TO INFORMATION SYSTEMS MANAGEMENT/이중정,"[-1.2766617674394705, -1.3268923772484016, 0.10421564546357563, -1.7074750730038992, -0.06815091140912594, -0.34685041350051615, 1.2422429030287765, -1.408854366891426, -0.6674621676980662, -2.663429200530639, 3.2624538293734324, -5.048792815608609, -0.6245757425021843, -4.127756939232147, -2.2667321771216193, -1.6593984345871067, -0.03317288567313067, 1.0646729830305897, 1.890056483545316, -1.0654385844135712, -0.1208268329363516, 1.8158081832484854, -1.5608451950841715, -0.8258422445641926, -0.4657373260077078, 0.15848458272491525, -0.018473155261872303, -3.690009728492774, 0.498945989178812, 0.2905848540162638, -0.12996957298458445, 0.21402579420630322, -1.4950757171167164, 1.4411416501432988, -1.899407833598566, -0.259325449336195, 3.247442764238678, -1.4878068327916913, 1.5008475313576937, -2.1136342396762307, 0.7626380719669615, -0.08329541272715758, -0.6391067087088089, 2.006875651534042, 2.835813665015886, 3.849254362055462, -1.5394136320835181, 0.42513372668880905, 0.3558327706348167, 2.286244874899176, 1.7045928340212595, -4.005674250638378, -1.2283093264521903, 2.3239377757471047, 1.7068498692374092, 1.2977719823170935, 0.8208989672764619, 1.334174971688805, -1.148994181509229, 2.2708222706330945, -1.8015041094903281, 1.004441412523678, 0.5272098965587283, -2.52950974087424, -3.3837436167936623, -2.290243415124697, 0.863985554064901, -0.04178753394105558, -0.44875179798612075, -2.594749200311885, 4.703531857025604, -0.03620515387562493, -0.042442726006798465, 1.660442682114137, -1.2929948593500848, -0.7530841322086718, 0.9935383610402443, -0.5631447654509227, 0.5488848852235907, -0.8341218199451509, 0.9104993175634367, -1.8098044928553867, 0.5278174749973267, 2.0871741866983906, -1.980680268268077, 2.239358788534998, -2.7702206468097033, 2.4176838667806675, -0.4395026476571968, -1.7218443025031347, -0.3860937364134194, -2.652121973403203, 3.439899284597464, 1.047166068304531, 0.33095511687464363, -2.5520808095306684, 0.5172006868571237, -0.237115033345052, 0.4495355430346461, -2.423721591215593]","[0.0, 0.5, 0.0, 0.0, 1.0, 0.5]"
30,인력관리론/이종수,"[-1.1248810333942536, -1.1251152627011272, 0.15995828726244568, -1.4143337759624526, 0.007892281156857011, -0.28267125376802626, 1.0035874248635461, -1.179004620825631, -0.5814480682240607, -2.226033630071025, 2.700333376085633, -4.27221366138432, -0.6268046479886508, -3.5144448273909594, -1.898539589366373, -1.3629289033238114, -0.18415208172736605, 0.7889623498513657, 1.7619586492411135, -0.7643270111913062, -0.035573863704382425, 1.7408420766411017, -1.3485717293499455, -0.5657184752289619, -0.5476983567525825, 0.15882501814779817, 0.049424459762370504, -3.2525050173325147, 0.4084420677795333, 0.3267994844265679, -0.0791134338416356, 0.158474576296062, -1.1116991056955687, 1.1333559613084785, -1.6547159696697833, -0.30268284827317976, 2.842675411785498, -1.2476270461695695, 1.3350915926266962, -1.784855530983483, 0.7317909539509827, -0.19218574356197335, -0.40989758525537856, 1.8740478483050726, 2.5868724477356597, 3.1972943681098465, -1.4004585827307352, 0.45423930908781407, 0.3065821753248708, 1.848819384651084, 1.4580437372251274, -3.5024882653051006, -1.179288762079318, 2.138363692798312, 1.4900292850507288, 1.0178310903305525, 0.6490855928299208, 1.0264735345146574, -0.9869833245674148, 1.9343406085475523, -1.6735555519039023, 0.9166967152338191, 0.44090555297304873, -2.03579944727239, -3.0078605014577344, -1.9410526225249134, 0.9990585311261013, -0.140146483828588, -0.3177787367935461, -2.264152428068545, 3.8977106540287387, -0.13103803639871983, 0.02345426337159945, 1.3459329305455472, -1.0561870351879057, -0.8067051106937502, 0.694440217900903, -0.3103942293286128, 0.5182690036790975, -0.5767553420307354, 0.737236773168119, -1.5412053943581345, 0.472043604661731, 1.8779173577419506, -1.6960983888834125, 1.9839746838959358, -2.4693182648749197, 2.0780144843157466, -0.3695696997136703, -1.2913786621454522, -0.18783518711836977, -2.26875294755875, 3.0099865792425606, 0.8662256399385795, 0.2591516751352986, -2.142204124154098, 0.41531022302720855, -0.2191286658276277, 0.4532382741759443, -2.0625636580618756]","[1.0, 0.5, 0.0, 0.5, 0.5, 0.5]"
31,영어말하기와토론/방펄,"[-0.9517082102324038, -1.0378268768707422, 0.20502477569725366, -1.4496162630413194, 0.06893150213773187, -0.40745444801270314, 1.0619809984728572, -1.198943349568274, -0.5331314288076985, -2.1739790450122145, 2.70411148230514, -4.22499502248838, -0.4555527389852196, -3.41617680990568, -1.9937906422685931, -1.415678032472146, -0.036281931024279124, 0.6757189990149485, 1.74288754396433, -0.6283914165432473, -0.10324964599419262, 1.3668098955587655, -1.2809430642876776, -0.5947930810355068, -0.4289537865103471, 0.2147336615318972, 0.08307785406217455, -3.0332585184253564, 0.4219829946659594, 0.2351163091842878, -0.05203185049311199, 0.22157547473917308, -1.1225646353203453, 1.2274534638603989, -1.5813363954334214, -0.24063314660155904, 2.5721496594697695, -1.3780721288123494, 1.3189287878113771, -1.564094429856762, 0.6361804922392023, -0.05660549337745559, -0.5124939572113201, 1.5403121425131023, 2.476623907301081, 3.062959525953364, -1.255179354954374, 0.3426942944172053, 0.3984369296328276, 1.761560814194474, 1.378600442849727, -3.383540828817671, -1.0459438883264245, 1.8956444472192042, 1.5391133494357367, 1.1323875615329801, 0.6544253677209902, 0.9746024108101264, -0.9547135875524501, 1.8838761263675285, -1.3766113666227957, 0.8045093679534033, 0.6232204598167305, -2.123002576098289, -2.7874196302037957, -1.9099299295174148, 0.6134108532393228, -0.0739162177380132, -0.251704795561125, -2.4300415203952612, 3.6834818496050126, 0.05178766682586956, -0.03287494741932927, 1.258919706850428, -0.989942277110078, -0.5291833700012385, 0.8031829602769333, -0.3332858544400246, 0.49584029771890475, -0.5230153807734127, 0.7515325350690321, -1.5885132523713643, 0.31788957815452645, 1.883167192437109, -1.5414872077835866, 1.8469273686460586, -2.4047359869420286, 1.8645883561039576, -0.23631435248245858, -1.4498655736936708, -0.18120406654857832, -2.233090866460608, 2.67530339098512, 0.8480223258179552, 0.26873794844952503, -1.9079118212890522, 0.520470214322459, -0.005419880851705753, 0.4252976659190109, -1.8499145673517854]","[1.0, 0.5, 1.0, 0.5, 0.5, 0.5]"
32,기계학습/박노성,"[-1.0053694573211553, -1.3159210908042127, -0.014724308093696202, -1.4080811022809026, 0.13364815458907506, -0.3408314313403618, 1.1128287507419263, -1.2606244714777362, -0.7207556178260655, -2.803230420856576, 2.9825315260810656, -4.778161672092512, -0.6854589888300475, -4.031089845281632, -2.0953563096217875, -1.4188876183114107, 0.009335008584873416, 0.9041151936202819, 2.0929127721544223, -1.0538884826488244, 0.004431696877955811, 1.5968127866369135, -1.4087582047383023, -0.7433096437993211, -0.5344065347119623, 0.20614354532049592, 0.22064613234950392, -3.533371803510287, 0.3552042749510379, 0.5838609451314883, -0.13952845205788927, 0.38119963747854013, -1.3711766142912671, 1.4564143522632211, -1.7122808410312418, -0.0914455472101658, 3.201320969817095, -1.4540323465713816, 1.4285290916946598, -1.8224080203883477, 0.6045041201281541, -0.3446393917828382, -0.3879912033160549, 1.9206899020899042, 2.982700958999245, 3.6758274098944366, -1.5101640528940434, 0.4933648502641086, 0.3280836984355395, 1.9729144647764114, 1.567734725179097, -3.967947530529, -1.332911849779295, 2.3629319247868454, 1.6441461195526774, 1.146558762821391, 0.8779126002435906, 1.170619407087298, -1.102088140248371, 1.970594254952282, -1.4493289501321036, 0.8927321234183592, 0.849932167776705, -2.3764793030990146, -3.0756971901262418, -2.0564320706662, 0.9925165116324075, -0.19315678149745846, -0.3667067932609434, -2.5116905428314658, 4.35904518278756, -0.08364636477093743, -0.060892225270204776, 1.582329930732062, -1.0932535947700786, -0.6378921730430581, 0.7239673496905694, -0.3216821228395783, 0.6889613479923171, -0.5348952627875563, 0.8959619474640916, -1.7869526134073865, 0.31541916860043784, 2.1035417383061152, -1.847493105226962, 2.1405028978893172, -2.3850034906331823, 2.3090914250186225, -0.3527600558470886, -1.4096747181267182, -0.04104698818774395, -2.631615664279428, 3.2982349522972516, 1.1056141088014948, 0.3840475072792528, -2.4437804274733868, 0.46211307278494723, 0.031226454804151656, 0.35665160768719417, -2.2727423606705304]","[1.0, 0.0, 0.5, 1.0, 0.5, 0.5]"
33,시각예술의이해/이현수,"[-1.257505744789982, -1.5142470006585687, 0.07448773760994581, -1.6173126862711154, 0.09849011308686012, -0.46195298432114673, 1.2303731996932437, -1.4611307435214589, -0.6306634258967134, -2.9527612812328305, 3.3919859188576247, -5.428538243802553, -0.6816455573750404, -4.412351873084686, -2.537452159075364, -1.8132835733840893, 0.09532361674249053, 1.0146783735591283, 2.168812890788303, -1.175502960140532, -0.1880856526543413, 1.8343305853028955, -1.5015594414522795, -0.7066810243268993, -0.6431452801601775, 0.1637177414546071, 0.07772941216383905, -3.967769728476408, 0.5313846501156921, 0.4520118600325994, -0.15885319712163645, 0.23155380351770732, -1.4581281966870658, 1.6007072305163126, -2.1066487605755837, -0.3257974926198944, 3.525011745012781, -1.5459842066455154, 1.6960502356851774, -2.1692957769317616, 0.8277821687251495, -0.11835295497015354, -0.7216241589156867, 2.3175146569045713, 3.2696687314619113, 4.177846255452084, -1.6570000776670932, 0.4694199469983073, 0.41765001484528186, 2.273055104504001, 1.8533788104905995, -4.302366783208239, -1.3385770259783563, 2.6057545467837793, 1.896326775897173, 1.3714605536112565, 0.8371087074594952, 1.4265655075697896, -1.3373461516399188, 2.3683297455941186, -1.8737448314592193, 1.0650184679180343, 0.6863623846927289, -2.7227518350203117, -3.4742858783035797, -2.3644288766565253, 0.9898935991201786, -0.03517932610654076, -0.4357012084590352, -2.713964326835296, 4.780223954771186, -0.0636331982436063, -0.030172245913774362, 1.7473483748313714, -1.330671678262662, -0.7199109800756539, 0.851463655359683, -0.5058845772592523, 0.7637527032822846, -0.6325404280606297, 1.0934488498698973, -1.9760891228609676, 0.4221935801224861, 2.251454368590196, -2.087185263315585, 2.65602165428624, -2.7858170978269374, 2.5001331614761595, -0.2400254477695511, -1.651711158966519, -0.28341290399854996, -2.7406146818999306, 3.5696383615756395, 1.1097811967954592, 0.3283362328457847, -2.6603845549879845, 0.5337427210563772, -0.1243375593651673, 0.4833766568403177, -2.5380423294537637]","[1.0, 0.5, 0.0, 0.5, 0.5, 0.0]"
34,일반미생물학/오종원,"[-1.286743238242744, -1.443917386310103, 0.02193097434805856, -1.208264146496435, 0.120714540020132, -0.33560348549909164, 0.9767052081988157, -1.069410857446444, -0.494582086732292, -2.2085852260184464, 2.6844790774224436, -4.173876329926533, -0.7006193033251477, -3.4238386391580864, -2.1358375608991658, -1.4130808451318464, -0.04192606068081157, 0.7624932555751633, 1.7429232045269782, -0.8711134468333691, -0.08502810945798782, 1.5092823414779872, -1.2788869243480059, -0.7029614610325243, -0.37388743206812125, 0.13155133911937206, 0.03578439706156889, -3.091208841954723, 0.3074471181304194, 0.3911021739807936, -0.05361984167386795, -0.08690508246750134, -1.270678934429677, 1.3206630234214973, -1.5024975455703378, -0.2332675421977651, 2.665789491248926, -1.203422059661968, 1.163961835420528, -1.8475675866816996, 0.597393067873599, -0.16207087435485443, -0.5373181858973934, 1.6909450383346176, 2.341670955290592, 3.2154793634844485, -1.3119957942336438, 0.3861875674445675, 0.30563892725293373, 1.7876118433115433, 1.3477988016206313, -3.4411896883963604, -1.1370506618084228, 2.0332358817645853, 1.4522295691606286, 1.103198315174927, 0.6357449922111065, 1.2054081620364228, -0.9997871819435648, 2.0566729003521935, -1.5360349883996598, 0.631896875941998, 0.6418740895009857, -2.1767855625354553, -2.823625641441719, -1.9793950607044288, 0.7135052185374414, -0.06193710996259991, -0.2679033980921857, -2.1713922238910954, 3.841244945672316, -0.17411815496466068, 0.05333042303021655, 1.3733362916995169, -1.1539336350531009, -0.6565795563462016, 0.8863348481353461, -0.5016360382460039, 0.4090969876227142, -0.4737322491768064, 0.918161695008963, -1.4400666904990291, 0.5492955886015116, 1.8615548813765554, -1.812183998478838, 1.8334181861669603, -2.410522891117353, 1.937152776520212, -0.3350411283725661, -1.3811329149322613, -0.27385723385195604, -2.1517931207329846, 2.8578852814696845, 0.7543556146386174, 0.20822482169109507, -2.1949741191215755, 0.34634871652147264, -0.10868124186917502, 0.3894354435523611, -2.209217749815987]","[1.0, 0.0, 0.0, 0.5, 1.0, 0.5]"
35,미시경제원론/김석호,"[-1.208340954961932, -1.2097498193440817, 0.13377742080985316, -1.6379624660404664, -0.12114569230799532, -0.4431778628881266, 1.0415734215527337, -1.352288683568028, -0.6610874844231339, -2.5590199006779124, 3.0878594786118954, -4.587135245681818, -0.43012140835383783, -3.822845878081317, -2.2108523114038023, -1.5955237620739782, -0.021037760719341086, 0.9752004691683306, 1.7884828613591772, -0.9997326672990929, -0.12526331910042296, 1.7581203864024468, -1.34637232631876, -0.715753912328306, -0.5246292707224537, 0.1511128536204307, 0.0036542939006345924, -3.478375255977734, 0.5927518947813333, 0.1680136235738749, -0.13586487612124792, 0.06357088548210772, -1.3902731637288175, 1.510175760697159, -1.8088002975943132, -0.4161083116746348, 3.1190386178237555, -1.2697760702440253, 1.5423096269265637, -2.0144454345613707, 0.7890775069387121, -0.10521062430781847, -0.5941540497327459, 1.9855026968711376, 2.6939074937121434, 3.619800918678159, -1.4628543684170079, 0.3919778221675849, 0.3683406678751383, 2.116799365967687, 1.6391951033955676, -3.6962180117170815, -1.187207225235939, 2.196326531957057, 1.67023966757229, 1.281328695619484, 0.7208241312078414, 1.2911934743016837, -1.027916886177998, 2.1833349643441, -1.7370866275892447, 1.0085093277291555, 0.5371509922502848, -2.203200985374538, -3.171059485908852, -2.1865150084747333, 0.829104411905566, -0.0881726781790799, -0.6025887771323893, -2.2426649040880844, 4.3386138117225235, -0.19500128189143484, 0.038503860515903814, 1.4884986766210166, -1.0985380829729448, -0.660715210034963, 0.7799084493768478, -0.4696507487571247, 0.47764060093001875, -0.7267489169262967, 0.7640432563340235, -1.761729282598304, 0.503818505890643, 1.9329088054916328, -1.7556705687027674, 2.3788760532981117, -2.5903423885920294, 2.183398289863491, -0.35942662294685185, -1.5940505939864575, -0.4218708732389739, -2.395504681894799, 3.2680879839644867, 0.8705595951098782, 0.3978158745487122, -2.2403121360652065, 0.5307268184907763, -0.14920862539310314, 0.46088603837579983, -2.2468052507645484]","[1.0, 0.0, 0.0, 1.0, 0.5, 1.0]"
36,디자인과문화/김혜란,"[-1.1787610738107377, -1.4837865841144815, 0.1294115721667865, -1.3310235933598806, 0.025773291466104676, -0.21453877274980426, 1.3179925989597292, -1.4062794244554262, -0.5533188550574509, -2.442256126475409, 2.7510167420789653, -4.507075943926669, -0.5983118288067406, -3.6196830989611644, -2.2319553475392016, -1.5786900575901988, -0.010774606419752532, 0.7993300614070544, 1.8024139650537574, -1.0421212210667985, 0.07414689358900814, 1.551807020476718, -1.454648785149584, -0.7051603239484101, -0.5469588211543552, 0.06730169910504004, 0.0546986634149937, -3.2033193110449742, 0.39777219271751707, 0.40552819261535217, -0.146326700843191, 0.17396451246391686, -1.4036295679438409, 1.3574802351203406, -1.6386543947756274, -0.14125375519160005, 2.8964239665135714, -1.382644114675866, 1.1870498729884547, -1.756476161758502, 0.8235887620264635, -0.24879123333252742, -0.6760790743489361, 1.8197614585796549, 2.5599177130124025, 3.4510637937686917, -1.3302675905491677, 0.5022467356231284, 0.4043749267677383, 1.8300406279704158, 1.4892002526816004, -3.6612887793100026, -1.0287901146979803, 2.185259282536402, 1.4444116138045455, 1.1939367140060138, 0.5617935460799685, 1.3287383794348597, -1.0823601826536318, 2.063648607035643, -1.3324839453306976, 0.6861077252050729, 0.8775070297546873, -2.314005051007551, -2.9161462129821856, -2.0906083002441016, 0.7045429634547811, -0.15643267420479667, -0.34925445938505845, -2.3720515869639103, 4.174399087296007, -0.006386489369203051, 0.13177979604532292, 1.56032614283139, -1.3180409274070426, -0.7299052267413714, 0.617655740939954, -0.46248325938076496, 0.5939921376142859, -0.3886119629797804, 0.9193154342199106, -1.812003836812687, 0.19431753317260178, 2.0806745253367467, -1.858569230996367, 2.0190860695089032, -2.540983913772243, 2.1317663521509203, -0.2521005798476977, -1.5448013136758207, -0.33522611361724025, -2.2990046105592126, 3.1420716825162964, 0.9550724959716267, 0.3628765695321244, -2.1492851476173427, 0.47148110798752674, -0.061252745741461605, 0.34460809069594434, -2.1742677310596794]","[0.5, 0.5, 0.0, 1.0, 0.5, 0.5]"
37,빅데이터와지식탐사/이원석,"[-1.2941044147194116, -1.5266509205611292, 0.035823085367536145, -1.6513070781067245, -0.04854034357301259, -0.544752255356701, 1.1672353533510345, -1.4486847896319024, -0.709073640498624, -2.9010573524554117, 3.3930478485706588, -5.039744037960771, -0.5386322933205142, -4.1449181099977785, -2.6550230454333463, -1.7227668776514276, 0.013247519674450928, 0.968824214802189, 2.072182027876392, -1.0032078180323039, -0.06574892283923772, 1.9617561741886989, -1.409953179405192, -0.7924429688628367, -0.6336997853339161, 0.12999478302405976, 0.016959708498826217, -3.8913332270529777, 0.6706071893244907, 0.23791314570495734, -0.11574753669370605, 0.07482698297905578, -1.5085071138794182, 1.5885036393562795, -2.04460236217246, -0.4026100889233858, 3.3905339929393796, -1.463040668419213, 1.732773183498736, -2.1809088200846203, 0.8541150275504908, -0.07624360566268155, -0.560635077838136, 2.2616113738470283, 3.021460149616347, 4.021973221642621, -1.7695241897778482, 0.609242693759006, 0.2800815347015967, 2.1830919678257925, 1.82240949253916, -4.119990006346021, -1.4607998913214464, 2.593718072220123, 1.9091279780680839, 1.4952446235274996, 0.7573976823798962, 1.4697747258868235, -1.1611133045163626, 2.465168332843716, -1.8048737907936785, 1.054492684978973, 0.5230511444410096, -2.553809401516833, -3.366481067494419, -2.285152748482861, 0.9419574870194035, -0.06284326572818894, -0.5023968857993256, -2.445289514453591, 4.703178534693928, -0.18903653532826328, 0.11372060840873026, 1.6110588996995325, -1.276450040420216, -0.6336161115503982, 0.7987280198253127, -0.4343414421353068, 0.49733414499510314, -0.6089202423191269, 1.0378748366670678, -1.8351754201866937, 0.5715811345299946, 2.219855100960818, -1.9411148834178533, 2.5279932117452124, -2.8051328813255307, 2.470908944407441, -0.3870513059386659, -1.5832159400539412, -0.38367039655185686, -2.7049951308822657, 3.550221840059431, 1.1045289140860595, 0.35828708807708004, -2.470897759247509, 0.6130516818856022, -0.2979197128654847, 0.5440059636923865, -2.5012705342113946]","[1.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
38,기독교와현대사회/홍성표,"[-1.0882705061893645, -1.1136744958866167, 0.04617203387500751, -1.3313699628857212, -0.005244383543451934, -0.47833614019353665, 0.8703374597896075, -1.1847696445827784, -0.6377984739493937, -2.2369001799325376, 2.4186325777342974, -3.731929207923772, -0.4122762557033931, -3.096591537718551, -1.875313919012355, -1.3113064155154655, 0.04046307613629809, 0.7168075552138833, 1.5335185635896973, -0.6993733276762182, -0.011460634157686635, 1.4708269401962122, -1.0973416087828018, -0.5861309563637694, -0.3387830029052504, 0.031950528744184296, -0.06459418599672342, -2.9616442229567363, 0.4642160791170304, 0.21483940684824912, -0.06322544069853601, 0.19927085217872847, -1.1904484625694052, 1.044764813537852, -1.5778504643825138, -0.2769346177015477, 2.4174541413881774, -0.9822477981330451, 1.2302001826571094, -1.6188244726918732, 0.6837612046684975, -0.12064506492979643, -0.30834185279799703, 1.6980831151964015, 2.1790443989808854, 2.834873599013939, -1.1902339679178553, 0.4249737628818024, 0.203423578464208, 1.6737785417864852, 1.3658013374386295, -2.934272562893123, -0.9028379492218906, 1.9556299610019698, 1.4135530482717236, 1.0242643539378515, 0.6315728449549296, 1.0494563754715558, -0.7467987198162362, 1.7665723215715696, -1.2649876602626962, 0.920864773476209, 0.4606116679258122, -1.8459935201221516, -2.5371096416816887, -1.6898602742754703, 0.729186950021576, -0.03841485365705421, -0.3549134149644514, -1.8097264775280475, 3.538902032682281, -0.17019078072370716, 0.006853195989310254, 1.2110413248536516, -0.7956358745452536, -0.5022320971508323, 0.6070317803779043, -0.44000159539165934, 0.3973353509195307, -0.5805848333729541, 0.7874832653948287, -1.4426826294915671, 0.5243821570283863, 1.7148100551081666, -1.3671127971138481, 1.8840193477979499, -2.066098688642333, 1.8090319290016683, -0.2777532958348413, -1.1077297584401662, -0.253363663292541, -2.0565692136437717, 2.7206568931651343, 0.8197435086929052, 0.2658166398300744, -1.7769467960806589, 0.5155749649468003, -0.1371514962884562, 0.4618675285142501, -1.8368827999088568]","[1.0, 0.0, 0.5, 1.0, 0.0, 1.0]"
