,강의명/교수명,input,target
216,문화콘텐츠와창조적상상력/유광수,"[-1.1027629968621926, -1.2570008033502147, 0.11208995182783844, -1.6107744400278612, -0.006344041128539601, -0.376935318421096, 1.158912941290133, -1.4256920552494392, -0.7646003524220694, -2.7890737175487397, 3.117608794409835, -4.869623301534883, -0.5608139094504587, -4.0129096760731215, -2.342757371953101, -1.6755476980530832, -0.05463004546503471, 0.8558880816975665, 1.9923705367838158, -1.0016325432431772, -0.13257252122472243, 1.8023613182534517, -1.4109248549524465, -0.7898829162192169, -0.6615177034382721, 0.08071943883852589, 0.012949830023595812, -3.709816115097056, 0.5529694946852057, 0.17132065637610253, -0.017993979766276258, 0.16156814608639544, -1.360981858868448, 1.5074066006629991, -1.948408941205175, -0.3598583513903412, 3.2706451715313447, -1.427702218584923, 1.6343251559335663, -2.131206050474105, 0.7532965583052937, -0.09145783260976534, -0.6064914348222693, 2.136901114235731, 2.989336635676193, 3.7477888198346445, -1.604421561618353, 0.4570849137305181, 0.4157816839732075, 2.140941527968935, 1.8250258780859536, -4.114843540907447, -1.1889946472101982, 2.4259103729246263, 1.712301530974083, 1.5091815924056684, 0.6761857863836026, 1.2913543146584738, -1.1182823239983317, 2.2335194264072844, -1.7503261997877624, 1.0263959924396064, 0.6647273463915611, -2.5509319669837125, -3.3638881256120134, -2.391177221601673, 0.852039982885094, -0.09996072714715155, -0.3806915499759521, -2.6564619347407534, 4.4703502189318405, -0.21894381609624405, 0.09122306624191583, 1.6142823929074643, -1.2014738942277337, -0.6649844367003213, 0.76517515040842, -0.40047721902848527, 0.6090242243456198, -0.5623319788499879, 0.9564554279647715, -1.85815864065053, 0.3054509338402079, 2.27303134426048, -1.956167815357941, 2.4753440404296283, -2.7729645798088094, 2.3122305068889277, -0.26329077331413, -1.5731781819040842, -0.27717888602391083, -2.5878804599817675, 3.3411353019067302, 1.0271886047791108, 0.39398848112568313, -2.306199600741104, 0.5320074137986354, 0.02921443448027666, 0.5619992021214394, -2.267938846466991]","[1.0, 0.5, 1.0, 1.0, 0.5, 0.5]"
217,예술과사회/한준,"[-0.9655107441488487, -0.9983485669301245, -0.001361517484183351, -1.44254795112137, 0.08145132755102276, -0.3526374035584004, 0.8823588497368585, -0.9919912764467733, -0.5263041270671813, -2.021658334416464, 2.486928915341266, -4.082839307648205, -0.5558041898531463, -3.0753823280012567, -2.123522267805681, -1.2273403372617293, -0.0936806787964249, 0.6719339365313447, 1.4840290949934922, -0.8665588125182361, -0.14584389577413823, 1.368464907487551, -0.9987044727923673, -0.5974265564160485, -0.5800350115304579, 0.15726045781097447, 0.10628231339075207, -2.8474980818690727, 0.4649949865013434, 0.31383861571267746, -0.03317322017665615, 0.0473764649259784, -1.0338555626216102, 1.147005481890049, -1.6857162581811953, -0.2784906389966964, 2.7112711678012213, -1.138486250006887, 1.2684722265987756, -1.732747990456624, 0.6775533275048116, -0.10836618286211648, -0.47772283918536873, 1.763771513098991, 2.314570839794592, 3.106348491522308, -1.2959522301179478, 0.5670814387389006, 0.4468240984084116, 1.6359421168337012, 1.4377794758280198, -3.2841075361986394, -0.997891630219827, 2.1381324135693287, 1.460547773138168, 1.0529850048462657, 0.7710184963692336, 1.2155459174009973, -0.9321724522835166, 1.7162812379868215, -1.4568051013681125, 0.7895520436290208, 0.321247186245987, -2.020188742546825, -2.7379031844809147, -1.719201092526275, 0.7239869976333589, 0.06372354425138835, -0.306635654337699, -2.0174335667882324, 3.4697552923788266, -0.29886396298182377, 0.011629881487784207, 1.2982567216014074, -0.9582897629104221, -0.5802654287576569, 0.7998054188334127, -0.28793641899111744, 0.24920439717512036, -0.566526078486946, 0.7409281314164966, -1.1349953942175268, 0.33146071752008543, 1.7800774895851716, -1.4695608725778588, 1.8901936003623347, -2.107487912984457, 1.9510557053971118, -0.28027427371174585, -1.273043582980505, -0.1864401589903809, -1.9716910222286703, 2.767746412857443, 0.8389808902795051, 0.1491981993902303, -1.9612609710600355, 0.568112157527636, -0.2236072963255124, 0.35717440021347513, -1.9754783945595502]","[0.5, 0.5, 0.5, 0.5, 0.5, 1.0]"
218,언론학개론/윤영철,"[-0.5901791440267744, -0.8248753000288612, -0.08861908741167845, -0.7927484521908343, 0.26146608206496896, -0.2745585765449306, 0.5104458463212971, -0.3383024632612419, -0.38973013565328707, -1.7149646279338107, 1.5261324429662282, -2.717340199164822, -0.5161605367967457, -2.1167984489402056, -1.3094198230068628, -0.8268119528512778, 0.07783808083843277, 0.641893601438988, 0.9945698691448971, -0.5342456073057087, -0.16434223956124502, 0.9670982237949387, -0.8109901099943895, -0.40627609110966295, -0.08719656111190491, 0.09944670427073414, -0.1720118183602812, -2.0229510501935275, 0.25212057071081145, 0.017289050950268482, -0.1489660037451944, 0.06805254963883252, -0.5885614237240816, 0.8346949259403422, -1.0946599350285136, -0.11749654523579191, 1.7996526888581514, -0.8365615438747686, 0.8929066338351666, -1.3535579965878222, 0.6474380756576309, -0.1910398184068488, -0.15380532206454572, 1.2802355002828147, 1.7415158287340067, 2.0045029314147844, -0.8927585429815403, 0.062280686299390146, 0.2830499444190996, 1.1804091845404852, 0.9957821147048475, -2.1944536054617347, -0.9104669878640497, 1.4534618855104882, 0.638526623112782, 0.5607624032674345, 0.4315781785165603, 0.7048047485004267, -0.523851580813062, 1.3412482812540674, -1.0172479223886102, 0.6666753983730844, 0.14521734979989384, -1.233423197618691, -2.066980157289348, -1.2560280692050663, 0.7990466358194808, 0.0689421050837858, -0.4134853097459992, -1.2417215738490606, 2.6393054704830363, -0.21350453931714736, -0.09701667900616442, 0.6029534215874321, -0.8214740856903319, -0.3990620851319013, 0.5468340280367249, -0.4667572892812145, 0.4231705288288985, -0.4737968100706602, 0.4927466730462868, -0.8928213627484147, 0.49698032999113295, 1.2248799581142031, -1.0846071109992925, 1.3513252291094875, -1.3579359209537665, 1.295785088520002, -0.28477544611691713, -0.532996577146223, 0.1537176159523321, -1.5015633347768482, 2.0124069618564473, 0.530929016803849, 0.1721717988210574, -1.5503125353653344, 0.3391201300298033, -0.1845984107973784, 0.2364200774303693, -1.2884170255842464]","[1.0, 0.0, 0.0, 0.5, 0.5, 0.5]"
219,태권도/윤성원,"[-0.9330251817892613, -1.3525031985255007, 0.1603744924869994, -1.267614136116195, 0.03685122045690781, -0.3277853866006288, 1.0023277776431867, -1.2350779886651042, -0.4191444953860283, -2.530567326480584, 2.754935817986286, -4.265872428418331, -0.3360163384140673, -3.5430128853705147, -1.9862117662224623, -1.53297103303579, 0.11982151030276975, 0.9032288788278957, 1.715438753950387, -0.7311521042216266, -0.030842012535723124, 1.5383729777682718, -1.1862610722513838, -0.565938868641436, -0.5385181591362845, 0.09541988629471479, 0.009587667626932186, -3.242842005342138, 0.6407556150757819, 0.2621272656332781, -0.15938583422065863, 0.13450263637475207, -1.0411064528051515, 1.2061267266062174, -1.6853948155147667, -0.12229011835613118, 2.774068301706206, -1.1241133541933188, 1.347616845028937, -1.8032349390143647, 0.6210953912913086, -0.15548123981213868, -0.4308500731956074, 1.8453078193086672, 2.523362689092331, 3.184116197603306, -1.1648391222378895, 0.2739339732515752, 0.11108351914178739, 1.8002157345710754, 1.297475327284573, -3.187912208576839, -1.0549304063290694, 1.9077955441589907, 1.5920557101509036, 1.1019509966464003, 0.7364129384909828, 1.188453925034375, -0.9807769276958216, 1.9163500861638538, -1.5354232287568323, 0.7445148599102089, 0.5471822796367293, -2.0799532668813945, -2.8134721892058074, -1.8064176941467724, 0.7470786874269421, -0.11474315227461347, -0.5994108244846269, -1.9708369297414536, 3.9007418277513777, -0.13803842834398303, 0.047305331221021776, 1.3462347398489831, -1.1133934882068535, -0.5675735157532409, 0.641022886321159, -0.5803524088569113, 0.5475052321267455, -0.55844645427228, 0.6094563872190663, -1.6012230687983293, 0.43428245019419126, 1.6629440346408988, -1.5376836307972281, 2.177282204627002, -2.205683606007277, 1.892115056352955, -0.2919010327006139, -1.4162058513967124, -0.14322383963336346, -2.11958201701599, 2.938670987920476, 0.968496289019613, 0.3734722442650459, -2.000134637620459, 0.6149949311467123, -0.09558385384709404, 0.3819653292510871, -1.917861536103298]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.5]"
220,방송의이해/최양수,"[-0.9410820334210125, -1.1039302249045861, 0.03966058517470303, -1.2467196835071295, 0.0685413119448112, -0.3003055027657356, 0.8090590469355572, -0.99626970645041, -0.38282644598037224, -1.9470541214700308, 2.350791408893827, -3.6292134179349165, -0.4530104759643223, -2.9219818880663255, -1.7624515691085418, -1.2933792003756355, 0.0592412820855252, 0.6703812867106872, 1.4973280643377964, -0.7477844867558056, -0.07289630204630844, 1.3417831166600436, -1.0064825302342801, -0.4862175625189381, -0.4340709429447004, 0.13346131628837643, 0.07358525640059203, -2.5981900319235303, 0.40628500426142455, 0.15470027631705294, -0.13503258085581565, 0.04163917676537235, -1.0633296138244628, 1.0384338506317246, -1.3958352060447416, -0.27688617219319833, 2.3097283075423967, -0.9853255509533272, 1.1006349989722968, -1.5646739002094638, 0.6315347493730676, 0.05865620530533244, -0.3939705211705375, 1.3547641882563546, 2.1168501264326496, 2.7257261413762834, -1.2382957114074509, 0.24427383535317085, 0.24321900726099832, 1.515727864169423, 1.221216804670828, -2.7616426534524194, -0.8568553411274796, 1.6607628351386587, 1.1761933095243184, 0.8353809981876245, 0.6145904548215191, 1.0890933262685976, -0.8432792263713044, 1.6685920711946296, -1.2949750465610763, 0.6713743364750665, 0.46063881824608083, -1.7571978663823469, -2.465501127148194, -1.679705307663556, 0.6415003767279575, -0.10427867328906167, -0.24623237933844283, -1.8933270774426847, 3.298038168208988, -0.19468336652193857, 0.1247309536180028, 1.1938393192240115, -0.9126712793691635, -0.5346598153011053, 0.7835947777150548, -0.44608818376271875, 0.33380320685783554, -0.4562368464735062, 0.7109971774266647, -1.255616676130161, 0.4242740072527, 1.5795204363653186, -1.4147765718996648, 1.6486400039472857, -2.021916534019837, 1.6924711273634707, -0.2623122740838601, -1.1761625491493635, -0.283243230789091, -1.8549132921087639, 2.5675664518053307, 0.6320593065327953, 0.2650230986544288, -1.8594156608214871, 0.4728257170758578, -0.15511434816857558, 0.34452843323482146, -1.7016261921532447]","[1.0, 0.5, 0.0, 1.0, 0.5, 0.5]"
221,인체영양학/박태선,"[-1.3346519494092617, -1.3028447627196909, 0.07564753370335908, -1.6022989145094557, 0.24640781411396676, -0.3795867196402408, 1.0714713926289718, -1.200922341028136, -0.5414154147960412, -2.6261287813725143, 3.2047007998316497, -5.138287353767639, -0.8088472767853808, -4.316136805747879, -2.178990225845826, -1.7802690831450994, -0.058673937083985155, 0.9218692482289762, 2.1852160120719475, -0.8924534334184012, -0.2559497795520549, 1.800843792525013, -1.6553724146708253, -0.48357026321752694, -0.3576131997574819, 0.27317939946917613, 0.17715785088582756, -3.8745134739448144, 0.4345217461075912, 0.5554378803847515, -0.06663970006686275, 0.1900331917238006, -1.293932649576992, 1.4251580825165429, -1.9700711307491667, -0.259371581174621, 3.4297051752714753, -1.3973218293269019, 1.3839449301958222, -1.8992310536863573, 0.8652288647175939, -0.35554212523341716, -0.5251226744899278, 1.9423352690582956, 2.867928320128064, 3.8657278955482703, -1.4730831367578237, 0.6058976743722615, 0.3755714766733812, 2.033991506729552, 1.6212557058800385, -4.018124126722793, -1.366236300877913, 2.423112340761106, 1.734640908564916, 1.2440927204066867, 0.8475078008169834, 1.1614276311321106, -1.3692171674826965, 2.3055266874376104, -1.6731377062901645, 1.0205915386074986, 0.5575646718495365, -2.619078399249524, -3.495295632572485, -2.241997626220959, 1.003754281965284, -0.08637541784234434, -0.27137404003182913, -2.9102408993420625, 4.6030933661277, -0.17526410347641222, -0.05456154393963507, 1.4441885463803532, -1.0883093273504647, -1.0229344768439685, 0.9391695216949467, -0.4673352705431486, 0.7143156042832111, -0.5642218544022395, 1.0062370427131455, -1.835415802262562, 0.47747796635916967, 2.2309406501026903, -1.976315493531246, 2.248159450513464, -2.7276346571172425, 2.517393960119642, -0.26043722614053794, -1.5800380756359456, -0.12127863176481594, -2.7314456181689315, 3.4220950223919004, 0.9577597196624755, 0.14397944111158129, -2.399846860425382, 0.573758156637828, -0.1302062838046148, 0.3935539086975329, -2.5903260985586942]","[1.0, 0.5, 0.5, 1.0, 0.5, 0.5]"
222,관찰과표현/홍수연,"[-0.955788200521519, -1.1064238819813863, 0.2753124013259899, -1.0611845814000762, -0.09490994685828848, -0.43305379241771363, 0.9179624663647276, -1.150815504351131, -0.3585109204870755, -2.0162795049709343, 2.4209887332447613, -3.76608719531369, -0.1481257938112825, -2.8694953872817996, -1.519474362749004, -1.2086639531884145, 0.33849553167761504, 0.4630436862055242, 1.5037354247508912, -0.44826561796583636, -0.09145665868793443, 1.056397615866255, -0.8257820476548962, -0.34565661539805276, -0.09497700740848525, -0.027236249056479898, -0.0832868059253397, -2.6453772481165925, 0.3591904116556957, 0.21940811503261637, -0.15152138920386923, -0.0759406783538314, -0.9958849125646416, 0.9511289487919418, -1.299672284994516, -0.08075852596198596, 2.1998037835926523, -0.9488631968056488, 1.0967699535560882, -1.0371062273404108, 0.5207506090525392, -0.06655627473736783, -0.3703603564408017, 1.1444226428753508, 2.2320635999925655, 2.775354335598422, -0.9821133662645192, 0.6840144537675428, 0.27675518208990263, 1.3635750389620087, 0.833075497775674, -2.73110531620147, -0.7014900660785893, 1.712410242507473, 1.234319476505004, 0.9263226501506957, 0.5087911922230933, 0.8533164603792383, -0.8716782042777613, 1.691231712557684, -0.8480422913831036, 0.7422626285206232, 0.35777027912306997, -2.0139490676321072, -2.131674234741123, -1.5247169248442958, 0.4681894856642979, 0.04039728705913347, -0.1733513277920172, -1.8283159922915688, 2.8958544141039435, 0.14237326749788265, 0.14791574804896132, 0.9183621251712009, -0.7014006617651576, -0.3497004070104158, 0.17677485514067245, -0.34569006016960885, 0.6668414424676816, -0.23426905184450786, 0.7169117312014539, -1.2718053927666704, -0.021713800124526245, 1.8314967675946339, -1.191617399934965, 1.3898599102747806, -1.6536457697475206, 1.3266410420603028, 0.07759132660195178, -1.0813132369580605, 0.30727611337018496, -1.7222052483143648, 2.1514310334124334, 0.8694044675324786, 0.22108900794262526, -1.47898960314744, 0.46751823941951054, 0.18666623220315343, 0.2196533804407022, -1.6603755409477474]","[1.0, 0.0, 0.5, 1.0, 0.5, 0.5]"
223,인권과세계시민주의/장동진,"[-0.9183149061961741, -1.0586532616076316, 0.13810082359765755, -1.2193366704842323, 0.08194816437840677, -0.4048715075322869, 0.8650744578626378, -1.0686835102194312, -0.4786315423576829, -2.08873632848226, 2.4705980188436585, -3.95791341113242, -0.4373277087277771, -3.1278319459404793, -1.952983190826064, -1.2112552052682504, 0.03964474204084825, 0.7351274648712675, 1.5814050912659712, -0.6275259767784206, -0.09730932662008795, 1.4158352564577672, -1.1242050379664619, -0.48355149754521615, -0.41162677273770115, 0.11791087282615494, 0.03620991665566654, -2.96521434701111, 0.5385126067230942, 0.26215129829216066, -0.14692826841972487, 0.09006820369980569, -0.984774328258869, 1.2297787277490726, -1.6528031705002533, -0.19057905856128543, 2.543661840808367, -1.155805146896453, 1.2986029596351176, -1.5317414034637917, 0.6927403812810767, -0.14762231235378284, -0.4819037700607455, 1.6261684416160993, 2.3741917152650993, 2.886686347436202, -1.234782544612531, 0.42443931281055186, 0.33902961842776974, 1.6670444390110315, 1.3679234957834068, -3.0399984971903518, -1.0624106028791411, 1.8478940937095045, 1.4744406670498376, 1.0519334831587979, 0.537476256770116, 1.0023914807290597, -0.8446420889416705, 1.874200826463807, -1.3654752819955431, 0.8378271565308228, 0.39623997624631374, -1.9226940068358165, -2.744995847533861, -1.8675340127749132, 0.693995996120879, 0.015925117790290304, -0.31823819874327386, -2.0370500594939003, 3.530600009982011, -0.14551469282271529, -0.00845438163262565, 1.1396001852085016, -0.9415247324462552, -0.497317675607935, 0.6009451071032303, -0.4344948126864778, 0.4836666223919415, -0.5477066099357412, 0.70652939439209, -1.3282238175850771, 0.36439436098804107, 1.7491105670180829, -1.4446272907009599, 1.9081901370177519, -2.213966502480395, 1.8025605531531443, -0.2141832753280297, -1.224581265631752, -0.153826966709827, -1.9790124631493033, 2.6447520258281507, 0.7963639965802792, 0.21413702026203582, -1.9325502372381482, 0.4300774188086686, -0.13069444651887707, 0.44378596249334507, -1.8371548449770394]","[1.0, 0.5, 0.5, 1.0, 0.0, 0.5]"
224,YONSEI RC 101-중어중문학과/김은영,"[-0.8694332829353301, -1.0998977780305954, -0.07618020201251699, -1.11477605894481, 0.001595266974317262, -0.2851831073586421, 0.8077871716498959, -1.0960852659092688, -0.257238057171891, -1.9766342836665944, 2.2774683887575966, -3.47737777895882, -0.4613766065219103, -2.895111550718924, -1.755637191820709, -1.097168494541142, -0.11172112342080363, 0.47723203093455385, 1.5851457001915021, -0.8336414567033492, -0.12889279164836248, 1.2190574193491843, -0.8754843673671375, -0.47574989497412695, -0.19810531993523933, 0.05270461604740714, 0.05390739866516517, -2.3466808147151657, 0.44381166918408116, 0.37183308662142545, -0.1835367543526151, 0.015991213856360584, -0.9068248145362864, 1.047059179790601, -1.3528932988405917, -0.18906728188879635, 2.200177675171166, -1.019953748007554, 1.1601512747045803, -1.5202283581632305, 0.5163204753380433, -0.16644528317556315, -0.3309835079706902, 1.5134152480087961, 2.0454162166192518, 2.6967587481473516, -0.9702847239328988, 0.3291273602548994, 0.33804508644260733, 1.582524791792234, 1.2376919794174994, -2.9339656357960378, -0.8007957197524792, 1.495461294739444, 1.0660489108704898, 1.0702767126886055, 0.6153501072804975, 0.8311415025722891, -0.7509765317933073, 1.5837757468664864, -1.3019572078625365, 0.7116252520487385, 0.6583289562022978, -1.8308784276982206, -2.2884565703910704, -1.7180119151323858, 0.6686378967299433, -0.14045946391038847, -0.25242802679717913, -1.6826923945190846, 3.016256388709269, 0.03173240549172368, -0.03109231296278484, 1.1751836621392593, -0.7923899985115846, -0.27916469903429014, 0.6271290868814701, -0.27159640054655887, 0.36878413183878545, -0.466348191071714, 0.7405371529174694, -1.1832144944617848, 0.41255873756350536, 1.6115794272102715, -1.3162514388879165, 1.7335500860379032, -1.9576458846448932, 1.385591009600625, -0.2586262265672074, -1.2639112631473295, -0.24349412607322068, -1.766382827177468, 2.4200115322932185, 0.46295164041812015, 0.48867161041323187, -1.4667370089587164, 0.45126242035648617, -0.05391265366353006, 0.4088426435396292, -1.7185002111614467]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
225,컴퓨터아키텍쳐/김영석,"[-1.3114745245009263, -1.546538869757571, 0.17153137294167609, -1.5014362416131581, 0.0255249962389114, -0.4416971759246854, 1.1123141893327857, -1.5130205165651294, -0.6481734568063724, -2.9182795904855547, 3.2935837183867687, -4.856454528882783, -0.6438933436691536, -4.142874895222464, -2.2855800505021078, -1.5054385311340344, 0.0895678548456017, 0.9513200250830165, 2.0123316097562625, -1.0647675780424974, 0.0009073592118781356, 1.701700174122116, -1.2306622764826782, -0.7745517760604801, -0.5542518189945398, 0.07207847553479392, 0.09440766938880078, -3.46064154152242, 0.4844217238322263, 0.2812048877065707, -0.2552441330960609, 0.07724843922632631, -1.5488867469356034, 1.4380722675520914, -1.643469442201802, -0.30353616969541747, 3.0017808041774634, -1.3508304525028751, 1.513800839483934, -1.9656303596476072, 0.7928502072326992, -0.056264739655157936, -0.6158449817292716, 1.8767592979534526, 2.915000692588313, 3.6393258435459916, -1.5485122341760005, 0.2923935799460588, 0.33775470173000044, 2.219074267801798, 1.6556778851670988, -3.685655897860886, -1.1640451257420898, 2.13721351427286, 1.538186115929997, 1.1921963057672984, 0.487446367618201, 1.2297201776341338, -1.1679890263050725, 2.232612336667153, -1.652815654137444, 1.0151710751582403, 0.6844082761851048, -2.4012483369670066, -3.1392603446587315, -2.1880457740140864, 0.8046384427335946, -0.12837191226240163, -0.3516731454595776, -2.289127654702618, 4.347687850820645, -0.042258820497133136, 0.05509430698929878, 1.545910446987535, -1.251979674432023, -0.5551551876586766, 0.8117294840234045, -0.5770244101615668, 0.6879274159449453, -0.48859426886909335, 0.8925515188372731, -1.7011822166701072, 0.3786375037017638, 2.0195503679726867, -1.870685058818576, 2.270823150258262, -2.6484128834028304, 2.1779162825904796, -0.3513962185873042, -1.5402352464054365, -0.3148792881709576, -2.6816682531131124, 3.243733032223119, 0.967939571327857, 0.4021557246869815, -2.275947871939422, 0.44717959979538263, 0.001383735267193817, 0.4289947917984687, -2.256276123601899]","[1.0, 0.0, 1.0, 1.0, 0.5, 0.5]"
226,한문(1)/박혜승,"[-1.0467535001260688, -1.3848166700785685, 0.07612862211676096, -1.3877523975999002, 0.0644825687076223, -0.4283854759979785, 0.9777172397031163, -1.2254861873803051, -0.557091509359108, -2.3205525859953404, 2.8652790969868365, -4.192361792579822, -0.3566845275629271, -3.4554357096149992, -1.9834863342691023, -1.506301797298102, 0.04381166318682823, 0.8116445694298174, 1.7130033015366186, -0.7636827856632781, -0.145009683741062, 1.5896434983903331, -1.1942553882103104, -0.526536399370334, -0.5960805765656546, 0.1114324528611836, -0.018823732251586393, -3.1523332577315992, 0.49682579058650317, 0.2449757005331111, -0.17281769751265275, 0.030821743092223075, -1.1262946696782892, 1.2537869360809535, -1.6531606746273346, -0.3186890679293463, 2.8407625134180545, -1.0536282758796496, 1.3866834274991253, -1.837206844211556, 0.7000125065408642, -0.18758902495379418, -0.4433686002643006, 1.8748637068034213, 2.4742666881626914, 3.19049186642877, -1.316459111569498, 0.43384918170968556, 0.1749139399992405, 1.7992386747713538, 1.397102396308911, -3.30690569448633, -1.1259630066503277, 2.0372975267450033, 1.5236313793020826, 1.1416551411306282, 0.6681493249081703, 1.186319918583444, -0.9796724305825425, 1.9197443776987098, -1.5277477774379369, 0.7938634381299303, 0.3847783586565179, -2.1477595828345972, -2.8068614987299276, -1.8009356348530308, 0.8203253444132966, -0.1009807478238356, -0.41503876365457587, -1.873608613420416, 3.8216729517899672, -0.21294197005308063, 0.05356595567619612, 1.3092769478911606, -0.9373075152439928, -0.5954994200301262, 0.7445158021133983, -0.39442327352609774, 0.4321667844690032, -0.5365607241681885, 0.782490078131985, -1.4859701929095444, 0.3630065375006756, 1.6724558618434282, -1.6204285918167922, 2.069601138268363, -2.2748588286935805, 1.7944752915984552, -0.24573295937056805, -1.3694923869215643, -0.27044920906971986, -2.1205572539771502, 2.8418033114022108, 0.8737687036878016, 0.3351808184553189, -1.8671609200353918, 0.4461221555201969, -0.12646902612116026, 0.43999757783975696, -2.006734807315761]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.5]"
227,택견/도기현,"[-0.9968180179873477, -1.104283494418151, 0.2260204246560856, -1.469850935429937, -0.003997233674834441, -0.3105757603203349, 1.08559389008473, -1.255293303058135, -0.5136018040909904, -2.5710342137917683, 2.9956419193896586, -4.457218543600003, -0.5453868076253768, -3.7852748653475765, -2.0015446921351523, -1.6150789426523586, 0.030520602094872385, 0.9131449703392625, 1.764439327946699, -0.8659367319948429, -0.16856278967051674, 1.6291213999855554, -1.2628053190622293, -0.5436701233720612, -0.4518798173972071, 0.10097691792220313, 0.008368281432060152, -3.5056680866128245, 0.47449134658798403, 0.2400466266335115, -0.16179350675870302, 0.14567118786732847, -1.099999709176036, 1.3026830019551543, -1.7603460120154057, -0.2503568262313448, 2.865468089829986, -1.2588623730868913, 1.3430407738433352, -1.8459833186924635, 0.6677330470417636, -0.16530601879393453, -0.43701750464974526, 1.9806785828487663, 2.7084001356766687, 3.470992972251667, -1.3842754800004542, 0.34111443133348573, 0.24256755878194744, 2.039727755742207, 1.5242513741416985, -3.6540391943217876, -1.1732057206471531, 2.1187260642590364, 1.7061695236706997, 1.2385964993618384, 0.6749319217116972, 1.0104953321016938, -1.0894620769939558, 2.084783202786049, -1.7282331303529372, 1.0703907089434066, 0.5712689116195866, -2.2432088101596785, -3.1069230325168684, -2.05940709056735, 0.8752959105231828, -0.22272766327978114, -0.4495445300195551, -2.3445261748574397, 4.1606241838587765, -0.13141826311202046, 0.08826376015553139, 1.3783712527075385, -1.1667721327942069, -0.6263197668949892, 0.6497213582565512, -0.5289525885989182, 0.6116627185696846, -0.4848376665378574, 0.8300535712892813, -1.6519325607903048, 0.39877970546539376, 1.775592125212251, -1.7295834669551984, 2.245011786214015, -2.4722512406592476, 2.097716311433281, -0.30778671282612663, -1.3996609907116986, -0.2033181870017979, -2.3950506463345547, 3.1656450963767733, 0.8977728470703907, 0.26621106682556916, -2.1033488014400885, 0.4503814209206541, -0.08422093829599664, 0.5029419232886384, -2.0739916815763104]","[1.0, 1.0, 1.0, 1.0, 0.5, 0.5]"
228,이산구조/이수경,"[-1.26762850855751, -1.3415372279966473, 0.014719367807502933, -1.6672754763087947, 0.19109416702522986, -0.49081323779628483, 0.9953689092368508, -1.3276411589748685, -0.6717488693907483, -2.6300920534024805, 3.188006694539954, -4.890102080035607, -0.676176280227964, -4.149418465274639, -2.445732952862054, -1.5441766636973342, -0.036470812285845214, 0.9119713598705445, 2.0631790075118737, -1.041919761513939, -0.0014286864640735992, 1.8428607140096294, -1.2641507736363669, -0.8475870559057499, -0.5524498919657063, 0.0778191426682997, 0.08441176458408749, -3.537253123141896, 0.4954824450278793, 0.3783137417246734, -0.20167934024817083, 0.281026471258601, -1.394574746473296, 1.5043609898874652, -1.792163377141333, -0.27489123388043274, 3.1747281174385154, -1.4897552996192838, 1.5431498363507314, -2.123218874020598, 0.7010613740506434, -0.14619650761185668, -0.4727631249099911, 1.9914277629563915, 2.868207491089717, 3.6103523353262092, -1.5879071450438216, 0.5904852028754412, 0.3132421996351455, 2.07780151848799, 1.7880397899011227, -3.8715510477653226, -1.2533966923289503, 2.316604700496803, 1.7539425336068077, 1.171776558596296, 0.823990416165301, 1.3725660783323033, -1.0367402962023125, 2.1975681578314346, -1.6743066140007639, 0.902385672990042, 0.5662028025010118, -2.409706520497732, -3.417872757713518, -2.254536574811211, 1.0442006120263676, -0.06359720487234279, -0.3797425556487957, -2.596559348205901, 4.649151394064743, -0.2807114955964944, -0.0211341634471726, 1.6377645578993099, -1.185563522241905, -0.8673843851362539, 1.0084355850070297, -0.5388317355437611, 0.503727194774673, -0.665250042280334, 0.7329115270560828, -1.684401069024427, 0.6084155169175843, 2.2135238058857913, -1.8702015335954785, 2.224147007195614, -2.7277033115292, 2.3972233761850252, -0.5124593868059034, -1.5893329373535694, -0.28293700679703665, -2.6699602856718325, 3.437138951104883, 1.1883443057543694, 0.2528118708767763, -2.4475287324095882, 0.5894979235001435, -0.26538739051680266, 0.549881779940372, -2.46197634115167]","[1.0, 1.0, 0.5, 1.0, 0.5, 0.5]"
