,강의명/교수명,input,target
193,전자세라믹스/조용수,"[-0.09530416, 0.28005186, 0.582755, 0.47438505, -0.09248529, -0.03084209, -0.2584014, -0.3882008, -0.5541331, -0.7531272, -0.38881615, 0.09697856, -0.9799476, -0.04029688, 0.43241593, 0.09151075, -0.9188191, -0.32739714, -0.17046264, -0.5983968, 0.8106252, -0.2378398, -0.2970469, 0.06292007, -0.059181377, 0.49531808, -0.078857824, -0.26077694, -0.13859865, 0.47500852, 0.7635544, 0.22521015, 0.7226288, 0.5696567, -0.16640404, -0.6057789, -0.10353119, 0.06964818, 0.399682, -0.045852214, 0.44228593, 0.20113659, -0.68156403, 0.24504268, -0.16767915, 0.62323385, -0.5789461, 0.26579374, 0.19756159, 0.22676966, 0.11415808, 0.6757653, -0.3666153, 1.7003415, 0.059807308, 0.4554084, -0.13653566, 0.68379676, 0.57562625, -0.4121002, 1.0436473, 0.36417222, -0.035294354, 0.6876765, -1.1859987, 0.34421596, -0.1936925, -0.11897337, -0.20429523, -0.23966123, -0.3310882, 0.88747793, -0.024365483, -0.070607066, 0.07792697, -0.03452269, 0.061992988, -0.061944954, 0.17003909, 0.30994067, 0.1238686, -0.3748958, -0.21019068, -0.7550199, 0.8581457, 0.49163795, 0.5121511, 0.124627724, 0.21837825, -0.33066475, -0.17743082, 0.34208623, -0.46756333, 0.25891498, -0.4889603, -0.010881198, -0.052301884, -0.78592443, -0.33763146, -0.48824614]","[0.5, 0.5, 0.0, 1.0, 0.0, 1.0]"
194,물리전자/유기준,"[-0.9623064, 0.74530345, 0.09519374, 0.8978779, -0.35603994, -0.38976735, 0.09673773, 0.6221852, -0.22439806, -0.05024453, -0.2697956, 0.73125726, -0.098553106, 0.48675987, 0.4543898, -0.34945384, -1.0841691, -0.061670795, 0.33481702, -0.1586508, -0.2445003, 0.035220947, -0.22958635, 0.5456858, 0.1520908, 0.248265, 0.93648416, 0.012548574, -0.10168466, 0.24926238, 0.59226537, 0.88021266, 0.20287713, -0.47687286, -0.37342408, 0.12537618, -0.1943579, -0.101803996, 0.75146556, -0.679669, 0.17634459, 0.07062083, -0.49889302, -0.15932952, -0.15617529, -0.6693086, -0.28323343, -0.76417494, 0.74517274, 0.00928565, 0.23374303, 0.041492853, -1.102847, -0.17572437, 0.79574543, 0.34039432, -0.8633365, 0.6515663, 0.06546707, 0.7549112, 1.242984, 0.025334151, -0.5975467, 1.1924282, -0.14658031, 0.45358467, -0.024578592, -0.38211295, 0.11941841, 0.17947362, -0.17344823, 0.9121759, 0.013693148, 1.1086484, -0.10969962, -0.30423814, -0.39083025, -0.5414956, 0.967246, 0.07162135, -0.41683567, -0.13305831, 0.03347714, 0.337317, 0.4164754, 0.49468178, 0.36854237, -0.8977749, -0.059229147, -0.8887817, -0.75245184, -0.27547777, -0.63894904, -0.09905503, -0.7614025, -0.19197868, -1.2222674, -0.16132858, 0.16972831, 0.17696233]","[0.5, 0.0, 0.5, 1.0, 0.0, 0.5]"
195,글쓰기/송태욱,"[-0.15443157, 0.4309207, -0.101188, -0.09874989, 0.02518754, -0.5341094, 0.15658492, 0.950705, 0.012333886, -0.17685331, 0.009603846, -0.23862106, -0.5848805, 0.6185925, 0.8861637, -0.49067467, -0.6215045, -0.2101811, 0.014877534, 1.4978244, 0.32403222, -0.02533017, -0.6362955, -0.5232215, 0.13573241, 0.22501403, -0.40800968, -0.12430652, 0.17620614, 0.295663, 0.62114304, 0.39610654, 0.3616728, 0.51001877, -0.9170776, 0.16499202, 0.25159323, 0.32337776, 0.61596316, -0.24954395, -0.4170697, 0.27727076, -0.91879064, -0.4195005, 0.72262883, -0.2959881, -1.0476451, 0.18796937, 0.15827489, 0.5723977, -0.113801494, 0.6370248, -1.1703521, -0.7162246, 0.32623932, 0.38802627, -0.17218657, -0.30111372, -0.81351244, -0.22158188, 0.33308038, 0.27795815, -0.40210298, 0.40400895, -0.5320756, 0.22897416, 0.49786624, -1.1795808, -0.7129081, 0.12806502, -0.80227673, 0.48622176, 0.7870937, 0.4674357, -0.15882057, -0.45083138, -0.48429197, -0.1072359, 0.27744934, -0.12693168, 0.08420833, 0.37599963, -0.9313965, 0.099281654, 1.0199313, -0.2943418, 0.98491013, 0.08457106, 0.5152116, -0.012159112, -1.1079999, 0.63716537, -0.010811727, 0.16019627, -0.73556226, 0.05686684, -0.41245398, -0.010170345, 0.15202305, -0.057614543]","[1.0, 0.5, 1.0, 0.0, 1.0, 0.5]"
196,GREAT BOOKS & DEBATE (문학으로보는동아시아의근대풍경)/김예림,"[-0.09679613, 0.39859983, 0.5527195, 0.32579556, -0.113426216, 0.015838686, 0.38625798, 0.46959162, -0.3892632, -0.2915261, 0.17688656, -0.05169045, -1.0893366, -0.08510765, 0.58701545, -0.7499216, -0.48940656, 0.48861468, -0.5934828, 0.014415115, 0.88971335, 0.2064789, -0.37391812, -0.051283784, 0.124930695, 0.6773622, -0.63256204, 0.08850558, 0.4568887, 0.5565347, 0.08018117, -0.1879469, 0.08361277, 1.1690134, -0.51016414, -0.03210263, -0.14299466, -0.49653262, 0.21800429, -0.0908693, -0.12970015, 0.096778244, -0.69014436, -0.863866, 0.2752291, 0.22193353, -0.6120047, -0.37914523, -0.22760217, 0.51950884, 0.054955542, 0.47976413, -0.5656096, 0.69503194, 0.4483611, 0.2864386, -0.29274985, 0.40282592, 0.024794612, -0.14525479, 0.34822953, -0.23951149, -0.41466793, 0.3217415, -0.43540308, 0.49223706, 0.2748464, 0.7923646, -0.33261514, -0.14189969, -0.50828475, 0.3876001, 0.20599528, 0.37296286, -0.48397157, -0.15205234, -0.57569194, -0.3506528, 0.28687713, -0.15600674, -0.41169834, -0.041168418, -0.5140612, -0.34085882, 0.80419457, -0.67917186, 1.2890947, -0.6037266, 0.525417, -0.13336661, -0.38269106, 0.5048298, -0.039181076, 0.67562103, -0.42705783, -0.54806405, -0.27417505, -0.5354686, 0.1933301, -0.35051033]","[1.0, 0.5, 0.5, 1.0, 0.0, 0.5]"
197,서양철학사/정현철,"[0.06687093, 0.26601738, 0.54933417, 1.1765171, -0.98505026, -0.009395945, 0.42315647, -0.009943857, -0.74337906, -0.70078117, 0.33875823, -0.41525453, -0.6757136, -0.09684878, 0.44355944, -0.8789471, -0.679447, -0.04442347, -0.239821, 0.07704607, 0.10653361, 0.2537243, -0.106742814, -0.031149752, -0.15275277, 0.28836623, -0.017677365, 0.13636152, 0.24832048, 0.28907666, 0.9418262, 0.41322076, 0.07648877, 0.35156366, 0.2565764, 0.3340166, -0.26905024, -0.043049123, 0.13862637, -0.57223046, -0.5838211, 0.08307318, -0.575048, -0.7588567, -0.3266899, -0.04467983, -0.6494308, 0.28496212, -0.09830919, 0.41326207, -0.076376826, -0.21771687, 0.06824117, 0.47791907, 0.50142604, 0.6659892, -0.08664339, -0.004499994, 0.29854396, -0.70161456, 0.8908834, 0.08137098, -0.68396026, 0.12637447, -0.3383836, -0.45733848, -0.3468668, -0.33588722, 0.48650357, -0.12739122, -0.57698786, 0.536882, -0.23785016, 0.83095664, -0.9254511, -0.3822282, -0.31602958, -0.31453177, -0.089103505, -0.085606165, -0.18024094, 0.19424629, -0.855054, -0.5569014, 1.1825528, -0.18043384, 1.1905583, -1.3101934, 0.30399776, 0.37468472, -0.83353895, 1.0232743, -0.19423246, -0.048605617, 0.06622254, -0.07131275, -0.2917141, -0.35364065, -0.08086306, 0.0013011079]","[1.0, 0.5, 0.5, 1.0, 0.0, 0.5]"
198,영어학입문/이은경,"[0.06409052, 0.72789514, 0.09911202, 0.08680967, 0.15780307, -0.1026165, 0.6600839, 0.484294, -1.1477062, 0.027978247, -0.83478427, 0.4892254, 0.22650963, 0.40764648, -0.16018754, -0.09004966, -0.116456896, 0.12223111, -0.15164684, -0.1147948, 0.9302391, 0.14506535, -0.06398968, 0.01686648, -1.0177474, 0.2968149, 0.25325257, 0.48013246, 0.35275945, 0.70031, 0.0036043946, -0.01821215, 0.27576077, 0.6581256, -0.7483484, -0.32724974, 0.08816264, 0.1620371, -0.15050806, -0.5686182, 0.05660432, 0.39786163, 0.6540367, -0.73117024, -0.41991526, -0.06542412, 0.046736334, 0.12958696, 0.09194295, 0.26343957, -0.909813, 0.4553754, -0.2379795, 0.7461304, -0.12693772, 0.5623937, -0.5566463, 0.78950423, 0.19057827, -0.5118101, 0.010502051, 0.23216516, -0.77141744, 0.6183653, -0.57474923, 0.00036922295, 0.065115206, -0.40500692, 0.6030932, -0.12245871, 0.27864587, 0.22640613, -0.5475036, 0.30769804, 0.26169747, -0.20227343, -0.20137261, 0.77330095, 0.63177496, -0.19366217, -0.03854951, -0.5047882, -0.3325845, 0.09491368, 0.41781947, 0.6032755, 0.048814673, -0.71555156, 0.30023286, -0.3824759, -0.21545698, 0.38995072, -0.14967254, 0.11340427, -0.55037487, -0.8536901, -0.24543603, -0.8967192, 0.2656951, -0.44776314]","[0.5, 0.0, 1.0, 1.0, 0.5, 0.5]"
199,PROGRAMMING FOR EVERYBODY/이기헌,"[-0.53442353, 0.2888467, -0.52438563, 0.5495311, 0.12534198, -0.13965987, 0.16912106, 0.56453335, -0.19550419, -0.20621163, -0.16314222, 0.25050226, -0.04484728, 0.79139936, 0.6344635, 0.291032, -0.41613165, -0.17923696, 0.17467806, -0.28435308, 0.43392798, -0.6297721, -0.42094257, -0.17165498, -0.07855075, 0.64424175, -0.05803688, 0.46380138, 0.118897624, 0.09732454, 0.25690827, 0.7129219, 0.46467695, 0.17775469, -0.48054, -0.12659425, -0.17374767, 0.37973982, 0.24919501, -0.9008114, -0.49615124, 0.5092765, -0.10286215, -0.25913438, -0.17371736, -0.46641856, -0.32213616, 0.34220338, -0.54798913, -0.068482436, -0.5223614, 0.7620004, -0.3470304, 1.0318483, 0.14171886, 0.52624446, 0.090466715, 0.13300258, -0.23713265, 0.24395488, 0.4035162, 0.3206759, -0.4509332, 0.8588841, -0.3649849, 0.015958091, 0.5617389, -0.13924934, -0.23580751, 0.19020791, -0.46384472, 0.5320869, 0.24252619, 0.9533066, -0.047744393, -0.5947717, -0.51575565, 0.5424097, 0.40529424, -0.22248054, -0.6650508, 0.1897908, -0.09967192, -0.39721122, 0.30477846, 0.13872056, 0.8906585, 0.15741022, 0.49325493, -0.24485981, -0.14289099, 0.60171425, -0.09509311, 0.40392637, -0.22259651, -0.644927, -0.44679722, -0.67754596, -0.5761708, -0.65208405]","[1.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
200,일본어(1)/장윤아,"[0.25443608, 0.20627326, -0.44855475, -0.09327371, -0.24154541, 0.22567911, 0.37747914, 0.47545958, -0.820339, 0.22269219, 0.17496134, -0.25611046, -0.67277473, 0.3357103, 0.12306655, -0.034334052, -0.45291653, -0.23985818, 0.1252299, -0.36857304, 0.3912001, 0.2428974, -0.13889971, -1.1099728, -0.34575585, -0.11684499, 0.04232653, 0.15923138, 0.5225461, 0.5614573, 0.109316, 1.0549067, 0.6040262, 0.034105305, -0.39847288, 0.053149827, 0.022536691, 0.7885388, 0.26232213, 0.10223518, 0.11178919, 0.6133521, 0.357716, -0.45334774, -0.57329345, 0.13584556, -0.40108415, 0.01813285, 0.46118554, -0.16667466, -0.14751644, 0.008750666, 0.24861462, 0.117562756, 0.14839494, 0.24527143, -0.20394531, 0.76680756, -0.19030537, -0.1820933, 0.5361848, 0.2693935, -0.76609707, 0.4756308, -0.922746, 0.62497747, 0.30611342, -0.32812518, 0.28289488, 0.014825203, -0.06513259, 0.44564727, 0.3757178, 0.40376207, 0.17299111, 0.04150264, -0.4783061, 0.26831385, 0.570719, 0.2906494, -0.27968654, -0.62577015, 0.12599559, -0.20856024, 0.544812, 0.5566432, 0.60681057, -0.7770849, -0.005699088, -0.7999818, -0.21134165, 0.9077643, -0.54417026, 0.29287207, -0.35254788, -0.14532158, -0.8070351, 0.18377748, 0.28864008, -0.69729006]","[1.0, 0.5, 1.0, 1.0, 0.5, 0.5]"
201,특수교육학개론/김지영,"[-0.16166061, 0.63541317, -0.34325206, 0.6454747, -0.75187194, 0.43409416, 0.7971091, -0.18387264, -0.7364905, -0.05833787, -0.25164634, 0.36904737, -1.0400397, 0.3989357, 0.01256401, -0.45998815, -0.5276073, -0.4718127, 0.55884266, 0.035138004, 0.59090585, 0.16559194, -0.07533466, -0.34825465, -0.29696923, -0.009129566, 0.004686949, 0.22432765, 0.23912609, 0.21499522, 0.7482664, 0.04870688, -0.16585113, 0.6657777, -1.0449667, 0.17924711, -0.06014249, 0.7261339, -0.05570948, -0.52835923, -0.012827859, 0.5252974, -0.2860267, -0.7146988, 0.09073316, -0.24587676, -1.0741724, 0.4778862, 0.18911563, 0.06930235, 0.6872973, -0.068979554, -0.5806196, 0.5762779, 0.8116122, -0.16507684, -0.076094486, 0.21800366, 0.2164548, -0.4062131, -0.56797427, 0.30184284, -0.5579973, 0.3927084, -0.64669, 0.04608321, 0.20244864, -0.17753659, -0.49456194, -0.12771793, 0.3361907, -0.27126133, -0.2147636, 0.2705384, -0.75655043, 0.23759685, -0.6800158, 0.24700034, -0.19066484, 0.29548725, -0.2658608, -0.42458668, -0.23640624, -0.22011992, 0.9137239, 0.45623296, 0.54433644, -0.44763133, 1.1348189, -0.69555163, -0.8546337, 0.5789315, -0.5895199, 0.24608055, -0.060235333, -0.2529556, -1.122938, -0.39264002, -0.39032343, -0.6433393]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.5]"
202,ENGLISH FOR PHYSICAL SCIENCES AND ENGINEERING/휴벨브라이언,"[-0.905152, -0.47030708, -0.7161286, -0.07380749, -0.45791066, -0.67421216, -0.23953739, 0.03842032, -0.51497304, -0.051456515, -0.62889266, -0.036024507, 0.0038450295, -0.048849918, 0.748065, -0.10833765, -1.4344265, 0.37988517, 0.40768635, -0.26764265, 0.6537781, -0.019831005, -0.24369778, -0.6674513, -0.15917076, 0.7327429, 0.5953113, 0.15644002, 1.227203, 0.8624647, 0.32638735, 0.11319981, 0.02795605, 0.9009786, 1.0433705, 0.42682862, 0.50772357, 0.4454907, 0.36103627, -0.23674431, -0.47317517, -0.0792844, -0.177985, -1.1422505, 0.16627555, -0.43603083, -0.23082983, -0.8889068, -0.28970945, -0.09495173, -0.5434081, 0.049204394, -0.8576812, 0.842968, 1.0526109, 0.37821683, -0.044324122, 0.70212704, 0.26533717, -0.43512392, 0.543708, 0.03881093, -0.6888055, 0.90614617, -0.74184877, 0.49011832, 0.07114201, -0.7319397, 0.1772954, 0.4476099, -1.3631685, 0.2333019, -0.11529625, -0.5856946, 0.022465477, 0.021582376, -0.36291263, 0.2500099, -0.32620168, 0.119058624, -1.1431845, 0.31467935, 0.36130303, -0.600004, -0.23244303, 0.25620192, 0.4878938, -0.16340385, 0.5023799, -0.14383817, -0.31607637, 0.65475863, 0.42841277, 0.9627042, -0.5903223, 0.28779653, -0.87976325, -1.0038828, -0.72056293, -0.5117353]","[1.0, 0.5, 0.5, 1.0, 0.5, 0.5]"
203,세포생명공학/이상규,"[-0.15678905, 0.5213839, -0.09984397, 0.36669913, 0.13171653, 0.5741287, 0.7113952, 0.36377198, -0.5459172, -0.39093906, -0.39832795, 0.22581086, -0.3237343, 0.18598981, 0.570457, -0.33836496, -0.59018433, -0.3521176, 0.8969923, -0.55737436, 0.6063054, -0.44891888, -0.4998612, -0.34458846, 0.1467756, 0.48964047, -0.36965713, 0.10062825, 0.6097244, 0.47803447, 0.37504357, 0.13068922, -0.31327763, -0.15847301, 0.29771262, 0.69646126, 0.25011694, 0.35662597, -0.25144774, -0.1549733, -0.32059816, 0.5913025, 0.15966822, -0.04148814, 0.0703018, -0.6733392, -0.42015442, 0.50739056, 0.24527211, 0.5917928, 0.11509774, 0.024800781, -0.66291857, 0.65814674, 0.048123457, 0.4577169, 0.49472582, 0.04580069, -0.6070535, -0.5474771, 0.42569464, -0.049516693, -0.43628976, 0.2689573, -1.798513, 0.23104791, 0.1298432, 0.053350214, 0.09220992, -0.07934149, -0.23705883, 0.36563474, 0.21207392, 1.4269884, -0.6942687, -0.4158827, -0.14432336, -0.14488158, -0.31844908, -0.28256255, -0.19291627, -0.8746425, -0.100842774, -0.2903821, 0.91182464, 0.29224056, 0.536807, -0.3264376, -0.15925048, -0.68019116, -0.1537964, -0.06419962, -0.44291237, 0.2215399, -0.6848138, -0.70790786, -0.8453299, -0.27922302, -0.0030483187, 0.1914065]","[1.0, 0.0, 0.5, 0.5, 0.5, 0.5]"
204,글쓰기/진영복,"[-0.43680474, 0.51317334, 0.20163907, -0.14335309, -0.83382577, -0.15698779, 0.16074525, 0.48569912, -0.5725736, -0.42435446, 0.28467983, -0.7364709, -0.18384318, 0.53291935, 0.7681881, 0.06700197, -0.78322625, 0.4048894, -0.32655156, 0.41093487, 0.548889, -0.031316586, -0.6563067, -0.06499393, -0.15481104, -0.75293356, -0.35887644, 0.7021965, 0.8541932, 0.3457906, 0.6751924, 0.090250015, 0.76070094, 0.85385877, -0.20489055, 0.11642844, 0.19492702, 0.37373, 0.98717004, -0.33816892, -0.6314113, 0.52684563, -0.18180823, -0.73021936, -0.040873837, -0.0359897, -0.39507335, -0.86991763, 0.16244055, 0.5527882, 0.111174986, 0.12239233, -0.43804207, 0.16844611, 0.7791044, 0.63108575, 0.42367366, 0.914761, -0.055237014, -0.8786938, 0.53220963, 0.15801741, -0.12661053, 0.3833776, -0.115096904, 0.008353604, 0.31453073, -1.3487298, -0.6408247, 0.6234754, -1.1610416, 0.106521554, -0.10667652, 0.08888208, -0.4787301, -0.2506504, -0.28914443, -0.69767773, 0.029553873, -0.22576654, 0.01376833, 0.63995004, -0.48788425, 0.33315623, 0.63964146, -0.014170883, 0.7848697, 0.17527638, 0.09198782, 0.21597315, -1.1293247, -0.38984165, -0.43980667, 0.63156426, -0.34018442, -0.39798373, -0.2572575, -0.41661718, -0.52570635, -0.12356535]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.5]"
205,공학수학(1)/구유영,"[-0.121376306, -0.20173731, 0.30842504, 0.60497046, -0.035165817, -0.10163409, 0.52186507, 0.29188758, -0.3686991, -0.64033484, -0.32386133, 0.5284659, -0.51011676, 0.5063165, 0.25289807, 0.074076734, -0.29625037, 0.5300012, -0.48544356, -0.63503957, 1.2943836, 0.1990445, -0.8766869, -0.023059973, -0.22024706, 0.2589428, -0.16162673, -0.38593364, 0.8154445, 0.9416853, 0.7259522, 0.17904751, -0.281799, 0.0069800713, 0.38917917, 0.44402003, -0.48154923, 0.3125711, 0.09812682, -0.118777774, 0.124908805, -0.19101134, 0.10166778, -0.7248812, 0.94371086, 0.08785283, -0.4145293, 0.6028846, 0.3119952, -0.13556102, -0.36794907, -0.41351095, -0.23570295, -0.32970342, 0.33639097, 0.4025182, -0.6557888, 0.6225624, 0.30112314, 0.07910056, 1.0044595, -0.1579693, -0.6901014, 0.25634277, -0.32491383, 0.34964958, 0.24288927, 0.04892929, 0.3279067, -0.25700518, -0.19590034, 0.74493104, -0.2233153, 0.6356558, -0.5381242, -0.16125263, -1.2442031, 0.2858401, 0.78556144, 0.058705688, -0.79733, -0.5410394, 0.122113034, 0.30085263, -0.28706545, 0.8510254, 0.0470584, -0.5599304, 0.2852858, -1.1288419, -0.41557717, -0.23157041, -0.15652552, 1.086909, 0.00053256593, -0.4566546, 0.36968142, -0.8170994, -0.31932962, -1.3655059]","[0.5, 0.5, 1.0, 1.0, 0.0, 1.0]"
206,라틴어(1)/김진식,"[-0.6239362, -0.33523542, -0.17851077, 0.19013084, 0.24088061, 0.20261097, 0.98801583, 0.5991231, -0.6309582, 0.08974081, -0.16845718, -0.8120381, -0.24716873, 1.0540574, 0.15477966, -0.914835, -0.70571494, -0.7775262, 0.38605285, -0.79144204, 0.75624377, -0.41694647, -0.70456755, 0.08460009, -1.0810821, 0.41139603, 0.15314145, 0.20625144, -0.10914121, 0.22368938, -0.00963503, -0.37376407, -0.20521085, 0.7951298, -0.669285, -0.04418068, -0.17240521, 0.31254432, 0.4069984, -0.07148152, 0.08146249, 0.123850435, 0.1016737, -1.3403221, -0.9848022, 0.3404927, -0.28306073, -0.21124047, -0.018678838, -0.650897, -0.5971964, 1.0021442, 0.07315713, 0.16638006, 0.5459606, 0.76604486, -0.84477824, 0.5512971, -0.40059325, -0.09730571, -0.1419752, 0.38318083, -0.33063972, 0.019622387, -1.0126868, 0.19531398, -0.619438, -0.025013361, 0.22734441, 0.3035533, -0.71974117, 0.21681881, -0.18578435, 0.9366907, 0.048574314, -0.54054487, -0.47490066, 0.55146825, -0.13666855, -0.30225772, 0.28615567, -0.30520323, -0.0018220218, -0.13182588, 0.12713079, 0.0277928, 1.0740402, -0.13521048, 0.1471603, -0.38707414, -0.14858182, 0.38642827, -0.3797564, -0.17049761, -0.5741104, -0.707219, 0.61532736, -0.34995952, 0.5110497, -0.443168]","[0.5, 0.5, 1.0, 1.0, 0.0, 0.5]"
207,공학수학(1)/김수정,"[-0.6000459, 0.5182452, 0.3384276, 0.8206334, 0.49784043, -0.21295188, 0.9223067, 0.06639081, 0.01961382, -0.88842213, -0.21411371, 0.7575335, -0.09458129, 0.41177037, 0.074323595, 0.03240461, -0.15786132, 0.059636142, 0.5530993, -0.614659, 0.86325866, 0.03246786, -0.27368098, -0.032259636, -0.28203717, -0.24092613, 0.21474956, 0.103195235, 0.46196064, 0.3498727, 0.39896736, 0.48995712, -0.234897, -0.13467307, 0.21665058, -0.03090691, -0.5650649, -0.68656754, 0.054335736, -0.3271602, 0.5281816, 0.5113026, 0.10211448, -0.29840142, 0.26636046, -0.07998653, -0.010086008, 0.6643145, 0.04985066, 0.1841905, -0.0014676459, 0.18062577, -0.45242584, 0.3652844, 0.5762402, 0.17491274, 0.04420385, 1.2287053, -0.43187845, -0.45961794, 0.971025, 0.5724786, -0.5615342, 0.8535943, -0.8718495, 0.392056, 0.4771927, 0.030851083, -0.41155392, 0.16747288, -0.33049527, 0.38667026, -0.06274886, 0.61703837, -0.14015675, -0.16294588, -0.8875676, 0.15388842, 0.30351126, -0.2937618, -0.8607003, -0.19723006, 0.086111344, 0.15302473, -0.28494623, 0.42415816, 0.7088302, -0.02500771, -0.6306917, -0.69041073, -0.24295713, 0.10074307, -0.18959178, 0.5755662, -0.4521815, -0.75775355, -0.6320496, -0.19371589, -0.43160722, -0.46754742]","[0.5, 0.5, 1.0, 1.0, 0.0, 0.5]"
208,선형대수/강성봉,"[-0.039617203, 0.3919814, -0.2066162, 0.63505155, -0.0033858381, -0.22663821, 0.6455087, 0.66748047, -0.5155993, -0.36819747, -0.2548135, -0.074673966, -0.26489395, 0.08569799, -0.24573386, 0.10176936, -0.42063615, -0.44162014, 0.085977904, -0.31050077, 0.8450672, -0.27014515, -0.39941052, -0.0955068, -0.6083198, 0.23752692, -0.57858396, 0.17824869, 0.14649042, 0.51686805, 0.6326806, 0.83842945, 0.28135866, 0.38152915, 0.22680028, 0.208074, 0.040435188, 0.86201483, 0.08952701, -0.36924127, 0.6519933, 0.075476825, -0.14126198, -0.42713484, 0.0032288532, -0.024072714, -0.07260531, 0.54742074, 0.4652465, 0.0035452335, -0.6687163, -0.012400491, -0.67641056, -0.20904736, 0.47471455, 0.4159538, -0.6159626, 0.28828964, 0.06736011, -1.2994982, 0.7880862, 0.24747378, -0.37609062, 0.69674754, -0.5437105, 0.10315495, 0.16225965, -0.4427425, 0.09010082, 0.20903403, -0.051464945, 0.72768825, -0.13267401, 0.4322765, 0.595242, -0.021289773, -0.47428003, 0.7135209, 0.23219818, -0.14545305, -0.2194462, -0.31644687, 0.25159976, 0.22536097, 0.3139102, 0.17929138, 0.9446828, -0.15487902, 0.33127373, -0.514225, -0.2233811, 0.7799316, -0.0062488406, 0.5732684, 0.23319317, -0.73460215, -1.1485869, -0.05632914, -0.2645416, -0.25228798]","[1.0, 0.5, 1.0, 1.0, 1.0, 0.5]"
209,영어변천사/박홍근,"[-0.35615215, 0.789762, 0.62361676, 0.13598397, -0.079462536, 0.52163845, 0.41925216, 0.35765195, -0.35648653, -0.026506009, -0.3852427, 0.32057157, -0.1396007, 0.49833325, -0.35300744, 0.012947132, -0.79893476, -0.20252822, 0.7883592, 0.0065567796, 0.6804656, -0.19664277, -0.15999274, -0.7474437, -0.12499036, 0.06216691, 0.34652108, 0.5012418, 0.10032057, 0.4483292, 0.32869187, 0.7181491, -0.40056586, 0.82483983, -0.4038278, 0.3663036, -0.2160098, 0.17899042, 0.09653041, -0.30625388, 0.31772754, 0.63919413, -0.1454837, -0.49555182, -0.31665933, -0.047358226, -0.4626775, 0.21380857, -0.09464032, 0.038304143, 0.26566377, 0.36388782, -0.08506379, 0.39439204, 0.028004508, -0.04041336, -0.5428796, 0.8888422, -0.19024546, -0.18617238, 0.3008461, 0.072107755, -0.51599705, 0.80126745, -0.43233982, -0.23730864, 0.046699855, 0.007934634, -0.09913772, 0.035733193, -0.07951529, -0.0117156105, -0.078899376, 0.9113656, -0.16434394, 0.21539237, -0.75980324, 0.17585215, 0.36337563, -0.19437014, -0.049342483, -0.6594118, -0.45312214, -0.26626354, 0.40433773, 0.7661293, 0.8119895, 0.22192544, 0.65639186, -0.20998356, -0.44829565, 0.42299873, -0.8042853, 0.010938843, -0.54759675, -0.09566985, -0.5441848, -0.3017659, -0.32505894, -0.5584506]","[1.0, 0.5, 1.0, 1.0, 0.5, 0.5]"
210,신경생물학/오영준,"[-0.37860817, 0.2971267, -0.16029932, 0.013770654, 0.5194799, -0.023524584, 0.41775078, 0.6787738, -0.050784603, -0.26509196, -0.2827748, 0.23886259, -0.4313662, -0.06914814, 0.08331969, -0.7385777, -0.46669117, -0.5758684, 0.18026361, -0.1938263, 0.027345926, 0.005286708, 0.20005772, -0.42889863, 0.34245986, -0.1424032, 0.048139907, 0.04698143, -0.108643696, 1.0322517, 0.2308077, 0.080286354, 0.0055465586, 0.1285479, -0.69580865, 0.033571824, 0.2735735, -0.005637116, 0.032182768, -0.5891939, 0.037868876, 0.46043223, 0.31785563, -0.2668596, -0.9337308, 0.15772232, -0.6386797, 0.9748702, -0.27647254, 0.44324255, 0.005445236, 0.2308422, -1.3588552, 0.30927435, 0.5468059, 0.82141894, -0.417511, 0.24747346, -0.4396624, -0.008451627, 0.33342934, 0.28621447, -1.1342032, 0.494152, -1.027178, -0.11415032, 0.4047378, -0.4089472, 0.5799685, 0.38998187, -0.8663171, -0.040401317, -0.39287558, 0.5060318, -0.46859556, 0.22357453, -0.48961872, -0.1020261, 1.035297, -0.24319322, 0.019566875, -0.40059403, -0.54022515, -0.10725873, 0.10522026, 0.7144992, 0.8959118, -0.44477406, -0.116172805, -0.097570755, -0.3192347, 0.11402714, -0.43830827, 0.33644354, -0.19075435, -0.34809604, -0.5414087, -0.23965116, 0.030101314, -0.32536203]","[0.5, 0.0, 1.0, 1.0, 0.5, 0.5]"
