,강의명/교수명,input,target
107,글쓰기/박경우,"[0.02740157, 0.2166425, 0.032007687, 0.44379032, 0.0847547, 0.121075496, 0.032719422, 0.1797832, -0.44223914, 0.11026472, -0.24256486, -0.07472863, -0.15858063, 0.83404297, 0.4373828, -0.04957545, -0.9849733, 0.37665385, -0.053996854, 0.34085882, 0.62291616, -0.25166506, -0.5723034, -0.6568677, -0.17441526, 0.08177499, 0.25172627, -0.18893431, 0.51759255, 0.4117218, 1.0019493, 0.8631972, 0.45872158, 0.10686472, -0.011190577, -0.36371872, 0.19860353, 0.47751856, 0.5020606, 0.36724815, -0.47752, 0.49101463, -0.5154968, -0.43132877, -0.0524601, -0.40752178, -0.72893906, -0.7832155, 0.11377349, 0.40083036, 0.18950422, 0.3242731, 0.3165307, 0.22491236, 0.52995884, 0.11763222, 0.22837207, 0.3631087, 0.24368027, -0.80382466, 0.57047105, -0.07278213, -0.38163558, 0.65583736, -0.6371943, 0.09255884, -0.0075272066, -0.716294, 0.28182867, 0.3921295, -0.26359427, 0.2292756, 0.56521666, 0.4037019, 0.09084054, 0.10620233, -0.022832299, -0.28198567, 0.36639512, 0.8419734, -0.5096541, 0.1101052, -0.17809513, -0.0707699, 1.1635001, 0.6035705, 0.7028068, -0.77689135, 0.6382178, 0.008733934, -0.59401476, 0.90799797, 0.099364154, 0.4458976, -0.8481119, -0.31634474, -0.25020325, -0.6009088, -0.61520433, -0.15500665]","[1.0, 0.0, 0.5, 1.0, 0.0, 0.5]"
108,체력육성/김유식,"[0.024329334, 0.4793405, 0.12390384, 0.0107552735, -0.1848831, -0.2123238, 0.28419274, 0.17571382, -0.9964944, -0.44018695, 0.33551466, -0.017223625, -0.35247654, -0.06623357, 0.33958262, -0.4791376, -0.10610408, 0.298403, 0.07165487, 0.15307677, 0.5244762, 0.24679278, -0.39712325, -0.002126074, -0.43366358, 0.32860005, 0.068880804, 0.049826737, 0.28249484, 0.37013584, 0.9890293, 0.1897639, 0.7272893, -0.010080475, -0.52540785, -0.9158083, 0.70036894, 0.31043974, 0.056783356, -0.18613565, -0.63976616, 0.17767526, -0.55402094, -0.6683375, 0.19155033, -0.29246873, -0.68281776, -0.17108187, 0.20912889, 0.3520863, -0.01960859, -0.44134352, -0.10514271, 0.7772168, 0.6685937, 0.94129133, -0.4991702, 0.016593568, 1.0346911, -1.2446718, 0.64190835, 0.33708704, -0.0780802, 0.86256415, -0.8695122, -0.22104897, -0.81141716, -0.19530879, 0.45504072, -0.08691221, -0.7465857, 0.4315971, 0.12559642, 0.6189466, -0.2445571, -0.30009362, -0.4528658, -0.22223535, -0.11216936, 0.50744027, 0.06861194, 0.13478324, -0.089169726, -0.023536852, 1.0351678, 0.47359616, 0.7905538, -0.33839095, 0.049815442, -0.5711463, -0.40907753, 0.27416468, -0.33662722, -0.07199558, -0.5617368, 0.2844066, -0.46554568, 0.37158766, 0.23456551, -0.6532711]","[1.0, 1.0, 1.0, 1.0, 0.5, 0.5]"
109,영어사용과사회/이원표,"[0.014451754, 0.22921643, 0.5719831, -0.0658134, -0.50773084, -0.23493649, -0.27049878, 0.35450864, -1.3356769, -0.40823096, 0.24137726, -0.3916506, -0.07105932, -0.037805226, 0.59694844, -0.41534537, -0.1851186, -0.9173897, -0.21158645, -0.5798335, 0.7187941, -0.060780674, 0.12329326, 0.07418161, 0.12251437, 0.5205274, 0.23836127, -0.22401077, 0.6749313, 0.69161457, 0.50268483, 0.18658534, 0.11387005, 0.49579465, -0.34227777, 0.1770692, -0.26542178, -0.30656368, -0.006578726, -0.543938, 0.095659085, 0.6980079, 0.1455867, -0.23325557, -0.25079316, -0.030780427, -0.3883914, 0.15418704, 0.12142658, 0.45887405, -0.2436149, 0.63044155, -0.044151954, 0.58428204, -0.23022042, 0.37161705, -0.90358144, 0.6843019, -0.41538396, -0.7202363, 0.47469872, 0.07874775, -0.109351434, 0.35976723, -1.402071, 0.41319704, 0.73601824, -0.4714165, 0.38968349, -0.3737753, -0.08514584, 0.26480284, -0.13234192, 0.96884084, -0.17155796, -0.33617678, 0.00058569934, -0.0067634867, 0.08240986, 0.5381643, -0.05304816, -0.32574823, -0.8566817, -0.18416001, 1.1821522, 0.4508656, 0.3814905, -0.49240723, 0.1026359, 0.014845877, 0.022627506, 0.49978507, -0.44139087, 0.2679852, -0.6604287, -0.19809471, -0.064606436, -0.4117665, -0.6737556, -0.26337048]","[0.5, 0.0, 0.0, 0.5, 0.5, 0.5]"
110,RC자기주도활동(1)/홍혜경,"[-0.22659037, 0.96130127, 0.5219556, -0.0076495185, -0.5520401, 0.21866289, 0.36955503, 0.8166765, -0.572538, -0.5290126, 0.011850766, -0.37636432, -0.34474593, 0.7052696, 0.10251989, -0.3696748, -0.7801419, -0.61378527, -0.1757511, 0.65122586, 0.37907037, -0.37472647, -0.4731137, -0.2528536, 0.09231807, 0.40838477, -0.050215855, 0.44274262, -0.01136142, 0.82090896, 0.55431443, 0.06851961, 0.38751042, 0.46982816, -0.12422375, 0.5023127, -0.053580347, -0.13860267, 0.6749185, -0.33911577, 0.39474782, 0.58426493, -0.008820301, -0.2293769, 0.20792261, -0.33011615, -0.16874936, -0.13774072, 0.17507617, 0.40998435, -0.4777003, -0.024692, 0.1694491, 0.6408936, 0.48107946, 0.651733, 0.2964793, -0.093823396, 0.17363437, -0.19176577, 0.5410341, 0.025001457, -1.2753054, 0.57886744, -0.84914106, 0.5159684, -0.8179915, -0.39767203, 0.14265245, -0.071376055, -0.51966685, 0.15588465, -0.100815274, 0.2504468, -0.32581165, -0.1476844, -0.7818362, 0.34782186, 0.19464563, 0.27800983, -0.17650907, -0.03286904, 0.21297912, -0.28814188, 0.069666475, 0.55438465, 0.25555915, 0.14846992, -0.26811007, -0.08804516, -0.5872373, 0.7269837, -0.35020646, 0.53578377, -0.05624887, 0.38936642, 0.4960323, -0.23638527, -0.06080455, -0.57152295]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
111,공학물리학및실험(1)/오세철,"[-0.39281943, 0.11318671, -0.015104104, 1.5262237, -0.006766123, -0.034947697, 1.1779646, 0.508216, -0.17494807, -0.054446336, -0.25123218, 0.8381539, -0.570949, -0.1764193, 0.043826476, -0.8920256, -0.8153626, -0.08163371, 0.46728253, -0.3252946, 0.32634056, 0.64023113, -0.7037799, -0.49226782, -0.25839883, -0.18784088, 0.5303806, -0.1661399, -0.01859383, 0.91525984, 0.24168497, -0.14854701, -0.16008815, -0.0310399, 0.1804904, -0.04472525, -1.0424104, 0.36585087, -0.038034953, -0.6036781, 0.19202511, 0.5937481, -0.5985441, -0.36026016, 0.5630644, -1.2345592, -0.5877133, 0.4469291, -0.047530696, -0.07342848, -0.41985154, 0.5047322, -1.1680561, -0.27336618, 0.30905452, 0.10019347, -0.03532182, 0.38681087, -0.78818864, -0.08379147, 1.0860568, 0.25362664, -1.4500996, 0.10639362, -0.7946805, 0.7906881, 0.6829128, 0.15890159, 0.27779412, -0.21956567, -0.48556954, 0.055869877, 0.24387948, 0.9649639, -1.0660086, 0.5006028, -0.2532557, 0.17306288, 0.41472274, 0.38416785, -1.2017368, -0.27993047, 0.19744664, 0.04307167, 0.08006748, 0.6177896, 0.9122175, -0.47712722, -0.17614453, -0.20679021, -0.66660804, -0.2546085, -0.5162421, 0.15596062, -0.5151061, -0.0507129, -0.9375225, -0.66163677, 0.22670977, -0.36422497]","[0.5, 0.0, 1.0, 1.0, 0.0, 0.5]"
112,RC자기주도활동(1)/한봉환,"[-0.249924, 0.7123423, 0.41829628, 0.54561573, -0.41496852, 0.59546095, 0.32121965, 1.103672, -1.0581052, -0.84042907, 0.060268432, -0.0901415, 0.27331257, 0.6995283, 0.026818585, -0.87361556, -0.56688964, -0.0713995, 0.2476522, 0.14410178, 0.73169255, 0.19140132, -0.5109943, -0.03488923, 0.1700978, 0.3311657, -0.021653565, 1.1665117, -0.118781805, 0.6135727, 0.4885669, -0.056789313, -0.07031474, 0.5774007, -0.3036993, 0.40766114, -0.055826154, 0.2863422, 0.31335795, -0.7657982, 0.13626674, -0.23820433, -0.6667856, -0.6052294, -0.00807895, -0.26559582, -0.365257, 0.05519032, 0.016018424, 0.22832683, -0.44885033, 0.027592, -0.050687894, 0.7518713, 0.39225036, 0.9291544, 0.3087211, -0.23180316, -0.0975638, -0.31590787, 0.5023946, -0.34678704, -0.77696633, 0.45920143, -0.30802447, 0.09200417, -0.5724763, -1.0920382, -0.298293, -0.06351819, -0.030922083, 0.6951481, -0.23365785, 0.15837485, -0.015059091, -0.18898605, -0.8661935, 0.34525433, 0.23446521, 0.2898381, -0.06563952, 0.030020287, -0.01635218, -0.29087618, 0.3301638, 0.34813166, 1.0347631, 0.43426687, -0.19742799, 0.2889359, 0.11295174, 0.6775424, -0.3993368, 0.51606107, -0.04690213, 0.03870897, 0.5088757, -0.2067333, -0.35073248, -0.22597007]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
113,거시경제원론/이창선,"[-0.62902445, 0.45498204, -0.4684709, 0.35419643, -0.06396965, -0.024738148, 0.7995141, 0.12329508, -0.633561, -0.39270568, 0.22741903, -0.059924368, -0.30535483, 0.17290124, 0.07257082, -0.6425228, -0.3481358, -0.29158208, 0.041895524, -0.26431948, 0.62153834, -0.18370101, -0.050713465, 0.00051059027, -0.3980601, 0.25546855, 0.17254074, -0.029064257, 0.32068917, 0.8495322, 0.32509992, 0.8336512, 0.31692573, 0.31729898, -0.2341132, 0.06693312, 0.22901599, 0.42053226, -0.1392765, -0.27898154, -0.14869207, 0.35362193, -0.006153776, 0.0130964415, 0.27841458, -0.013921779, -0.47532046, 0.12190801, 0.25591618, 0.26628524, -0.50079036, 0.067683086, -0.31899253, 0.08565512, 0.5812541, 0.8088189, -0.5489858, 0.5250351, 0.037123825, -0.7433603, 0.9169247, 0.39350992, -0.19045049, 0.49883476, -0.3754724, -0.19711584, 0.24472186, 0.13296533, -0.18657427, 0.2622093, -0.12987322, 0.17366578, -0.44710004, 0.8531122, -0.09701011, -0.092710935, -0.55564815, -0.20990995, 0.41044486, -0.2557401, -0.47599038, -0.3268696, 0.13595392, -0.14094988, 0.52983713, 0.36608812, 0.56649417, -0.30647504, 0.57890517, -0.62209797, -0.13079073, 0.20720714, 0.19830091, 0.14204182, -0.62555146, -0.66170466, -0.7348871, -0.789213, -0.17540367, -0.3860273]","[1.0, 0.5, 1.0, 1.0, 0.0, 1.0]"
114,물리화학/노영훈,"[-0.20951764, 0.6467146, -0.26724765, 0.058097284, -0.21673946, -0.2114337, 0.49182734, 0.3533602, -0.7506863, -0.22155291, -0.33208784, 0.052797966, -0.41689163, 0.26219785, -0.050625008, 0.264456, -0.32327506, -0.053944264, 0.41897008, -0.2851325, 0.51230615, 0.31506166, -0.07291804, -0.61612105, 0.1567088, 0.20310609, -0.15509117, 0.20795262, 0.1180858, 0.87671083, -0.0007505759, 0.33872768, 0.024761004, 0.046548963, -0.17607184, -0.20638882, -0.16761976, 0.22578944, 0.2545975, -0.44081506, -0.2891766, 0.6166621, -0.03729887, -0.8640749, -0.23545364, -0.25562713, -0.13009864, 0.43298694, 0.49191642, 0.45813674, 0.21196398, 1.0034411, -0.078987844, 1.0459154, 1.0477532, 0.58871007, -0.1752987, 0.5406212, 0.36006823, 0.3779074, 0.55926543, 0.83212847, -0.73959845, 0.591076, -0.73150295, 0.267904, 0.9429841, 0.047126196, -0.22270808, -0.60399413, -0.038247958, 0.5215338, 0.26106197, 0.080466345, -0.12498189, -0.26510435, -0.57287866, 0.39791343, 0.8825017, -0.40860644, -0.15977053, -0.4440037, 0.24940549, -0.48339918, 0.048317224, 0.5416129, 0.45932546, -0.29566067, -0.2779905, -0.90890837, -1.050531, 0.32887626, -0.12637086, -0.37690142, -0.63678676, -0.37241328, -0.24579823, -0.9538063, -0.25625908, 0.17991903]","[1.0, 0.5, 0.5, 0.5, 0.5, 0.5]"
115,사회복지정책론/박수경,"[-0.17429687, 0.030614384, -0.19248275, -0.37365508, -0.30628404, 0.07191607, 0.4110514, 0.03949703, -0.6133021, -0.6410175, 0.0861682, 0.14015317, -0.06155483, 0.6750478, 0.4305275, -0.37530205, -1.1971508, 0.0036186702, 0.20391461, 0.55776376, 0.062030144, 0.06816908, -0.39647678, -0.45379272, 0.10769076, 0.18310559, -0.40287787, 0.32842657, 0.1169077, 0.949083, 0.20334193, 0.13988878, 0.09174275, 0.7639475, -0.49717027, -0.78774107, 0.14695334, -0.04194127, 0.89047104, -0.5939052, -0.42502302, -0.10314867, -0.627022, -0.42518917, -0.18689527, -0.3144071, 0.09655697, 0.0993146, -0.59256995, 0.7311436, -0.12666838, 0.72173727, -0.30977777, 0.1357311, 0.24816327, 0.6462667, -0.8806938, 0.0034059891, 0.102818765, -0.63127965, 0.5755016, 0.3230942, -0.6746432, 0.6803483, -0.7766107, 0.33588815, 0.30071282, -0.6840677, -0.35437304, -0.1385615, -0.35975546, 0.15537758, -0.40000263, 0.5765222, -0.170227, -0.19076706, -0.31215906, 0.4665482, 0.13322788, -0.7778014, 0.14336051, -0.06514564, -0.123145856, -0.57534736, 0.58384895, -0.10358555, 0.6577917, -0.53364044, 0.11553186, -0.21446308, -0.4912637, -0.04566265, -0.6832593, 0.77287847, 0.35671228, -0.40529716, -0.7548802, -0.5985435, -0.3624824, -0.90655506]","[0.5, 0.5, 0.5, 1.0, 1.0, 0.0]"
116,한문(1)/박혜민,"[0.43692708, -0.560205, 0.251434, 1.1390135, -0.099420816, -0.82231855, -0.02075278, 0.32941738, -0.5534717, 0.017494762, -0.13868797, -0.6809075, -0.6973295, 0.54832387, 0.12171369, -0.4165812, -0.025108876, -0.9395595, -0.008315347, -0.61941034, 1.363279, -0.30853143, -0.41689736, -0.37800145, -0.37441576, 0.12962219, 0.57981443, 0.15229216, 0.14839499, -0.03102048, 0.7876443, 0.7190907, -0.24768881, 0.6597808, 0.38184613, 0.6587112, 0.019477727, 0.30897373, 0.53332525, 0.101577505, -0.25491458, 1.1343374, -0.14467242, -0.7057909, -0.18390004, -0.44688156, -0.4128612, 0.35122082, 0.59343094, -0.71465325, 0.31803787, -0.0067147077, -0.7036989, 0.10791771, 0.65490603, 0.38736114, 0.0031718072, 1.51131, -0.018363778, -0.09294042, 0.51456195, 0.2942945, -0.22222978, 0.23814695, -0.8999659, -0.07149773, 0.78348297, -0.15535775, 0.49974704, 0.22360656, -0.7398957, 0.6617789, -0.23864666, 0.5609215, -0.40447098, -0.4217613, -0.62153083, -0.08623752, -0.32865864, -0.6544069, 0.19159271, -0.30490008, -0.95833623, 0.119049296, 0.67764044, 0.002992429, 1.1680413, -0.580473, 0.053089026, -0.21609703, 0.15569158, 0.7577222, -0.31542808, 0.5257367, -0.48143402, -0.56547815, 0.23766585, -0.04271469, -0.724698, -0.21287674]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.5]"
117,공학물리학및실험(1)/김충선,"[-1.0489566, 0.06778354, -0.2799477, 0.0652479, 0.24992566, -0.76069856, 0.767059, 0.15799482, 0.6202811, -0.7553095, -0.5106084, 0.57540655, -0.5491528, 0.3141839, 1.3207823, -0.3003493, -0.55094105, -0.066715725, 0.11644099, -0.3126428, 0.69790655, 0.015511299, 0.115809165, -0.14072208, -0.12670228, -0.004890326, 0.60774475, -0.25843486, -0.2329209, 0.6216816, 0.4884683, -0.44273236, -0.18062584, 0.24707961, 0.3727935, -0.51668876, -0.48105082, 0.64871156, 0.08534327, -0.3352109, 0.11411391, 0.81675583, -0.14513864, -0.31481513, 0.8525578, -0.35193485, -0.68912196, 0.24956754, -0.43952912, 0.45691532, -0.7124115, -0.09529428, -0.65446216, 0.40813938, 0.5301947, 0.7523249, -0.05328381, 0.924075, 0.3546816, -0.80934674, 0.6583028, 0.59700304, -0.75432104, 0.26687333, -1.0304617, 0.3485847, 0.24264243, 0.2534567, -0.47628254, -0.4573433, -0.85023, 0.40841562, 0.18581049, 0.6244046, -0.41633502, -0.15537743, 0.23143993, 0.024791455, 0.18836798, -0.36364728, -1.027107, -0.10543846, 0.3117651, -0.18816197, -0.61292726, 0.31740338, 0.9171527, -0.06117874, -0.37500194, -0.08304249, -0.3694287, 0.07978279, -0.52733195, 0.6779226, -1.0853837, -0.36330563, -0.5583837, -0.25632766, 0.10421415, -0.32818103]","[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
118,우리교육의어제와오늘/이원재,"[-0.008011674, 1.1652739, -0.07988322, 0.494962, -0.10216743, -0.18424553, -0.70761085, 0.36222342, -0.884279, 0.17869186, 0.26985478, -0.2512037, -0.45521486, 0.8167125, 0.3186356, -0.2816032, -0.36188906, -1.0034626, -0.19221987, 0.890985, 0.06596562, 0.5376773, -0.86133736, -0.31279212, 0.17454804, 0.17147651, -0.19065967, 0.038989622, 0.35561278, -0.4948093, 0.9472139, 0.50698876, 0.114946045, 0.938462, -0.17007945, 0.36615935, -0.21975416, -0.0073894192, 0.51950765, -0.47622332, -0.14931445, 0.23807645, -0.27557883, -0.8199785, -0.083802775, -0.20557778, -1.6736602, -0.2516211, 0.1857539, 0.9093133, 0.17776816, 0.37100202, -0.37806395, 0.44181955, 0.27338877, 0.7499084, -0.7228887, -0.4901491, 0.5670428, -0.6783641, -0.40288144, 0.07252794, -0.60339355, 0.26341242, -0.74942875, 0.012228359, 0.13709426, -0.74528706, 0.15447284, -0.25961852, 0.039875813, 0.19869381, -0.25564995, 0.16165778, -0.5019171, -0.9955694, -0.27511644, -0.22385825, 0.42810598, 0.5420845, -0.107715525, -0.29323444, -1.0412284, -0.2468708, 1.2856038, -0.24078009, 0.58131117, -1.0069809, 0.052615695, -0.45258927, -0.8195181, 0.9135158, -0.62271965, 0.10257225, -0.8261294, -0.045954976, -0.689173, -0.29715902, -0.51876736, 0.3167102]","[1.0, 1.0, 0.5, 0.5, 0.5, 0.5]"
119,생물전달현상/신종식,"[-0.3509788, 0.4586303, -0.33294517, -0.065872505, 0.23430976, -0.1666552, 1.0933199, 0.5502592, 0.19033338, -0.7300152, 0.16230729, -0.3749758, -0.31686607, -0.3018368, 0.41759622, -0.23999886, -1.3282405, -0.7113868, -0.5004412, -1.0433071, 0.46391407, -0.1780751, -0.1251846, -0.9404966, 0.2589526, -0.011834061, 0.2301282, 0.575892, 0.23725367, 0.5899143, 0.2457701, -0.4882789, -0.169883, 0.77718025, -0.7218221, -0.62161887, 0.43320477, 0.21571314, 0.1212617, -0.212457, 0.1689093, 0.09993092, -0.25360107, -0.5707457, -0.18527538, 0.21575291, 0.44728884, -0.014681955, -0.32349485, -0.36984292, 0.1507207, 0.5944902, -0.6452466, 0.37530056, -0.081899606, 0.5393122, -0.67487127, 0.4739053, -0.42061213, -0.15631521, 0.80203825, 0.8603938, -0.376164, 0.6124744, -0.6617303, -0.38344675, -0.16259527, -0.611019, -0.057481423, -0.22723745, -0.89609367, 0.3224662, -0.39105353, 1.0576369, -0.034872543, -0.5847446, -0.3639512, 0.2148943, 0.18139268, 0.15531513, -0.7393967, -0.579628, -0.6036627, 0.010001329, -0.013541592, 1.1057811, 0.21389922, -0.5972745, -0.088176236, -0.9338767, -0.34761116, 0.3834744, -0.24813695, -0.11650113, -0.23704262, -0.26447403, 0.051340174, -0.32140672, 0.24985504, -1.1197413]","[0.0, 0.5, 0.0, 0.5, 0.5, 0.5]"
120,영화로보는현대음악/임지선,"[-0.22864571, 0.14604305, -0.267379, -0.17483011, -0.26543114, 0.34571433, 0.37086633, 0.37153694, -0.7186761, -0.6813176, 0.31800175, -0.58929133, -1.1517732, -0.3722831, 0.5215538, -0.32289878, -1.4443187, 0.14495525, -0.7382394, -0.22899565, 0.28529775, -0.15237768, -0.65110344, 0.4336766, -0.41245395, 1.1022241, -0.24045917, 0.50317985, 0.69978887, 0.1968121, -0.3512774, -0.51969683, 0.4962582, 0.5287721, -1.4855474, -0.31442565, 1.3456514, 0.14274688, 0.30398467, -0.7731131, -0.34746042, -0.68637335, 0.030008161, -0.24030353, -0.46939093, 0.08395798, 0.08536988, 0.0043586027, 0.43699282, 0.49694043, 1.455356, 0.45752403, -0.12218824, 1.1614577, -0.6299831, 0.07928729, -0.80735916, -0.6799025, -0.6526939, -0.43377915, -0.33907333, 0.74771905, 0.0674129, 1.0040559, -2.1232347, 0.49278936, -0.14918661, 0.77010834, 0.25551298, -0.48215854, -0.83775425, 0.083684124, 0.44430885, 0.785151, 0.6724329, -1.2251458, -0.38712442, 0.38615236, 0.36148626, 0.5872185, -0.42575738, -0.64901733, 0.27430642, -0.49401063, 1.5476501, 1.1091292, 0.3530012, -0.28819114, 0.94921166, -0.20089933, -0.45835513, 0.51317847, -0.45449522, 0.94590485, -0.14687686, 0.47247356, -0.06455661, 0.36445266, -0.69914126, -1.2303002]","[0.5, 0.5, 0.5, 1.0, 1.0, 0.5]"
121,YONSEI RC 101-영어영문학과/김은영,"[-0.326193, 0.550659, 0.6552195, -0.06290109, -0.049869854, 0.1819383, 0.46880445, 0.16653913, -0.42055565, -0.23753625, 0.2354262, -0.026741657, -0.38523042, 0.22877885, 0.19745845, -0.11577008, -0.10990247, -0.015015935, 0.025755832, 0.4168339, 0.54960126, 0.44623527, -0.14388072, -0.50406253, 0.097813055, 0.2934221, -0.099415414, 0.80280983, 0.21599793, 0.53818727, 0.5429746, 0.35631618, 0.01318802, 0.5454711, 0.1429518, 0.29096428, -0.38726485, 0.13203904, -0.17030238, -0.24293508, -0.031792063, 0.33367968, -0.47890717, -0.5567314, 0.061676383, 0.12406456, 0.08901562, -0.46991682, 0.5953873, -0.07354565, -0.3059711, 0.022251833, -0.06303448, 0.13955028, 0.11519643, 0.59840274, 0.10576444, 0.7001235, -0.28410304, -0.7567847, 0.64989287, -0.24530412, -0.6337307, 0.8330831, -0.26891366, -0.26635227, -0.16607717, -0.97504604, 0.051251106, 0.008134695, -0.5684293, 0.7858205, -0.094815716, -0.18186215, -0.5935826, -0.08941745, -0.9718526, 0.0774011, 0.29505697, -0.26234472, -0.0063217524, -0.24546936, -0.511898, -0.19164209, -0.08149503, 0.05801262, 0.94349945, -0.3034685, -0.3596276, -0.010327894, -0.5710594, 0.6495356, -0.6616709, 0.7254097, -1.2241563, 0.02370688, -0.1444551, -0.18724802, -0.44498128, -0.24970771]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
122,디자인과문화/김혜란,"[-1.2642099, 0.74923307, -0.05181478, 0.17824209, -0.67816955, -0.37262517, -0.5207242, 0.7043002, -0.60089517, 0.121467344, 0.16608717, -0.113971844, -0.08149269, -0.09436132, 0.94829136, 0.32432166, -0.45834434, 0.1956611, -0.5879528, 0.37526765, 0.18005739, -0.098618485, 0.5960481, 0.3080278, -0.4450884, -0.41984776, 0.42950478, 0.098565415, 0.5611574, 0.60558003, 0.64756846, 0.55495757, 0.40475148, 1.0759063, 0.32354623, 0.37819904, 0.049231894, -0.27331296, 0.474299, -0.12095699, 0.47489643, 0.14557828, -0.61325586, 0.008020246, -0.8146694, -0.59113103, -1.1115938, 0.14218572, -0.28077197, 0.6846394, -0.30503905, 0.19556507, 0.027494969, 0.47336513, 0.37212098, 0.15981537, -0.21621133, -0.15042618, 0.29690507, -0.34401542, 1.1028953, 0.23638295, -0.5780323, 0.044702157, -0.85428363, 0.5799019, 0.63073623, -0.8729799, -0.54638326, 0.43174347, -0.5604474, 0.3587207, 0.13871981, 0.020015365, 0.022995152, -0.43155006, -0.51559234, -0.058461603, -0.32636112, 0.67993337, -0.0016845684, 0.6731971, -0.115977466, -0.26085564, 1.2061762, -0.14190224, 1.6488068, -1.195611, 0.118260525, -1.0291995, -0.24109687, 0.84938127, 0.5593071, -0.21668129, -0.9574075, 0.18668814, -0.24571474, -1.4497694, -0.018587641, 0.038780402]","[0.5, 0.5, 0.0, 1.0, 0.5, 0.5]"
123,농구/김태중,"[-0.37421715, -0.44748363, -0.4057203, 0.15759827, 0.34794602, 1.2767522, 0.38316813, 0.7074817, -0.6849759, -0.3377627, -0.19860533, -0.67528784, -0.08213435, 0.27329066, 0.14605099, -0.64398175, -0.08064329, -0.5408115, 0.3592457, 0.006525582, 0.9888532, -1.0303717, -0.32704756, 0.17404217, -0.2672401, 1.0414572, -0.4073287, -0.80865234, 0.94294316, 0.7624376, 0.25777808, 0.52257013, 0.6314824, 0.70617753, 0.21430849, 0.39424273, 0.16446407, 1.1662383, -0.13302475, -0.2962591, -1.3205292, -0.033410214, -0.26724988, -0.31606427, -0.38338235, 0.042436585, -0.21496412, -0.53653586, -0.7039825, 0.20487219, -1.2700945, -1.0354631, 0.99700236, 0.31359407, 0.23298188, 1.5819073, 0.16393374, 0.06442037, 0.13983612, -0.6226634, 0.90209293, -0.16769053, 0.6391265, 1.779087, -1.2446603, -0.06789961, 0.31296998, -0.5444294, 0.23964751, -0.005984772, -0.3333903, 0.31070107, 0.018875547, 0.9705624, 0.09246975, 0.5047418, -0.46146396, -0.2722854, 0.79057527, 0.0046852026, -0.73252535, 0.30175808, -0.555031, -0.10603271, -0.34610146, 0.4542003, 0.85072327, 0.2985007, 0.4140961, -0.06483086, -0.27289703, 0.8083556, 0.31898734, 0.8345124, 0.030554777, -1.1691079, -0.2950142, -0.037059676, -0.7116211, -0.18801597]","[1.0, 0.0, 0.5, 1.0, 0.5, 1.0]"
124,스쿼시/김윤명,"[-0.4013153, 0.033570573, 0.30069447, 0.4390067, -0.08373654, 0.56081843, 0.3768808, 0.33571702, -0.75743407, 0.22586861, 0.043229356, -0.277435, -0.31812456, 0.6532002, 0.24428564, -0.213283, -0.26773736, 0.40768066, 0.14891346, 0.052743398, 0.70698535, -0.6191554, -0.6982877, -0.37513068, -0.21006864, -0.0042704176, 0.24841547, 0.26752824, 0.27584612, 0.32294357, 0.62474275, 0.49581552, 0.55543846, 0.20615898, -0.25729766, 0.29053262, 0.06761189, 0.5391668, 0.25932038, -0.022442875, 0.2071931, 0.48040235, -0.25135058, -0.1895189, 0.24440192, 0.08291311, -0.94675565, -0.11245793, 0.26190156, 0.0069215707, -0.37524417, 0.25689697, -0.07665124, 0.1831525, 0.32896093, 0.34266979, 0.31124866, 0.43179506, -0.010613661, -0.4562448, 0.3438998, -0.535417, -0.55924684, 0.72294205, -0.44852507, 0.57562816, -0.395567, -0.7724435, 0.09412292, 0.34526795, -0.69279355, 0.41724125, -0.29492897, 0.88376015, 0.16999944, -0.46137035, -1.0128068, 0.21561977, 0.4220876, 0.35541674, -0.16949686, -0.65366006, 0.4800057, 0.3229334, 0.053575303, 0.2506966, 0.8159129, -0.4915324, 0.64866287, -0.3282702, -0.92082393, 0.2917911, -0.05782717, 0.39588544, -0.700234, 0.20796609, -0.1213132, 0.02903019, 0.24043642, -0.79466254]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.5]"
